-4.0e0 3.0e0 7.988655993656484e-4 7.988655993656484e-4
-3.87e0 3.0e0 3.9255469057828416e-4 3.9255469057828416e-4
-3.73e0 3.0e0 8.50517821254548e-5 8.50517821254548e-5
-3.6e0 3.0e0 3.1190831700373466e-5 3.1190831700373466e-5
-3.47e0 3.0e0 2.908519456692141e-4 2.908519456692141e-4
-3.33e0 3.0e0 8.042349116390567e-4 8.042349116390567e-4
-3.2e0 3.0e0 1.4158242330724934e-3 1.4158242330724934e-3
-3.07e0 3.0e0 1.9352180691842528e-3 1.9352180691842528e-3
-2.93e0 3.0e0 2.2085722077980806e-3 2.2085722077980806e-3
-2.8e0 3.0e0 2.1720395468250793e-3 2.1720395468250793e-3
-2.67e0 3.0e0 1.8681549775000478e-3 1.8681549775000478e-3
-2.53e0 3.0e0 1.4224151384260527e-3 1.4224151384260527e-3
-2.4e0 3.0e0 9.928775303755756e-4 9.928775303755756e-4
-2.27e0 3.0e0 7.142401520684672e-4 7.142401520684672e-4
-2.13e0 3.0e0 6.570583044307964e-4 6.570583044307964e-4
-2.0e0 3.0e0 8.142218501930697e-4 8.142218501930697e-4
-1.87e0 3.0e0 1.1151020908024597e-3 1.1151020908024597e-3
-1.73e0 3.0e0 1.4579163397007492e-3 1.4579163397007492e-3
-1.6e0 3.0e0 1.7462363281090913e-3 1.7462363281090913e-3
-1.47e0 3.0e0 1.916879667205085e-3 1.916879667205085e-3
-1.33e0 3.0e0 1.9519528338236346e-3 1.9519528338236346e-3
-1.2e0 3.0e0 1.8746267775315412e-3 1.8746267775315412e-3
-1.07e0 3.0e0 1.7335949022989855e-3 1.7335949022989855e-3
-9.33e-1 3.0e0 1.5835641601190551e-3 1.5835641601190551e-3
-8.0e-1 3.0e0 1.4685134475341693e-3 1.4685134475341693e-3
-6.67e-1 3.0e0 1.4118632032278132e-3 1.4118632032278132e-3
-5.33e-1 3.0e0 1.4145727831813616e-3 1.4145727831813616e-3
-4.0e-1 3.0e0 1.4596983760907052e-3 1.4596983760907052e-3
-2.67e-1 3.0e0 1.5206743890808358e-3 1.5206743890808358e-3
-1.33e-1 3.0e0 1.5704772849431867e-3 1.5704772849431867e-3
0.0e0 3.0e0 1.5894584119083672e-3 1.5894584119083672e-3
1.33e-1 3.0e0 1.5704772849431867e-3 1.5704772849431867e-3
2.67e-1 3.0e0 1.5206743890808358e-3 1.5206743890808358e-3
4.0e-1 3.0e0 1.4596983760907052e-3 1.4596983760907052e-3
5.33e-1 3.0e0 1.4145727831813616e-3 1.4145727831813616e-3
6.67e-1 3.0e0 1.4118632032278132e-3 1.4118632032278132e-3
8.0e-1 3.0e0 1.4685134475341693e-3 1.4685134475341693e-3
9.33e-1 3.0e0 1.5835641601190551e-3 1.5835641601190551e-3
1.07e0 3.0e0 1.7335949022989855e-3 1.7335949022989855e-3
1.2e0 3.0e0 1.8746267775315412e-3 1.8746267775315412e-3
1.33e0 3.0e0 1.9519528338236346e-3 1.9519528338236346e-3
1.47e0 3.0e0 1.916879667205085e-3 1.916879667205085e-3
1.6e0 3.0e0 1.7462363281090913e-3 1.7462363281090913e-3
1.73e0 3.0e0 1.4579163397007492e-3 1.4579163397007492e-3
1.87e0 3.0e0 1.1151020908024597e-3 1.1151020908024597e-3
2.0e0 3.0e0 8.142218501930697e-4 8.142218501930697e-4
2.13e0 3.0e0 6.570583044307964e-4 6.570583044307964e-4
2.27e0 3.0e0 7.142401520684672e-4 7.142401520684672e-4
2.4e0 3.0e0 9.928775303755756e-4 9.928775303755756e-4
2.53e0 3.0e0 1.4224151384260527e-3 1.4224151384260527e-3
2.67e0 3.0e0 1.8681549775000478e-3 1.8681549775000478e-3
