No,B,V,mas,T
32882,9.326,8.789,9.69,5370
32883,9.618,8.565,4.90,4660
32884,10.144,9.512,6.86,5900
32885,6.362,5.657,41.61,5700
32886,9.067,8.513,8.68,5940
32887,8.388,7.982,6.17,7150
32888,6.736,6.750,4.17,9980
32889,9.281,8.147,3.33,4500
32890,8.725,8.105,9.52,5750
32891,10.079,9.574,6.76,6800
32892,7.380,7.306,5.15,9500
32893,7.997,7.774,6.51,7750
32894,7.747,7.750,4.48,9380
32895,6.355,6.346,9.22,9790
32896,8.619,8.256,6.73,7500
32897,8.696,8.152,6.80,6900
32898,9.814,9.420,7.30,7300
32899,9.689,9.100,11.14,5940
32900,7.928,7.721,6.73,8180
32901,7.574,7.501,7.82,9000
32902,9.404,8.656,18.87,5560
32903,8.944,8.340,8.69,5370
32904,8.354,7.964,10.05,7460
32905,9.128,8.130,9.93,4660
32906,3.923,4.033,9.27,13000
32907,8.451,7.867,9.93,5940
32908,8.769,8.319,8.85,6370
32909,8.765,8.217,17.90,6370
32910,7.460,6.802,25.63,5560
32911,7.381,7.008,9.48,7030
32912,8.800,7.618,3.74,3990
32913,8.838,8.701,3.81,9980
32914,8.015,7.461,20.97,6200
32915,8.784,8.730,3.61,9980
32916,10.560,9.918,11.69,5190
32917,7.324,7.362,3.70,9980
32918,10.211,9.456,14.68,5310
32919,9.824,9.194,9.68,5940
32920,7.495,6.501,10.40,4660
32921,7.276,7.002,13.18,7350
32922,10.065,9.350,15.14,5310
32923,6.649,6.532,8.23,9000
32924,6.117,5.116,14.77,4660
32925,8.817,8.234,11.44,5940
32926,7.106,7.035,3.54,9980
32927,5.474,5.376,18.12,8600
32928,7.136,6.967,7.84,9000
32929,8.821,8.260,12.31,5750
32930,9.663,9.243,5.90,6370
32931,9.949,9.300,8.28,5790
32932,10.769,9.963,12.17,5150
32933,10.748,10.041,10.48,5310
32934,6.673,6.117,30.61,5940
32935,10.095,9.395,9.01,5370
32936,10.444,9.635,16.54,5310
32937,7.682,7.272,13.14,7030
32938,10.197,9.560,12.63,5700
32939,7.440,7.399,6.11,9790
32940,9.798,8.802,5.17,4800
32941,7.822,7.811,4.36,10500
32942,9.057,8.598,9.09,6900
32943,10.711,10.093,8.06,5900
32944,7.281,7.245,6.73,10500
32945,9.529,9.022,6.09,6250
32946,9.680,9.088,4.15,5940
32947,8.326,7.842,14.63,6500
32948,6.342,6.401,5.55,11400
32949,6.725,6.440,15.07,7600
32950,10.343,9.421,6.30,5150
32951,8.246,7.757,10.89,6370
32952,9.998,9.435,4.34,5750
32953,8.640,7.791,11.92,4550
32954,9.864,8.907,32.56,4310
32955,7.606,7.308,9.90,7460
32956,7.716,7.539,5.15,9380
32957,9.894,9.211,14.51,5310
32958,7.585,6.624,5.61,4660
32959,4.777,4.655,13.86,8600
32960,9.343,8.673,12.43,5790
32961,8.428,7.907,10.57,6500
32962,8.741,8.350,7.44,7150
32963,9.281,8.484,25.89,4930
32964,8.015,7.691,5.30,7300
32965,9.338,8.833,7.76,6500
32966,9.602,8.430,5.55,4500
32967,6.475,6.526,3.73,10500
32968,6.405,6.177,13.43,8500
32969,7.986,7.512,14.13,6370
32970,5.061,4.749,36.24,6750
32971,10.859,10.095,16.09,4930
32972,8.892,8.241,15.19,4930
32973,10.515,9.892,9.64,5560
32974,9.482,9.118,9.97,7000
32975,7.927,7.422,19.50,6200
32976,8.675,7.656,4.69,4660
32977,9.753,9.126,14.18,5940
32978,7.626,7.189,16.80,6650
32979,10.810,10.215,152.88,5940
32980,9.855,9.092,19.87,5310
32981,9.173,8.595,15.25,5940
32982,8.786,8.451,7.07,7000
32983,8.760,7.556,4.09,4500
32984,9.121,9.026,5.11,9980
32985,7.637,7.635,4.53,9790
32986,8.090,6.793,6.88,4390
32987,9.762,9.312,8.97,6800
32988,10.876,9.857,17.92,4700
32989,10.812,10.102,7.63,5560
32990,10.123,9.262,9.38,5150
32991,9.451,8.836,14.35,5940
32992,10.468,9.725,11.73,5560
32993,9.369,8.833,8.31,5750
32994,8.045,8.076,2.94,9980
32995,6.822,6.827,5.61,9790
32996,9.201,8.692,9.53,5750
32997,8.258,7.855,5.51,7460
32998,6.745,6.342,17.12,7000
32999,8.413,8.340,5.07,9980
33000,9.446,8.961,11.97,6650
33001,9.348,8.692,7.07,5370
33002,9.694,8.626,6.07,4500
33003,8.067,6.997,6.82,4660
33004,7.326,7.142,3.77,9380
33005,9.961,9.774,3.94,9380
33006,7.656,7.697,4.00,10500
33007,5.543,5.587,10.65,10500
33008,10.022,9.538,6.03,6900
33009,7.432,7.015,17.11,7030
33010,7.572,7.493,5.80,9980
33011,6.625,6.695,5.30,10500
33012,8.753,8.095,27.20,5700
33013,8.303,8.230,3.99,9980
33014,10.821,10.086,7.25,5250
33015,9.482,8.906,8.64,5750
33016,8.850,8.760,3.05,9980
33017,8.324,7.826,8.01,6500
33018,8.612,8.041,20.87,5940
33019,8.517,8.392,4.76,9980
33020,9.911,9.442,6.96,7030
33021,6.123,6.208,5.00,11100
33022,8.352,7.839,5.46,6650
33023,9.425,8.784,14.61,5700
33024,8.685,7.084,2.51,4050
33025,7.214,6.199,9.73,4660
33026,8.241,7.781,13.06,5750
33027,7.960,7.881,6.75,9790
33028,9.779,8.942,19.07,5250
33029,6.224,6.309,3.86,11100
33030,6.872,6.498,20.09,7300
33031,7.282,7.144,7.98,9380
33032,4.109,3.104,32.06,4660
33033,8.762,8.281,13.30,6800
33034,9.345,8.748,14.73,4930
33035,7.881,7.412,19.88,6650
33036,7.070,6.611,11.23,6200
33037,10.272,9.694,6.94,6250
33038,10.442,9.737,9.10,5250
33039,8.519,8.529,4.57,10500
33040,8.333,8.223,4.07,9380
33041,8.164,7.495,21.34,5700
33042,6.705,6.374,19.75,7350
33043,8.234,7.796,13.15,7000
33044,8.225,8.166,4.92,9790
33045,11.090,10.255,16.15,4550
33046,7.875,7.751,4.90,9980
33047,7.526,7.020,15.84,6250
33048,8.375,7.789,4.51,6200
33049,8.862,8.385,8.64,5750
33050,7.099,6.887,7.50,7600
33051,7.474,7.058,7.61,7030
33052,7.916,7.966,2.79,10500
33053,7.524,7.502,3.53,9980
33054,11.381,10.762,175.80,4930
33055,8.654,8.048,7.51,6250
33056,6.546,6.678,3.19,11100
33057,8.701,7.801,10.67,4550
33058,7.967,7.895,6.57,9980
33059,8.371,7.771,23.37,5940
33060,9.524,8.916,13.30,5900
33061,8.248,7.300,12.17,4660
33062,8.975,8.319,15.78,5560
33063,8.850,8.689,3.14,9380
33064,9.824,9.239,7.55,5750
33065,4.782,4.803,14.90,9790
33066,4.921,5.051,6.55,15200
33067,9.687,9.157,6.32,6650
33068,8.958,8.805,4.46,9000
33069,7.388,6.760,37.36,5790
33070,9.493,8.991,9.56,6650
33071,9.869,9.397,9.27,6650
33072,9.562,8.850,19.39,5310
33073,7.978,7.518,13.27,7030
33074,8.123,7.739,8.46,6800
33075,9.055,8.543,11.55,6500
33076,6.765,5.675,8.36,4390
33077,6.841,6.436,7.86,7000
33078,8.654,8.239,5.07,7000
33079,7.964,7.328,29.79,5700
33080,8.503,7.948,16.05,5940
33081,7.651,7.156,18.17,6200
33082,8.782,8.225,8.88,5750
33083,9.484,9.045,6.98,6900
33084,8.970,8.725,5.01,7500
33085,5.809,5.130,33.27,5560
33086,9.055,8.588,7.00,5750
33087,10.055,9.612,7.30,6900
33088,8.536,8.050,7.09,6370
33089,9.446,8.519,35.34,4830
33090,8.819,7.807,5.59,4660
33091,6.206,5.144,12.97,4500
33092,10.718,10.095,7.65,5370
33093,7.492,7.131,6.61,7460
33094,7.328,6.809,30.35,6200
33095,9.982,9.630,5.92,7300
33096,9.059,8.654,8.78,7000
33097,8.998,8.557,5.61,7000
33098,7.314,6.216,7.84,4500
33099,6.949,6.386,30.07,6250
33100,7.592,7.206,6.17,6900
33101,9.491,8.970,11.43,5750
33102,8.399,8.248,4.90,8610
33103,7.836,6.894,8.10,4550
33104,8.625,8.312,7.46,7350
33105,8.465,7.556,4.03,4800
33106,7.913,6.847,4.05,4310
33107,9.675,8.895,13.50,4930
33108,6.770,5.155,4.57,3600
33109,7.171,5.969,6.86,4390
33110,9.614,9.168,10.00,6650
33111,10.065,9.395,10.06,5560
33112,7.671,6.617,6.32,4660
33113,9.208,9.157,6.46,9980
33114,6.471,6.011,30.06,6500
33115,7.828,7.467,9.77,6900
33116,6.592,5.462,13.53,4500
33117,8.657,8.027,18.64,4930
33118,7.813,7.197,23.22,5790
33119,9.109,8.472,10.14,5790
33120,10.866,10.168,13.01,4930
33121,9.539,8.822,14.97,5560
33122,6.782,5.789,9.92,4660
33123,7.328,7.334,2.82,9980
33124,8.961,8.017,6.53,4550
33125,6.810,6.747,5.86,9980
33126,7.927,7.836,5.46,9380
33127,7.063,6.425,47.79,5560
33128,9.375,8.857,5.36,6650
33129,9.864,9.222,5.71,5370
33130,8.746,8.246,15.88,6500
33131,7.697,7.223,7.86,7030
33132,6.947,6.998,4.40,10500
33133,7.183,6.251,6.98,4950
33134,10.522,9.784,10.32,5500
33135,8.510,7.493,5.71,4660
33136,8.715,8.456,7.82,7750
33137,9.147,8.093,5.34,4660
33138,9.904,9.241,7.11,5650
33139,9.720,9.019,6.82,4930
33140,9.218,8.699,8.28,5370
33141,8.850,8.161,16.80,5560
33142,8.576,8.041,4.69,5750
33143,9.788,9.112,9.72,5700
33144,7.328,5.761,7.55,3600
33145,7.526,6.287,4.96,4390
33146,11.628,10.263,41.75,3700
33147,8.661,8.482,5.32,9380
33148,7.591,7.618,4.19,10500
33149,6.986,6.807,6.03,9380
33150,8.059,7.409,31.38,5370
33151,7.886,7.850,4.03,9980
33152,9.440,8.861,7.21,5900
33153,8.748,8.152,5.48,5940
33154,8.609,8.012,18.38,5790
33155,8.196,7.747,12.31,5750
33156,8.916,8.371,6.48,6200
33157,7.980,7.566,7.73,6900
33158,9.015,8.465,5.36,6500
33159,8.840,8.324,9.57,6650
33160,8.977,8.539,5.65,6900
33161,8.531,8.057,11.73,6900
33162,8.845,8.243,17.11,4930
33163,9.814,9.156,12.35,5700
33164,8.937,8.482,8.82,6370
33165,7.993,7.512,14.93,6370
33166,5.565,5.668,2.59,11100
33167,7.184,6.236,7.71,4800
33168,9.833,9.151,14.17,5650
33169,9.017,8.489,10.18,6200
33170,8.190,8.083,3.49,9380
33171,5.302,5.406,3.50,20900
33172,9.720,9.130,9.02,5940
33173,7.081,6.986,4.96,9000
33174,8.979,8.595,7.11,7300
33175,8.996,7.685,4.96,3990
33176,8.199,7.578,17.96,5790
33177,6.522,6.675,2.70,20900
33178,9.828,9.187,12.27,5700
33179,8.322,7.607,33.08,5560
33180,9.529,8.979,9.35,5750
33181,9.196,8.604,9.31,6250
33182,8.680,8.062,13.63,5940
33183,9.267,8.218,6.32,4660
33184,6.199,6.159,4.65,9000
33185,8.208,7.742,13.73,6900
33186,8.623,8.163,12.05,6800
33187,7.035,7.005,3.77,10500
33188,9.166,8.258,39.58,4550
33189,9.125,8.635,8.47,6650
33190,7.960,7.609,10.26,7000
33191,7.660,7.302,14.65,7000
33192,9.359,8.781,13.13,5750
33193,8.291,7.910,6.96,6900
33194,8.310,7.750,12.68,5370
33195,8.723,8.166,7.98,6750
33196,5.818,5.585,23.32,7500
33197,8.281,7.663,15.02,5900
33198,10.951,10.321,10.56,5790
33199,7.645,6.949,44.72,5650
33200,8.555,8.126,7.69,6900
33201,9.876,9.227,14.13,5370
33202,9.123,8.659,11.80,6370
33203,8.175,7.202,6.07,4660
33204,4.738,4.422,15.52,8000
33205,9.588,9.138,14.10,5750
33206,6.901,6.960,3.20,10500
33207,11.180,10.291,99.90,4550
33208,9.086,8.529,6.44,6200
33209,8.765,8.293,10.03,6900
33210,9.267,8.656,17.56,5700
33211,8.326,7.945,9.56,7300
33212,8.531,7.978,7.01,6500
33213,6.802,6.685,10.06,9980
33214,12.843,11.453,46.11,3620
33215,10.755,10.189,9.17,5900
33216,10.885,10.227,8.61,5190
33217,8.817,8.480,7.59,7350
33218,9.805,9.206,4.69,5750
33219,7.657,7.650,3.08,9980
33220,7.295,6.994,5.03,7460
33221,8.232,8.036,6.73,8600
33222,8.567,7.434,4.42,4500
33223,7.310,7.164,8.93,9380
33224,4.806,4.506,41.15,7600
33225,8.854,8.194,17.10,5560
33226,8.210,7.043,5.13,4500
33227,7.998,7.656,5.38,7300
33228,8.784,8.364,8.52,7000
33229,9.850,9.333,6.03,6650
33230,7.467,6.493,7.53,4800
33231,7.532,7.230,11.18,7600
33232,9.482,8.871,12.78,5500
33233,8.288,8.315,4.69,10500
33234,8.755,8.204,11.71,6200
33235,7.618,7.577,5.96,9980
33236,9.149,8.689,9.89,6900
33237,7.250,6.973,7.46,8610
33238,8.873,8.062,5.59,5400
33239,10.298,9.831,7.90,6650
33240,8.208,7.553,16.60,5700
33241,3.608,3.415,23.53,8180
33242,8.376,7.606,24.38,4550
33243,10.013,9.503,5.92,6650
33244,10.003,9.282,13.75,5310
33245,10.244,8.756,100.62,3700
33246,7.456,6.820,7.71,5940
33247,7.432,6.493,7.01,4800
33248,9.534,8.173,5.88,4150
33249,7.322,6.955,17.19,6900
33250,8.821,8.208,8.14,6250
33251,8.536,8.095,5.15,6500
33252,6.708,6.689,5.44,9500
33253,9.003,8.656,5.40,7300
33254,8.387,7.367,5.17,4660
33255,7.130,6.783,16.18,7300
33256,8.899,8.803,6.46,9500
33257,8.947,8.352,9.17,6250
33258,7.714,7.604,4.36,8600
33259,8.029,7.929,3.08,10500
33260,9.505,8.887,15.46,5790
33261,9.213,8.623,8.11,6250
33262,5.275,4.222,15.92,4660
33263,9.012,8.539,6.92,6900
33264,10.619,9.855,15.73,4930
33265,7.757,7.204,2.47,6370
33266,8.609,8.657,3.32,9980
33267,7.732,7.695,3.93,9980
33268,8.836,8.388,7.44,6900
33269,9.364,8.843,8.01,5370
33270,9.295,8.626,15.06,4930
33271,10.234,9.522,13.57,5700
33272,7.048,6.973,6.00,9980
33273,8.678,8.288,8.02,7300
33274,8.689,8.309,9.68,6370
33275,10.347,9.720,9.52,5790
33276,8.286,8.232,3.45,9980
33277,4.585,4.139,68.08,6650
33278,5.981,5.905,11.93,9500
33279,3.519,2.479,45.08,4660
33280,9.638,8.967,11.14,5900
33281,12.020,10.708,32.47,4000
33282,5.400,5.473,10.06,10500
33283,11.477,10.493,16.92,4250
33284,7.960,7.563,8.10,6370
33285,7.741,6.546,4.40,4830
33286,7.414,7.000,17.81,7000
33287,8.729,8.225,7.23,6370
33288,8.298,7.846,7.36,6650
33289,8.279,7.653,28.29,5560
33290,8.680,8.180,12.81,6250
33291,7.940,7.927,4.05,9980
33292,8.897,8.397,10.56,6650
33293,8.001,7.616,5.28,7300
33294,7.600,7.381,5.19,9380
33295,8.220,7.869,10.35,7000
33296,9.692,8.741,7.75,4800
33297,6.993,7.026,3.60,10500
33298,8.965,8.409,5.63,5750
33299,10.192,9.503,14.86,5300
33300,7.868,7.817,5.42,9500
33301,8.104,7.777,6.98,7460
33302,7.469,7.407,4.69,9980
33303,10.826,9.885,14.73,4700
33304,6.261,4.932,7.94,4250
33305,8.331,7.991,6.30,7460
33306,8.600,8.071,5.44,6500
33307,9.354,8.772,11.38,5940
33308,7.668,7.343,11.05,7000
33309,9.055,8.284,25.36,5310
33310,8.390,7.888,14.06,6200
33311,8.703,8.140,13.96,6250
33312,8.604,8.142,7.94,6500
33313,8.362,7.938,12.96,7030
33314,8.428,7.736,8.60,4930
33315,8.149,8.126,3.15,10500
33316,6.511,5.357,8.09,4500
33317,10.736,9.897,8.97,5250
33318,9.008,8.493,5.21,6650
33319,8.663,7.598,5.57,4660
33320,8.038,7.445,25.56,5750
33321,8.097,7.590,18.64,5940
33322,7.761,7.282,12.43,6370
33323,8.265,8.085,4.94,9380
33324,9.208,8.664,8.96,5750
33325,3.789,3.765,14.13,9500
33326,6.373,6.377,7.21,9790
33327,7.122,5.598,6.21,4050
33328,8.914,8.546,4.84,7000
33329,7.298,7.030,10.10,8610
33330,8.612,7.578,5.32,4500
33331,7.191,6.281,23.80,5150
33332,10.592,9.885,10.94,5300
33333,9.180,8.654,6.30,6500
33334,9.861,8.989,4.96,5310
33335,8.635,7.230,4.51,4250
33336,7.992,6.936,4.63,4660
33337,9.060,8.456,18.29,5700
33338,8.057,7.907,5.63,9380
33339,7.461,6.989,5.57,6000
33340,8.322,7.844,15.32,6650
33341,7.236,6.801,11.59,6900
33342,8.409,7.975,7.42,6900
33343,8.685,8.015,26.54,5900
33344,10.022,9.494,5.73,6370
33345,8.222,7.966,5.17,7600
33346,8.586,7.985,27.79,5750
33347,7.840,7.310,20.42,6200
33348,9.050,8.569,6.67,6900
33349,7.363,6.968,12.65,7460
33350,7.550,7.651,4.01,12000
33351,5.474,5.102,24.64,7150
33352,7.993,7.785,6.98,8180
33353,8.194,7.617,14.36,5750
33354,10.588,9.868,11.05,5500
33355,10.149,9.463,14.06,4930
33356,6.268,6.363,4.11,11400
33357,8.925,8.633,7.69,7460
33358,7.968,7.855,5.09,9600
33359,7.294,6.991,12.90,6500
33360,8.395,7.897,14.23,5750
33361,7.214,7.217,3.19,9790
33362,8.526,8.121,6.17,7300
33363,8.229,7.857,10.23,7460
33364,7.617,7.656,3.81,10500
33365,8.699,7.788,12.47,4550
33366,10.329,9.550,6.21,5500
33367,8.307,7.723,5.86,5370
33368,8.501,7.997,10.01,6200
33369,10.217,9.244,24.40,4700
33370,8.621,8.206,8.23,6900
33371,7.067,7.084,5.01,9980
33372,8.732,8.128,16.50,5700
33373,9.204,8.258,42.13,4310
33374,8.861,8.407,8.22,5750
33375,10.510,9.906,136.80,5370
33376,6.828,6.864,4.96,10500
33377,9.774,9.272,10.38,5750
33378,9.703,9.291,5.92,7000
33379,11.246,10.631,12.82,4930
33380,9.321,8.347,3.32,4550
33381,8.866,8.298,7.03,6250
33382,6.456,4.889,8.17,4050
33383,8.727,8.241,9.39,6650
33384,8.970,8.201,28.86,4930
33385,9.048,8.427,15.77,5790
33386,8.906,8.850,4.19,9500
33387,7.034,6.646,15.47,7030
33388,8.982,7.900,5.03,4660
33389,6.449,6.000,33.68,6650
33390,7.571,7.102,19.53,6200
33391,8.937,7.905,4.13,4660
33392,11.550,10.520,20.98,4100
33393,9.743,9.135,10.42,5790
33394,8.371,7.412,4.17,4310
33395,8.274,7.657,19.38,5940
33396,8.998,7.960,5.30,4660
33397,8.480,7.915,11.93,6500
33398,9.571,9.232,5.92,7300
33399,6.271,6.328,3.44,17500
33400,5.896,4.888,8.34,4800
33401,9.199,8.524,16.87,4930
33402,9.883,9.199,7.80,5700
33403,8.276,7.224,4.40,4310
33404,8.901,8.407,7.38,6200
33405,9.413,8.946,8.48,6900
33406,7.041,7.105,3.07,11100
33407,9.906,9.319,7.09,5940
33408,9.947,9.300,13.90,5790
33409,7.344,6.842,18.64,6500
33410,8.972,8.373,11.50,5790
33411,10.958,9.722,44.58,3990
33412,8.293,7.767,4.13,6370
33413,8.498,8.133,9.18,6370
33414,6.663,6.611,9.93,9500
33415,7.794,7.598,8.75,9380
33416,7.216,7.309,3.39,11100
33417,6.938,5.867,12.81,4500
33418,8.598,8.038,7.28,6500
33419,9.755,8.944,24.17,5250
33420,7.945,6.415,4.63,4050
33421,9.581,9.086,8.03,6650
33422,8.017,7.954,4.40,9980
33423,7.597,7.139,14.02,6650
33424,8.468,6.966,4.90,4250
33425,10.824,9.803,25.11,4250
33426,9.970,9.317,5.00,4930
33427,10.715,9.821,20.61,4250
33428,8.703,8.196,13.27,6650
33429,8.222,7.659,9.22,6500
33430,8.352,8.012,6.21,6900
33431,8.812,8.300,8.09,5750
33432,7.941,7.598,5.42,7300
33433,8.800,8.338,7.90,6900
33434,8.505,8.020,4.76,6000
33435,6.175,5.048,5.48,4500
33436,8.467,7.355,6.86,4500
33437,8.758,8.095,6.71,5370
33438,7.250,6.738,8.23,6500
33439,7.104,6.829,10.06,9600
33440,8.717,8.055,14.21,5700
33441,7.627,7.131,16.12,6500
33442,10.727,9.718,26.10,4310
33443,8.626,8.052,11.96,5750
33444,8.460,8.291,6.28,9380
33445,9.274,8.828,9.48,5750
33446,5.738,4.110,4.92,4150
33447,7.422,7.250,8.51,9000
33448,9.519,8.998,9.97,5750
33449,7.440,7.510,3.60,14000
33450,6.103,6.056,4.94,9500
33451,8.147,7.085,5.07,4660
33452,8.406,8.015,9.06,7460
33453,5.401,4.565,15.10,4800
33454,5.469,5.547,4.44,10500
33455,9.057,8.616,8.11,6900
33456,9.291,8.670,13.56,5790
33457,7.478,7.381,3.50,9380
33458,8.743,8.722,5.17,9790
33459,11.734,10.586,23.27,4100
33460,8.956,8.470,8.82,6900
33461,7.263,7.269,5.69,10500
33462,6.848,6.762,6.15,9380
33463,9.359,8.715,15.80,4930
33464,8.866,8.168,6.98,5700
33465,9.041,8.489,14.72,6250
33466,8.288,7.370,4.53,4900
33467,7.532,6.547,6.94,4800
33468,8.326,6.842,5.30,4150
33469,7.914,7.860,5.57,9980
33470,8.130,7.867,6.82,8180
33471,8.149,7.671,15.55,6500
33472,9.847,9.324,7.73,6200
33473,9.017,8.026,3.67,4310
33474,11.100,10.142,9.39,4310
33475,8.824,8.265,6.38,6200
33476,8.819,8.281,7.36,6500
33477,9.071,8.604,9.94,7000
33478,8.343,7.301,6.80,4660
33479,9.406,8.390,4.46,4660
33480,8.100,7.152,6.88,4800
33481,6.551,5.459,4.28,4660
33482,9.142,8.656,6.17,6650
33483,8.939,8.345,8.23,5940
33484,9.829,9.253,9.78,5940
33485,7.451,6.346,6.03,4500
33486,7.618,7.367,10.63,8180
33487,9.256,8.746,13.89,6500
33488,6.655,6.664,7.23,9500
33489,9.501,8.413,5.44,4660
33490,7.847,6.821,4.88,4660
33491,8.951,8.008,5.13,4950
33492,10.166,9.706,8.96,5750
33493,7.581,7.301,6.59,7460
33494,8.526,7.775,17.37,5560
33495,9.795,8.932,9.50,5150
33496,10.159,9.437,15.65,5650
33497,10.154,9.342,11.73,5310
33498,7.040,5.471,5.19,4050
33499,9.480,8.980,9.40,6370
33500,8.312,7.728,8.19,6250
33501,6.807,6.434,13.63,7150
33502,7.058,6.784,10.10,8180
33503,8.027,7.453,15.17,5940
33504,8.163,7.205,4.00,4550
33505,9.913,9.338,5.96,5370
33506,10.493,9.720,13.76,5310
33507,10.689,10.026,8.92,5500
33508,8.380,7.236,4.26,4500
33509,6.617,6.697,4.53,11400
33510,8.838,7.857,3.76,4550
33511,8.196,7.939,5.36,7030
33512,9.104,8.914,6.42,9380
33513,6.548,5.004,4.61,4150
33514,10.019,9.491,5.17,5750
33515,10.569,9.809,14.93,5310
33516,6.751,6.655,8.31,9000
33517,6.956,6.647,11.35,7300
33518,6.892,5.774,8.15,4660
33519,9.123,8.045,5.19,4660
33520,9.399,8.423,5.53,4660
33521,9.956,9.387,11.92,5940
33522,8.446,8.489,4.34,10500
33523,9.371,8.763,8.84,5370
33524,8.253,7.749,15.53,6650
33525,8.734,8.234,7.30,6800
33526,9.819,9.281,11.21,5750
33527,8.118,7.868,8.09,7000
33528,8.652,8.246,3.11,7030
33529,9.493,8.899,5.57,6200
33530,7.907,7.841,4.01,9980
33531,8.413,7.804,18.90,5700
33532,9.494,8.876,10.02,5900
33533,6.835,6.532,12.55,7350
33534,7.091,6.699,7.82,6900
33535,9.937,9.159,8.64,4700
33536,8.208,7.731,14.09,6650
33537,10.861,10.274,14.22,4930
33538,7.905,7.455,16.73,7030
33539,8.821,7.864,3.51,4550
33540,8.657,8.277,4.23,7030
33541,8.210,6.701,4.90,4150
33542,9.864,9.116,27.20,4550
33543,9.631,9.196,5.15,7030
33544,10.289,9.800,6.71,5940
33545,6.309,5.189,7.03,4660
33546,5.677,5.532,16.30,8400
33547,8.888,8.486,3.95,6300
33548,8.157,7.705,4.53,6370
33549,8.053,7.209,15.39,5310
33550,7.997,7.918,5.36,9790
33551,9.027,8.479,7.30,5750
33552,8.657,8.340,7.59,7350
33553,6.787,6.827,5.46,10500
33554,9.121,8.623,5.57,5750
33555,8.651,8.230,10.47,7030
33556,8.642,7.668,3.80,4660
33557,8.454,7.313,6.63,4500
33558,6.763,6.867,5.07,11100
33559,6.493,6.602,3.38,15200
33560,6.056,6.217,4.09,19000
33561,6.491,6.565,4.51,11400
33562,9.232,8.805,3.54,7460
33563,7.824,7.817,5.65,9980
33564,6.179,5.828,18.60,7000
33565,6.967,5.910,2.59,4800
33566,8.663,8.069,18.95,5790
33567,8.869,8.392,9.27,6650
33568,9.182,8.621,6.57,5750
33569,8.984,7.980,5.23,4660
33570,10.177,9.522,6.19,5700
33571,10.392,9.916,7.44,6650
33572,8.475,8.112,8.05,7300
33573,8.435,8.237,5.78,8600
33574,6.227,5.695,47.41,6200
33575,7.882,6.877,11.51,4660
33576,8.159,7.197,11.52,4660
33577,8.605,8.229,9.65,6370
33578,7.899,7.355,9.81,6650
33579,7.705,7.659,7.01,9500
33580,7.311,7.140,7.53,9380
33581,8.727,7.704,4.73,4660
33582,7.274,6.052,10.13,4390
33583,7.929,7.927,4.09,9980
33584,8.583,8.251,6.01,7350
33585,8.137,7.627,8.28,6900
33586,10.968,10.024,16.02,4830
33587,8.583,7.701,10.34,5150
33588,9.057,8.428,19.53,5700
33589,8.774,8.300,7.46,6650
33590,7.485,7.342,4.09,9380
33591,7.375,7.467,3.29,10500
33592,7.525,6.934,30.12,5940
33593,8.640,8.001,13.48,4930
33594,8.765,8.239,9.28,6650
33595,9.050,8.840,6.46,8180
33596,10.369,9.685,7.40,5560
33597,9.151,8.689,7.94,6800
33598,7.201,7.019,9.31,8400
33599,10.057,9.376,11.77,5700
33600,7.622,7.249,6.28,6500
33601,10.104,9.706,6.92,7000
33602,9.081,7.721,2.89,3990
33603,10.192,9.649,6.80,6200
33604,9.376,8.723,13.60,5560
33605,9.600,8.979,10.47,5900
33606,7.900,6.942,4.03,4550
33607,10.345,9.605,11.43,5500
33608,9.402,8.432,5.63,4660
33609,8.418,7.412,4.34,4660
33610,8.484,8.034,8.18,6370
33611,9.265,8.899,7.05,7460
33612,9.220,8.590,12.31,5650
33613,9.439,8.845,4.36,5370
33614,8.815,8.276,18.82,6650
33615,6.788,6.835,6.07,9790
33616,9.668,9.192,8.31,6900
33617,7.400,7.491,2.92,15200
33618,8.336,8.151,6.40,8610
33619,7.566,6.532,6.05,4700
33620,6.762,5.289,7.84,4150
33621,8.588,8.199,8.90,7030
33622,9.300,8.352,6.86,5150
33623,7.928,7.453,10.65,6500
33624,6.442,5.510,13.81,4950
33625,9.654,9.107,5.71,5750
33626,8.640,8.248,4.07,7460
33627,8.366,7.977,10.97,7460
33628,10.145,9.621,6.42,6500
33629,7.132,7.172,4.40,10500
33630,8.510,8.098,7.90,6370
33631,7.960,7.570,5.42,7000
33632,8.229,7.948,5.17,8610
33633,7.244,7.037,7.69,8180
33634,9.407,9.067,6.92,7300
33635,8.970,8.553,4.94,6900
33636,8.722,8.276,8.76,5750
33637,9.199,8.250,5.23,5310
33638,10.932,10.418,12.68,5370
33639,9.130,8.574,14.53,5790
33640,8.640,8.168,13.81,6370
33641,9.472,8.512,30.17,4830
33642,11.812,10.538,22.64,3700
33643,10.250,9.548,13.60,5500
33644,9.625,9.024,10.05,6250
33645,8.300,8.125,4.53,9380
33646,8.772,8.180,12.97,5790
33647,6.394,6.467,4.21,10500
33648,6.995,5.532,5.78,4150
33649,8.425,7.986,10.73,6800
33650,8.772,8.309,11.81,5750
33651,8.196,7.339,15.52,5150
33652,9.069,8.217,13.96,5150
33653,9.305,8.612,21.03,5560
33654,10.133,9.440,10.07,5700
33655,10.083,9.454,8.02,5370
33656,9.050,8.064,3.97,4550
33657,9.149,8.324,23.45,5150
33658,9.876,9.178,16.45,5500
