l,t3000,t3100,t3200,t3300,t3400,t3500,t3600,t3700,t3800,t3900,t4000,t4100,t4200,t4300,t4400,t4500,t4600,t4700,t4800,t4900,t5000,t5100,t5200,t5300,t5400,t5500,t5600,t5700,t5800,t5900,t6000,t6100,t6200,t6300,t6400,t6500,t6600,t6700,t6800,t6900,t7000,t7100,t7200,t7300,t7400,t7500,t7600,t7700,t7800,t7900,t8000,t8100,t8200,t8300,t8400,t8500,t8600,t8700,t8800,t8900,t9000,t9100,t9200,t9300,t9400,t9500,t9600,t9700,t9800,t9900,t10000,t10100,t10200,t10300,t10400,t10500,t10600,t10700,t10800,t10900,t11000,t11100,t11200,t11300,t11400,t11500,t11600,t11700,t11800,t11900,t12000,t12100,t12200,t12300,t12400,t12500,t12600,t12700,t12800,t12900,t13000,t13100,t13200,t13300,t13400,t13500,t13600,t13700,t13800,t13900,t14000,t14100,t14200,t14300,t14400,t14500,t14600,t14700,t14800,t14900,t15000,t15100,t15200,t15300,t15400,t15500,t15600,t15700,t15800,t15900,t16000,t16100,t16200,t16300,t16400,t16500,t16600,t16700,t16800,t16900,t17000,t17100,t17200,t17300,t17400,t17500,t17600,t17700,t17800,t17900,t18000,t18100,t18200,t18300,t18400,t18500,t18600,t18700,t18800,t18900,t19000,t19100,t19200,t19300,t19400,t19500,t19600,t19700,t19800,t19900,t20000,t20100,t20200,t20300,t20400,t20500,t20600,t20700,t20800,t20900,t21000,t21100,t21200,t21300,t21400,t21500,t21600,t21700,t21800,t21900,t22000,t22100,t22200,t22300,t22400,t22500,t22600,t22700,t22800,t22900,t23000,t23100,t23200,t23300,t23400,t23500,t23600,t23700,t23800,t23900,t24000,t24100,t24200,t24300,t24400,t24500,t24600,t24700,t24800,t24900,t25000,t25100,t25200,t25300,t25400,t25500,t25600,t25700,t25800,t25900,t26000,t26100,t26200,t26300,t26400,t26500,t26600,t26700,t26800,t26900,t27000,t27100,t27200,t27300,t27400,t27500,t27600,t27700,t27800,t27900,t28000,t28100,t28200,t28300,t28400,t28500,t28600,t28700,t28800,t28900,t29000,t29100,t29200,t29300,t29400,t29500,t29600,t29700,t29800,t29900,t30000,tl
2.e+01,7.619e-82,1.749e-78,2.475e-75,2.256e-72,1.378e-69,5.830e-67,1.763e-64,3.916e-62,6.545e-60,8.413e-58,8.483e-56,6.83e-54,4.462e-52,2.4e-50,1.077e-48,4.081e-47,1.320e-45,3.685e-44,8.951e-43,1.909e-41,3.602e-40,6.057e-39,9.138e-38,1.244e-36,1.538e-35,1.736e-34,1.796e-33,1.712e-32,1.51e-31,1.237e-30,9.445e-30,6.748e-29,4.525e-28,2.856e-27,1.702e-26,9.602e-26,5.14e-25,2.617e-24,1.270e-23,5.888e-23,2.613e-22,1.112e-21,4.544e-21,1.787e-20,6.772e-20,2.477e-19,8.754e-19,2.994e-18,9.925e-18,3.191e-17,9.966e-17,3.026e-16,8.942e-16,2.575e-15,7.228e-15,1.980e-14,5.301e-14,1.387e-13,3.551e-13,8.901e-13,2.186e-12,5.264e-12,1.243e-11,2.884e-11,6.568e-11,1.471e-10,3.237e-10,7.012e-10,1.495e-09,3.139e-09,6.494e-09,1.324e-08,2.663e-08,5.283e-08,1.034e-07,1.999e-07,3.817e-07,7.2e-07,1.342e-06,2.473e-06,4.508e-06,8.128e-06,1.450e-05,2.561e-05,4.477e-05,7.752e-05,1.33e-04,2.259e-04,3.805e-04,6.353e-04,1.052e-03,1.726e-03,2.811e-03,4.541e-03,7.279e-03,1.158e-02,1.829e-02,2.868e-02,4.465e-02,6.904e-02,1.060e-01,1.618e-01,2.453e-01,3.696e-01,5.535e-01,8.240e-01,1.219e+00,1.794e+00,2.626e+00,3.821e+00,5.531e+00,7.964e+00,1.141e+01,1.626e+01,2.307e+01,3.256e+01,4.574e+01,6.397e+01,8.904e+01,1.234e+02,1.703e+02,2.34e+02,3.202e+02,4.363e+02,5.921e+02,8.005e+02,1.078e+03,1.446e+03,1.933e+03,2.574e+03,3.416e+03,4.517e+03,5.953e+03,7.817e+03,1.023e+04,1.335e+04,1.736e+04,2.251e+04,2.909e+04,3.748e+04,4.816e+04,6.168e+04,7.878e+04,1.003e+05,1.274e+05,1.614e+05,2.039e+05,2.569e+05,3.228e+05,4.046e+05,5.059e+05,6.31e+05,7.851e+05,9.744e+05,1.207e+06,1.491e+06,1.837e+06,2.26e+06,2.773e+06,3.396e+06,4.15e+06,5.06e+06,6.157e+06,7.477e+06,9.061e+06,1.096e+07,1.323e+07,1.594e+07,1.917e+07,2.301e+07,2.758e+07,3.298e+07,3.938e+07,4.693e+07,5.584e+07,6.633e+07,7.865e+07,9.311e+07,1.101e+08,1.299e+08,1.530e+08,1.8e+08,2.114e+08,2.479e+08,2.903e+08,3.395e+08,3.964e+08,4.622e+08,5.382e+08,6.257e+08,7.265e+08,8.424e+08,9.755e+08,1.128e+09,1.303e+09,1.503e+09,1.732e+09,1.992e+09,2.29e+09,2.628e+09,3.013e+09,3.45e+09,3.946e+09,4.507e+09,5.144e+09,5.863e+09,6.675e+09,7.592e+09,8.625e+09,9.788e+09,1.11e+10,1.257e+10,1.422e+10,1.607e+10,1.814e+10,2.046e+10,2.306e+10,2.596e+10,2.919e+10,3.280e+10,3.682e+10,4.13e+10,4.628e+10,5.181e+10,5.794e+10,6.475e+10,7.230e+10,8.066e+10,8.991e+10,1.001e+11,1.114e+11,1.239e+11,1.376e+11,1.528e+11,1.695e+11,1.878e+11,2.080e+11,2.302e+11,2.546e+11,2.813e+11,3.106e+11,3.427e+11,3.779e+11,4.163e+11,4.584e+11,5.043e+11,5.545e+11,6.092e+11,6.689e+11,7.339e+11,8.048e+11,8.818e+11,9.657e+11,1.057e+12,1.156e+12,1.263e+12,1.38e+12,1.506e+12,1.643e+12,1.792e+12,1.953e+12,2.126e+12,2.314e+12,2.517e+12,2.737e+12,2.974e+12,3.229e+12,3.504e+12,3.801e+12,4.121e+12,4.465e+12,8.241e+20
2.336e+01,3.344e-67,2.523e-64,1.258e-61,4.305e-59,1.045e-56,1.854e-54,2.467e-52,2.519e-50,2.017e-48,1.29e-46,6.7e-45,2.870e-43,1.028e-41,3.118e-40,8.098e-39,1.82e-37,3.572e-36,6.176e-35,9.483e-34,1.303e-32,1.611e-31,1.806e-30,1.844e-29,1.725e-28,1.486e-27,1.183e-26,8.748e-26,6.03e-25,3.889e-24,2.354e-23,1.342e-22,7.229e-22,3.687e-21,1.786e-20,8.234e-20,3.622e-19,1.523e-18,6.137e-18,2.373e-17,8.825e-17,3.161e-16,1.092e-15,3.646e-15,1.178e-14,3.685e-14,1.118e-13,3.297e-13,9.45e-13,2.636e-12,7.167e-12,1.900e-11,4.918e-11,1.244e-10,3.075e-10,7.443e-10,1.764e-09,4.099e-09,9.340e-09,2.089e-08,4.588e-08,9.902e-08,2.101e-07,4.387e-07,9.015e-07,1.824e-06,3.637e-06,7.149e-06,1.386e-05,2.649e-05,5.000e-05,9.318e-05,1.715e-04,3.119e-04,5.608e-04,9.968e-04,1.753e-03,3.049e-03,5.249e-03,8.947e-03,1.510e-02,2.525e-02,4.182e-02,6.866e-02,1.117e-01,1.803e-01,2.884e-01,4.578e-01,7.208e-01,1.126e+00,1.747e+00,2.689e+00,4.111e+00,6.241e+00,9.410e+00,1.41e+01,2.098e+01,3.102e+01,4.559e+01,6.661e+01,9.674e+01,1.397e+02,2.006e+02,2.865e+02,4.069e+02,5.750e+02,8.084e+02,1.131e+03,1.574e+03,2.181e+03,3.007e+03,4.127e+03,5.639e+03,7.671e+03,1.039e+04,1.402e+04,1.883e+04,2.519e+04,3.357e+04,4.456e+04,5.892e+04,7.763e+04,1.019e+05,1.333e+05,1.737e+05,2.257e+05,2.921e+05,3.769e+05,4.847e+05,6.214e+05,7.942e+05,1.012e+06,1.285e+06,1.628e+06,2.056e+06,2.589e+06,3.251e+06,4.071e+06,5.084e+06,6.333e+06,7.868e+06,9.750e+06,1.205e+07,1.486e+07,1.828e+07,2.243e+07,2.747e+07,3.355e+07,4.089e+07,4.972e+07,6.033e+07,7.305e+07,8.826e+07,1.064e+08,1.280e+08,1.537e+08,1.843e+08,2.204e+08,2.631e+08,3.135e+08,3.729e+08,4.427e+08,5.246e+08,6.206e+08,7.329e+08,8.640e+08,1.017e+09,1.195e+09,1.402e+09,1.641e+09,1.919e+09,2.241e+09,2.612e+09,3.04e+09,3.533e+09,4.1e+09,4.751e+09,5.497e+09,6.352e+09,7.329e+09,8.445e+09,9.718e+09,1.117e+10,1.282e+10,1.469e+10,1.682e+10,1.923e+10,2.196e+10,2.504e+10,2.853e+10,3.246e+10,3.688e+10,4.187e+10,4.747e+10,5.376e+10,6.082e+10,6.873e+10,7.759e+10,8.749e+10,9.855e+10,1.109e+11,1.247e+11,1.4e+11,1.571e+11,1.760e+11,1.971e+11,2.205e+11,2.464e+11,2.751e+11,3.068e+11,3.419e+11,3.807e+11,4.235e+11,4.707e+11,5.227e+11,5.799e+11,6.429e+11,7.121e+11,7.881e+11,8.715e+11,9.63e+11,1.063e+12,1.173e+12,1.293e+12,1.424e+12,1.567e+12,1.724e+12,1.895e+12,2.081e+12,2.283e+12,2.504e+12,2.744e+12,3.004e+12,3.288e+12,3.595e+12,3.929e+12,4.291e+12,4.683e+12,5.107e+12,5.567e+12,6.063e+12,6.600e+12,7.180e+12,7.806e+12,8.482e+12,9.21e+12,9.995e+12,1.084e+13,1.175e+13,1.273e+13,1.378e+13,1.491e+13,1.613e+13,1.743e+13,1.883e+13,2.033e+13,2.194e+13,2.366e+13,2.551e+13,2.748e+13,2.959e+13,3.185e+13,3.426e+13,3.684e+13,3.959e+13,4.253e+13,4.566e+13,4.9e+13,5.256e+13,5.635e+13,6.038e+13,6.468e+13,3.792e+20
2.7e+01,1.698e-55,5.246e-53,1.133e-50,1.766e-48,2.045e-46,1.806e-44,1.243e-42,6.807e-41,3.019e-39,1.103e-37,3.363e-36,8.684e-35,1.921e-33,3.678e-32,6.159e-31,9.1e-30,1.196e-28,1.408e-27,1.497e-26,1.444e-25,1.273e-24,1.030e-23,7.693e-23,5.325e-22,3.431e-21,2.066e-20,1.166e-19,6.199e-19,3.11e-18,1.477e-17,6.661e-17,2.859e-16,1.171e-15,4.585e-15,1.721e-14,6.199e-14,2.148e-13,7.174e-13,2.312e-12,7.203e-12,2.172e-11,6.351e-11,1.802e-10,4.971e-10,1.334e-09,3.486e-09,8.883e-09,2.209e-08,5.368e-08,1.275e-07,2.965e-07,6.750e-07,1.506e-06,3.298e-06,7.085e-06,1.495e-05,3.100e-05,6.323e-05,1.269e-04,2.506e-04,4.877e-04,9.351e-04,1.768e-03,3.297e-03,6.067e-03,1.102e-02,1.978e-02,3.506e-02,6.144e-02,1.064e-01,1.824e-01,3.092e-01,5.189e-01,8.619e-01,1.418e+00,2.310e+00,3.730e+00,5.969e+00,9.469e+00,1.489e+01,2.323e+01,3.596e+01,5.521e+01,8.414e+01,1.273e+02,1.912e+02,2.851e+02,4.223e+02,6.213e+02,9.083e+02,1.319e+03,1.905e+03,2.734e+03,3.9e+03,5.532e+03,7.803e+03,1.095e+04,1.528e+04,2.120e+04,2.929e+04,4.025e+04,5.505e+04,7.493e+04,1.015e+05,1.369e+05,1.839e+05,2.458e+05,3.272e+05,4.339e+05,5.729e+05,7.535e+05,9.871e+05,1.288e+06,1.675e+06,2.170e+06,2.802e+06,3.604e+06,4.621e+06,5.904e+06,7.519e+06,9.544e+06,1.208e+07,1.524e+07,1.916e+07,2.403e+07,3.004e+07,3.745e+07,4.656e+07,5.773e+07,7.138e+07,8.802e+07,1.083e+08,1.328e+08,1.625e+08,1.984e+08,2.416e+08,2.936e+08,3.558e+08,4.303e+08,5.192e+08,6.250e+08,7.509e+08,9.001e+08,1.077e+09,1.285e+09,1.531e+09,1.821e+09,2.161e+09,2.559e+09,3.025e+09,3.57e+09,4.205e+09,4.943e+09,5.802e+09,6.797e+09,7.95e+09,9.282e+09,1.082e+10,1.259e+10,1.463e+10,1.697e+10,1.966e+10,2.273e+10,2.625e+10,3.027e+10,3.485e+10,4.007e+10,4.600e+10,5.274e+10,6.038e+10,6.904e+10,7.883e+10,8.99e+10,1.024e+11,1.164e+11,1.323e+11,1.501e+11,1.701e+11,1.925e+11,2.176e+11,2.457e+11,2.771e+11,3.122e+11,3.514e+11,3.95e+11,4.435e+11,4.974e+11,5.574e+11,6.239e+11,6.976e+11,7.792e+11,8.695e+11,9.694e+11,1.08e+12,1.201e+12,1.335e+12,1.483e+12,1.645e+12,1.824e+12,2.02e+12,2.235e+12,2.471e+12,2.729e+12,3.012e+12,3.322e+12,3.660e+12,4.03e+12,4.433e+12,4.872e+12,5.351e+12,5.872e+12,6.439e+12,7.055e+12,7.725e+12,8.452e+12,9.240e+12,1.01e+13,1.102e+13,1.202e+13,1.311e+13,1.428e+13,1.555e+13,1.691e+13,1.839e+13,1.998e+13,2.169e+13,2.354e+13,2.553e+13,2.766e+13,2.996e+13,3.243e+13,3.508e+13,3.793e+13,4.098e+13,4.425e+13,4.775e+13,5.151e+13,5.552e+13,5.982e+13,6.441e+13,6.932e+13,7.456e+13,8.015e+13,8.611e+13,9.248e+13,9.926e+13,1.065e+14,1.142e+14,1.224e+14,1.311e+14,1.403e+14,1.502e+14,1.606e+14,1.717e+14,1.835e+14,1.96e+14,2.092e+14,2.233e+14,2.382e+14,2.539e+14,2.706e+14,2.882e+14,3.069e+14,3.266e+14,3.475e+14,3.695e+14,3.928e+14,4.173e+14,4.433e+14,4.706e+14,4.994e+14,1.839e+20
3.094e+01,5.811e-46,8.651e-44,9.421e-42,7.720e-40,4.882e-38,2.436e-36,9.782e-35,3.217e-33,8.804e-32,2.033e-30,4.014e-29,6.85e-28,1.021e-26,1.343e-25,1.571e-24,1.647e-23,1.559e-22,1.341e-21,1.055e-20,7.626e-20,5.095e-19,3.159e-18,1.826e-17,9.879e-17,5.021e-16,2.405e-15,1.089e-14,4.680e-14,1.912e-13,7.447e-13,2.772e-12,9.884e-12,3.382e-11,1.113e-10,3.53e-10,1.080e-09,3.195e-09,9.151e-09,2.541e-08,6.85e-08,1.795e-07,4.577e-07,1.137e-06,2.757e-06,6.523e-06,1.508e-05,3.412e-05,7.557e-05,1.64e-04,3.489e-04,7.285e-04,1.494e-03,3.01e-03,5.963e-03,1.162e-02,2.23e-02,4.214e-02,7.848e-02,1.441e-01,2.611e-01,4.667e-01,8.236e-01,1.436e+00,2.473e+00,4.211e+00,7.091e+00,1.181e+01,1.947e+01,3.176e+01,5.130e+01,8.208e+01,1.301e+02,2.044e+02,3.183e+02,4.914e+02,7.525e+02,1.143e+03,1.723e+03,2.577e+03,3.826e+03,5.64e+03,8.256e+03,1.200e+04,1.734e+04,2.488e+04,3.548e+04,5.028e+04,7.085e+04,9.924e+04,1.382e+05,1.915e+05,2.638e+05,3.615e+05,4.93e+05,6.688e+05,9.03e+05,1.213e+06,1.623e+06,2.161e+06,2.864e+06,3.779e+06,4.967e+06,6.500e+06,8.473e+06,1.100e+07,1.423e+07,1.833e+07,2.353e+07,3.01e+07,3.836e+07,4.872e+07,6.167e+07,7.780e+07,9.784e+07,1.226e+08,1.533e+08,1.909e+08,2.372e+08,2.937e+08,3.627e+08,4.466e+08,5.485e+08,6.718e+08,8.205e+08,9.997e+08,1.215e+09,1.473e+09,1.781e+09,2.148e+09,2.585e+09,3.104e+09,3.718e+09,4.445e+09,5.301e+09,6.309e+09,7.493e+09,8.88e+09,1.050e+10,1.24e+10,1.460e+10,1.717e+10,2.015e+10,2.361e+10,2.760e+10,3.222e+10,3.754e+10,4.366e+10,5.069e+10,5.876e+10,6.8e+10,7.856e+10,9.062e+10,1.044e+11,1.200e+11,1.378e+11,1.58e+11,1.809e+11,2.067e+11,2.36e+11,2.690e+11,3.062e+11,3.481e+11,3.952e+11,4.481e+11,5.074e+11,5.738e+11,6.481e+11,7.311e+11,8.237e+11,9.269e+11,1.042e+12,1.17e+12,1.312e+12,1.469e+12,1.644e+12,1.838e+12,2.052e+12,2.288e+12,2.549e+12,2.837e+12,3.155e+12,3.504e+12,3.888e+12,4.31e+12,4.773e+12,5.281e+12,5.837e+12,6.447e+12,7.113e+12,7.841e+12,8.636e+12,9.503e+12,1.045e+13,1.148e+13,1.26e+13,1.382e+13,1.514e+13,1.658e+13,1.814e+13,1.983e+13,2.166e+13,2.364e+13,2.579e+13,2.811e+13,3.061e+13,3.331e+13,3.623e+13,3.937e+13,4.276e+13,4.64e+13,5.032e+13,5.454e+13,5.906e+13,6.393e+13,6.915e+13,7.474e+13,8.074e+13,8.717e+13,9.405e+13,1.014e+14,1.093e+14,1.177e+14,1.267e+14,1.363e+14,1.465e+14,1.574e+14,1.690e+14,1.814e+14,1.946e+14,2.086e+14,2.236e+14,2.394e+14,2.563e+14,2.742e+14,2.932e+14,3.134e+14,3.347e+14,3.574e+14,3.814e+14,4.068e+14,4.338e+14,4.622e+14,4.924e+14,5.242e+14,5.578e+14,5.934e+14,6.309e+14,6.705e+14,7.122e+14,7.563e+14,8.027e+14,8.516e+14,9.031e+14,9.573e+14,1.014e+15,1.074e+15,1.137e+15,1.204e+15,1.274e+15,1.347e+15,1.424e+15,1.504e+15,1.589e+15,1.678e+15,1.771e+15,1.869e+15,1.971e+15,2.078e+15,2.190e+15,2.307e+15,2.430e+15,9.308e+19
3.520e+01,4.452e-38,3.614e-36,2.229e-34,1.071e-32,4.096e-31,1.272e-29,3.265e-28,7.032e-27,1.288e-25,2.034e-24,2.797e-23,3.384e-22,3.636e-21,3.499e-20,3.037e-19,2.395e-18,1.726e-17,1.144e-16,7.009e-16,3.987e-15,2.116e-14,1.052e-13,4.914e-13,2.166e-12,9.041e-12,3.582e-11,1.351e-10,4.864e-10,1.675e-09,5.534e-09,1.757e-08,5.369e-08,1.583e-07,4.508e-07,1.243e-06,3.321e-06,8.614e-06,2.172e-05,5.328e-05,1.274e-04,2.97e-04,6.761e-04,1.504e-03,3.275e-03,6.981e-03,1.458e-02,2.988e-02,6.010e-02,1.187e-01,2.305e-01,4.403e-01,8.274e-01,1.531e+00,2.793e+00,5.020e+00,8.900e+00,1.557e+01,2.69e+01,4.588e+01,7.733e+01,1.288e+02,2.123e+02,3.459e+02,5.579e+02,8.905e+02,1.408e+03,2.204e+03,3.419e+03,5.257e+03,8.012e+03,1.211e+04,1.815e+04,2.7e+04,3.984e+04,5.836e+04,8.486e+04,1.225e+05,1.757e+05,2.503e+05,3.543e+05,4.983e+05,6.964e+05,9.677e+05,1.337e+06,1.836e+06,2.508e+06,3.408e+06,4.606e+06,6.193e+06,8.287e+06,1.103e+07,1.462e+07,1.929e+07,2.533e+07,3.312e+07,4.312e+07,5.59e+07,7.217e+07,9.281e+07,1.189e+08,1.517e+08,1.929e+08,2.443e+08,3.084e+08,3.88e+08,4.864e+08,6.077e+08,7.568e+08,9.395e+08,1.163e+09,1.435e+09,1.765e+09,2.165e+09,2.648e+09,3.229e+09,3.928e+09,4.764e+09,5.764e+09,6.956e+09,8.373e+09,1.005e+10,1.204e+10,1.439e+10,1.716e+10,2.041e+10,2.422e+10,2.869e+10,3.39e+10,3.997e+10,4.704e+10,5.524e+10,6.474e+10,7.573e+10,8.841e+10,1.030e+11,1.198e+11,1.391e+11,1.612e+11,1.865e+11,2.154e+11,2.484e+11,2.859e+11,3.285e+11,3.769e+11,4.317e+11,4.938e+11,5.639e+11,6.43e+11,7.321e+11,8.323e+11,9.45e+11,1.071e+12,1.213e+12,1.371e+12,1.548e+12,1.746e+12,1.966e+12,2.212e+12,2.484e+12,2.787e+12,3.124e+12,3.496e+12,3.908e+12,4.364e+12,4.868e+12,5.424e+12,6.036e+12,6.710e+12,7.452e+12,8.267e+12,9.161e+12,1.014e+13,1.122e+13,1.239e+13,1.368e+13,1.508e+13,1.662e+13,1.829e+13,2.011e+13,2.21e+13,2.425e+13,2.66e+13,2.914e+13,3.190e+13,3.49e+13,3.814e+13,4.165e+13,4.545e+13,4.955e+13,5.398e+13,5.877e+13,6.392e+13,6.948e+13,7.546e+13,8.189e+13,8.882e+13,9.625e+13,1.042e+14,1.128e+14,1.22e+14,1.318e+14,1.424e+14,1.537e+14,1.658e+14,1.787e+14,1.925e+14,2.072e+14,2.229e+14,2.397e+14,2.575e+14,2.765e+14,2.968e+14,3.184e+14,3.413e+14,3.656e+14,3.915e+14,4.190e+14,4.482e+14,4.791e+14,5.119e+14,5.467e+14,5.835e+14,6.224e+14,6.637e+14,7.073e+14,7.533e+14,8.020e+14,8.535e+14,9.078e+14,9.650e+14,1.025e+15,1.089e+15,1.156e+15,1.227e+15,1.301e+15,1.38e+15,1.462e+15,1.549e+15,1.64e+15,1.735e+15,1.836e+15,1.942e+15,2.052e+15,2.168e+15,2.290e+15,2.418e+15,2.552e+15,2.692e+15,2.839e+15,2.992e+15,3.153e+15,3.321e+15,3.497e+15,3.681e+15,3.873e+15,4.074e+15,4.284e+15,4.502e+15,4.731e+15,4.969e+15,5.217e+15,5.476e+15,5.746e+15,6.028e+15,6.321e+15,6.626e+15,6.943e+15,7.274e+15,7.618e+15,7.976e+15,8.348e+15,4.878e+19
3.982e+01,1.779e-31,8.671e-30,3.315e-28,1.016e-26,2.546e-25,5.308e-24,9.348e-23,1.41e-21,1.843e-20,2.112e-19,2.143e-18,1.941e-17,1.583e-16,1.171e-15,7.914e-15,4.911e-14,2.815e-13,1.498e-12,7.435e-12,3.457e-11,1.511e-10,6.236e-10,2.437e-09,9.043e-09,3.197e-08,1.08e-07,3.491e-07,1.083e-06,3.232e-06,9.293e-06,2.58e-05,6.926e-05,1.801e-04,4.543e-04,1.113e-03,2.655e-03,6.164e-03,1.396e-02,3.086e-02,6.667e-02,1.409e-01,2.916e-01,5.913e-01,1.176e+00,2.296e+00,4.404e+00,8.303e+00,1.54e+01,2.811e+01,5.053e+01,8.952e+01,1.564e+02,2.695e+02,4.583e+02,7.696e+02,1.277e+03,2.093e+03,3.393e+03,5.441e+03,8.631e+03,1.355e+04,2.107e+04,3.245e+04,4.950e+04,7.485e+04,1.122e+05,1.668e+05,2.458e+05,3.596e+05,5.219e+05,7.518e+05,1.075e+06,1.527e+06,2.154e+06,3.019e+06,4.203e+06,5.816e+06,7.999e+06,1.094e+07,1.487e+07,2.01e+07,2.702e+07,3.613e+07,4.808e+07,6.365e+07,8.385e+07,1.099e+08,1.435e+08,1.864e+08,2.412e+08,3.106e+08,3.984e+08,5.09e+08,6.476e+08,8.207e+08,1.036e+09,1.304e+09,1.634e+09,2.041e+09,2.540e+09,3.151e+09,3.896e+09,4.802e+09,5.899e+09,7.226e+09,8.824e+09,1.074e+10,1.304e+10,1.579e+10,1.907e+10,2.296e+10,2.757e+10,3.302e+10,3.946e+10,4.703e+10,5.592e+10,6.633e+10,7.849e+10,9.268e+10,1.092e+11,1.283e+11,1.506e+11,1.762e+11,2.059e+11,2.4e+11,2.792e+11,3.242e+11,3.758e+11,4.347e+11,5.020e+11,5.786e+11,6.658e+11,7.648e+11,8.77e+11,1.004e+12,1.147e+12,1.309e+12,1.492e+12,1.697e+12,1.927e+12,2.185e+12,2.475e+12,2.798e+12,3.16e+12,3.563e+12,4.012e+12,4.511e+12,5.066e+12,5.682e+12,6.364e+12,7.12e+12,7.955e+12,8.878e+12,9.895e+12,1.102e+13,1.225e+13,1.361e+13,1.51e+13,1.673e+13,1.852e+13,2.049e+13,2.263e+13,2.497e+13,2.753e+13,3.032e+13,3.336e+13,3.667e+13,4.027e+13,4.418e+13,4.843e+13,5.303e+13,5.802e+13,6.342e+13,6.926e+13,7.558e+13,8.240e+13,8.977e+13,9.771e+13,1.063e+14,1.155e+14,1.254e+14,1.360e+14,1.475e+14,1.598e+14,1.73e+14,1.871e+14,2.022e+14,2.185e+14,2.358e+14,2.543e+14,2.742e+14,2.953e+14,3.179e+14,3.42e+14,3.676e+14,3.95e+14,4.241e+14,4.550e+14,4.879e+14,5.229e+14,5.600e+14,5.995e+14,6.413e+14,6.856e+14,7.326e+14,7.824e+14,8.351e+14,8.908e+14,9.498e+14,1.012e+15,1.078e+15,1.147e+15,1.221e+15,1.298e+15,1.38e+15,1.466e+15,1.556e+15,1.652e+15,1.752e+15,1.858e+15,1.969e+15,2.085e+15,2.208e+15,2.337e+15,2.472e+15,2.614e+15,2.763e+15,2.919e+15,3.082e+15,3.254e+15,3.433e+15,3.621e+15,3.817e+15,4.023e+15,4.238e+15,4.463e+15,4.697e+15,4.943e+15,5.199e+15,5.466e+15,5.745e+15,6.036e+15,6.339e+15,6.655e+15,6.985e+15,7.328e+15,7.685e+15,8.057e+15,8.445e+15,8.848e+15,9.266e+15,9.702e+15,1.015e+16,1.063e+16,1.111e+16,1.162e+16,1.215e+16,1.27e+16,1.326e+16,1.385e+16,1.446e+16,1.509e+16,1.575e+16,1.643e+16,1.713e+16,1.786e+16,1.862e+16,1.94e+16,2.021e+16,2.105e+16,2.191e+16,2.633e+19
