x	y
0.107	0.049
-0.730	0.233
0.123	-0.088
-0.217	-0.025
-0.256	-0.076
0.724	0.248
-0.093	-0.128
0.269	-0.154
-0.067	0.102
-0.170	-0.017
0.059	-0.044
-0.049	0.082
0.013	0.140
0.003	-0.024
0.474	1.165
-0.083	-0.111
-0.189	0.010
-0.061	0.107
0.034	0.132
0.424	1.032
-0.599	0.777
-0.036	-0.181
0.170	-0.032
0.087	0.000
0.221	-0.125
0.088	0.083
0.701	0.587
0.055	0.008
0.088	0.069
-0.046	0.048
0.113	0.063
-0.079	0.058
-0.133	0.027
-0.130	-0.180
-0.155	-0.074
-0.460	-0.118
-0.102	0.029
-0.050	0.042
0.276	-0.191
-0.259	-0.126
-0.032	-0.091
-0.178	-0.059
0.283	-0.181
0.844	0.457
0.074	0.090
-0.011	-0.130
0.139	-0.013
0.007	0.141
0.816	0.331
-0.009	0.125
0.040	-0.114
-0.014	0.134
0.255	1.258
0.056	0.076
-0.075	0.098
-0.162	-0.205
0.395	1.252
-0.249	-0.036
0.012	-0.041
-0.047	0.128
-0.667	0.070
0.062	-0.197
-0.210	-0.006
0.096	0.073
0.015	-0.018
0.081	0.070
0.315	-0.081
0.055	0.106
-0.558	0.846
-0.092	0.043
0.036	0.132
0.110	-0.012
0.237	-0.073
0.075	-0.213
-0.144	0.052
0.098	-0.199
-0.839	0.636
-0.299	-0.151
0.026	0.107
-0.051	0.037
0.032	0.107
0.139	0.054
0.164	-0.130
0.023	0.128
-0.141	-0.116
-0.237	-0.034
0.068	0.063
-0.002	0.119
-0.221	-0.041
-0.699	0.601
-0.090	0.090
-0.045	0.050
-0.148	0.049
-0.158	1.401
-0.133	0.063
-0.141	-0.043
0.010	0.121
0.055	0.093
-0.284	-0.178
-0.285	-0.078
-0.079	0.106
-0.105	0.065
-0.087	-0.068
0.019	0.062
0.001	0.140
-0.083	-0.187
-0.259	-0.203
0.106	0.024
0.513	0.999
-0.313	-0.115
-0.135	0.043
0.241	-0.079
-0.178	-0.123
0.132	0.060
-0.058	-0.203
0.059	-0.167
0.783	0.505
-0.193	0.007
0.691	0.136
-0.011	-0.041
-0.176	0.010
0.411	-0.173
-0.216	-0.166
0.001	-0.010
0.138	-0.002
0.202	-0.013
-0.375	-0.110
-0.466	1.164
0.001	0.142
0.201	-0.087
0.697	0.137
-0.756	0.171
0.529	1.201
-0.325	1.094
-0.005	0.136
-0.042	0.095
0.097	0.031
0.549	-0.089
0.162	-0.055
-0.748	0.362
-0.025	0.138
-0.112	0.078
-0.013	0.130
0.759	0.567
-0.315	-0.080
0.232	-0.027
0.125	-0.206
-0.172	0.020
-0.207	-0.119
0.030	-0.064
0.118	0.075
0.301	-0.172
-0.793	0.419
-0.064	0.114
0.674	0.684
-0.186	-0.184
-0.383	1.074
0.038	0.125
-0.034	0.110
-0.035	0.123
-0.087	-0.161
-0.052	0.027
0.826	0.418
-0.050	0.006
0.256	-0.061
0.146	-0.042
-0.176	0.024
-0.097	0.077
-0.204	-0.143
-0.143	0.054
0.008	-0.050
-0.066	-0.211
0.268	-0.198
-0.018	0.121
0.058	0.095
-0.183	-0.036
0.055	0.007
0.198	-0.036
-0.101	0.089
0.117	-0.026
-0.172	1.283
0.034	0.135
0.111	0.057
-0.571	0.879
0.630	1.013
-0.070	0.112
0.620	0.961
0.620	0.839
0.495	-0.106
-0.082	-0.202
0.233	-0.135
-0.094	-0.208
0.013	0.099
-0.023	0.095
-0.510	-0.127
-0.031	0.010
-0.654	1.086
0.775	0.296
0.125	-0.163
0.275	-0.052
0.000	0.085
-0.020	-0.089
-0.068	0.006
0.215	-0.014
-0.666	0.721
0.069	-0.182
0.052	0.098
0.009	0.053
-0.726	0.601
-0.052	-0.144
-0.019	0.068
0.005	0.069
-0.079	0.107
0.443	-0.119
-0.361	-0.103
0.184	0.019
-0.057	0.096
0.331	-0.092
0.287	-0.081
0.023	0.136
0.562	-0.091
0.091	0.046
-0.047	0.089
-0.128	0.060
-0.717	0.220
0.040	0.115
-0.046	-0.001
-0.244	1.110
0.124	0.021
0.333	1.361
0.086	0.056
-0.001	0.142
0.039	0.130
0.177	0.004
-0.006	0.117
-0.195	-0.110
0.337	-0.095
0.255	-0.042
0.270	-0.048
0.212	-0.009
-0.271	1.414
0.359	1.104
-0.022	0.021
0.010	0.137
-0.711	0.582
-0.037	0.090
-0.016	0.132
0.122	0.071
-0.232	-0.118
-0.013	-0.085
0.002	0.113
-0.101	-0.009
-0.091	0.066
-0.021	0.091
0.129	1.157
-0.074	0.071
0.099	-0.103
0.149	0.013
-0.159	-0.075
0.209	-0.150
0.026	-0.050
0.087	-0.043
-0.026	0.076
