x,y
0.172,0.029
-0.008,-0.089
0.068,-0.088
0.185,-0.160
0.699,0.081
0.289,-0.069
-0.500,-0.114
0.075,0.037
-0.657,0.743
0.052,-0.052
-0.026,0.138
-0.128,0.011
0.666,0.098
0.007,0.140
-0.085,0.042
0.066,0.005
-0.001,0.133
0.574,0.872
-0.074,0.102
0.734,0.649
0.453,0.944
0.212,1.199
-0.054,0.010
0.124,0.045
0.642,0.780
-0.781,0.363
-0.433,1.348
-0.014,-0.160
0.207,-0.108
0.039,0.091
-0.686,0.697
0.383,-0.160
0.044,0.071
0.204,-0.001
0.039,0.051
-0.095,0.080
0.067,-0.087
0.044,-0.135
0.154,0.045
-0.019,-0.021
-0.012,-0.065
-0.659,0.019
-0.047,0.119
0.026,0.080
-0.106,-0.035
-0.356,-0.106
-0.078,-0.018
0.300,-0.074
0.247,-0.031
0.059,-0.009
0.150,-0.046
0.071,-0.172
0.013,0.111
0.743,0.446
-0.326,1.111
-0.210,-0.034
0.011,0.067
0.104,-0.168
-0.272,-0.107
-0.021,0.053
-0.017,0.043
-0.188,0.007
0.798,0.765
0.046,0.056
-0.330,-0.092
0.339,-0.141
-0.405,-0.115
0.090,0.091
0.016,0.140
-0.131,0.058
0.038,-0.011
-0.081,0.015
0.078,0.089
0.328,-0.126
0.221,-0.014
0.123,0.064
-0.010,0.067
0.028,-0.071
0.195,-0.012
-0.405,-0.147
-0.606,0.810
-0.039,-0.119
0.087,0.050
0.015,-0.164
0.059,0.048
0.818,0.688
-0.014,0.137
0.270,1.026
-0.017,-0.068
-0.323,0.986
0.022,-0.034
-0.388,-0.114
-0.179,-0.108
0.097,0.082
-0.777,0.247
0.138,0.011
0.586,0.959
-0.073,0.067
0.189,-0.081
0.171,0.002
-0.124,0.064
-0.148,0.014
-0.187,-0.086
0.727,0.102
-0.022,0.125
0.132,0.023
0.274,-0.056
-0.116,0.077
-0.088,0.100
0.006,-0.023
-0.114,0.064
-0.762,0.842
-0.125,0.069
-0.097,-0.011
0.030,0.098
-0.142,0.028
-0.132,0.056
0.323,-0.157
0.137,0.054
-0.001,0.127
0.022,0.089
0.087,0.059
-0.027,-0.128
-0.007,0.135
-0.027,0.138
0.018,0.103
-0.092,0.087
0.049,0.096
-0.346,-0.098
-0.064,0.111
0.109,-0.132
0.164,0.007
-0.243,-0.133
-0.080,0.106
-0.684,0.657
-0.070,0.038
0.042,0.078
-0.053,-0.080
0.212,-0.016
0.178,-0.019
0.031,0.087
-0.624,0.905
-0.020,0.047
0.102,-0.019
0.048,0.107
0.166,-0.064
-0.058,-0.153
-0.351,0.975
0.177,0.001
0.010,0.098
-0.082,0.049
-0.035,0.057
0.054,-0.180
-0.095,0.085
-0.205,-0.055
-0.842,0.493
0.026,0.135
0.721,0.512
-0.307,-0.078
0.140,0.011
-0.728,0.458
0.245,-0.123
0.001,-0.127
-0.025,0.132
-0.347,-0.140
-0.141,-0.016
-0.018,0.139
-0.197,-0.051
0.062,-0.078
-0.004,0.142
-0.084,0.056
0.112,1.205
0.339,-0.094
0.460,-0.116
0.153,0.016
0.075,0.004
-0.047,0.104
-0.577,-0.041
0.064,0.118
-0.121,1.164
0.088,0.100
0.037,0.115
0.070,0.047
-0.157,0.033
0.053,0.125
-0.335,-0.102
0.552,1.009
0.260,-0.169
0.107,-0.220
-0.045,0.118
-0.646,0.046
-0.027,-0.178
-0.020,0.125
-0.569,1.045
0.005,-0.059
0.007,0.142
0.379,1.159
-0.324,-0.141
0.702,0.826
0.346,-0.099
-0.117,0.042
-0.063,-0.009
-0.307,-0.074
0.013,0.002
-0.255,-0.073
-0.079,-0.001
0.119,0.051
0.015,0.116
0.089,0.099
-0.204,-0.026
0.849,0.497
0.197,0.008
0.144,0.006
0.022,0.004
-0.015,0.141
0.235,1.090
0.008,0.138
-0.494,0.906
0.692,0.635
0.094,0.071
0.384,1.175
-0.689,0.100
0.058,-0.059
0.054,0.049
-0.095,0.020
-0.578,-0.068
0.816,0.796
-0.361,-0.173
-0.017,0.136
-0.240,-0.142
-0.349,-0.108
-0.089,0.079
0.733,0.417
0.523,1.151
0.106,-0.120
0.411,1.234
-0.026,0.073
-0.071,0.062
-0.097,-0.133
0.004,0.097
-0.286,-0.116
-0.818,0.365
0.083,0.012
-0.715,0.182
-0.009,0.130
0.382,-0.152
0.076,0.000
0.108,0.062
0.821,0.787
-0.061,0.120
0.050,0.117
-0.702,0.673
-0.211,-0.079
0.030,0.078
0.028,0.055
0.025,0.068
-0.100,0.041
-0.320,-0.185
-0.084,0.092
0.015,0.094
-0.213,-0.004
0.416,1.376
0.757,0.702
0.028,0.137
0.073,-0.035
-0.043,0.066
0.037,0.060
-0.094,-0.155
-0.122,0.011
0.772,0.496
-0.110,0.074
0.198,-0.005
0.329,-0.090
0.217,-0.027
-0.691,0.159
-0.720,0.645
0.012,0.077
-0.058,0.121
-0.746,0.598
0.739,0.588
-0.332,-0.135
0.231,1.355
0.759,0.427
0.098,0.034
0.125,-0.122
-0.800,0.744
0.025,0.087
0.015,0.017
-0.048,0.125
0.159,-0.199
-0.092,0.030
-0.047,0.116
0.060,0.116
0.056,0.060
0.091,0.071
-0.276,-0.082
-0.722,0.855
-0.068,0.083
0.074,0.017
-0.152,0.045
0.010,0.136
-0.168,0.031
0.068,0.043
0.080,0.063
0.146,0.016
0.100,0.091
0.106,-0.092
-0.078,0.006
-0.125,0.045
-0.078,-0.027
0.161,0.039
-0.025,-0.140
0.035,0.079
-0.739,0.485
0.421,1.176
0.744,0.166
-0.003,0.119
-0.191,-0.131
-0.214,-0.066
