x	y
0.621	0.455
-0.230	0.390
-0.155	0.208
0.835	1.440
0.618	0.633
-0.645	1.493
0.061	0.395
-0.546	0.567
-0.064	0.092
-0.415	0.455
0.136	0.401
0.512	0.485
-0.668	0.782
0.115	0.401
0.564	0.571
-0.080	0.403
0.598	0.260
-0.063	0.391
0.163	0.214
-0.301	0.355
0.508	1.136
-0.650	1.227
0.221	0.394
-0.031	0.322
0.063	0.147
-0.550	0.484
0.479	1.432
-0.114	0.403
-0.063	0.381
-0.474	0.467
-0.038	0.366
0.709	1.118
0.469	0.448
0.002	0.292
0.097	0.367
0.913	1.090
-0.806	0.843
-0.046	0.234
-0.242	0.146
-0.472	0.371
0.810	1.282
-0.525	0.554
-0.810	1.028
-0.586	0.974
0.387	0.385
0.192	0.319
-0.132	0.398
-0.206	0.311
0.162	0.374
-0.082	0.312
0.049	0.211
-0.443	0.312
0.501	0.395
-0.220	0.167
0.401	0.423
-0.286	1.364
-0.053	0.156
0.137	0.050
0.518	0.471
0.219	1.588
-0.262	0.345
0.107	0.404
0.770	0.732
0.388	0.435
-0.783	1.512
-0.638	0.310
-0.357	0.424
0.489	0.473
-0.542	0.417
-0.615	0.702
-0.108	0.316
-0.841	0.837
-0.647	1.400
-0.526	0.548
-0.249	0.400
-0.289	0.097
-0.537	0.375
0.067	0.172
0.637	1.655
0.385	1.290
-0.105	0.403
0.753	0.546
0.570	0.597
-0.441	1.456
-0.003	0.398
0.292	0.172
0.044	0.170
0.083	0.111
0.102	0.402
0.165	0.305
0.686	0.641
-0.208	0.387
0.310	0.363
0.461	0.303
0.504	1.182
0.021	0.310
-0.682	0.562
-0.286	1.333
0.278	0.133
0.340	1.396
-0.039	0.396
-0.713	0.626
0.320	0.377
0.203	0.053
-0.621	0.731
0.332	0.414
0.279	0.080
0.173	0.345
-0.218	0.242
-0.028	0.390
-0.113	0.401
0.377	0.433
-0.088	0.370
-0.657	0.903
-0.177	0.395
-0.265	0.309
-0.512	1.361
-0.330	0.380
-0.561	1.026
-0.007	0.318
0.303	0.356
-0.054	0.405
-0.315	1.376
-0.386	0.338
-0.178	0.305
-0.348	1.772
-0.639	1.129
-0.735	0.795
0.407	0.446
0.775	0.676
-0.308	0.410
0.027	0.406
-0.327	0.416
-0.593	0.334
0.434	0.455
-0.421	0.458
-0.311	1.399
0.338	0.413
0.560	1.139
0.116	0.302
-0.554	1.041
0.368	0.431
0.581	0.306
-0.014	0.403
-0.555	1.032
0.921	0.863
-0.406	0.434
-0.533	0.351
0.008	0.367
-0.149	0.048
0.895	0.800
-0.463	0.191
-0.514	1.300
0.031	0.370
0.514	0.409
0.051	0.156
0.115	0.272
