eta	delta
-4.315493462650442	-22.764234545691092
-13.793683707041469	-15.958118838875528
-12.294593306344327	-5.4980558949957725
-3.4191947715564193	5.512230782015504
3.163211427281829	15.583902430908108
1.6250137002378917	22.39067927342117
-4.3800393851924575	22.7234008336337
-5.951798868830567	16.430177799053496
1.3501335040207796	6.673708336098766
12.279298097813376	-4.121766068591246
16.608094135178032	-14.649453003702956
9.193800213827675	-22.18836163234505
