0.023,0.223
0.038,0.276
0.047,0.310
0.056,0.340
0.066,0.370
0.076,0.399
0.087,0.428
0.099,0.448
0.111,0.457
0.122,0.457
0.134,0.443
0.146,0.413
0.160,0.366
0.167,0.338
0.173,0.309
0.179,0.280
0.185,0.252
0.194,0.197
0.199,0.166
0.203,0.137
0.206,0.109
0.212,0.076
0.216,0.043
0.220,0.005
