m   f
11.91	0.413
12.28	0.848
12.14	0.114
11.83	0.393
12.13	0.702
12.25	0.978
12.21	0.844
11.92	0.189
11.96	0.502
12.15	0.111
12.22	0.100
11.77	0.336
12.10	0.658
11.84	0.170
12.36	0.011
11.81	0.263
12.37	0.876
12.09	0.635
11.71	0.286
12.16	0.928
12.16	0.580
12.29	0.083
11.93	0.445
11.87	0.398
12.12	0.615
11.66	0.293
12.45	0.116
12.19	0.745
12.39	0.106
12.07	0.654
12.36	0.952
11.99	0.535
11.93	0.174
11.66	0.309
12.25	0.024
12.03	0.540
12.36	0.082
12.14	0.740
11.78	0.375
12.36	0.025
12.13	0.673
11.66	0.312
12.97	0.550
11.94	0.486
12.16	0.129
11.92	0.425
11.77	0.330
12.30	0.010
12.15	0.668
12.44	0.928
12.10	0.600
11.76	0.230
12.34	0.881
11.96	0.513
12.18	0.777
11.88	0.443
12.21	0.696
12.31	0.978
11.92	0.164
12.29	0.884
12.02	0.522
11.92	0.173
12.23	0.820
12.00	0.466
12.33	0.118
12.29	0.768
11.92	0.408
12.38	0.052
11.77	0.333
12.32	0.985
12.09	0.625
11.67	0.271
12.10	0.569
11.82	0.214
12.06	0.469
11.79	0.210
11.86	0.351
12.35	0.040
12.19	0.693
11.79	0.242
12.06	0.489
12.40	0.795
12.30	0.085
12.32	0.034
12.05	0.537
12.45	0.918
12.40	0.821
12.16	0.845
12.29	0.734
11.98	0.675
12.18	0.682
12.26	0.974
12.27	0.955
12.07	0.592
11.81	0.368
11.69	0.297
12.02	0.508
12.24	0.691
12.29	0.776
11.99	0.496
11.87	0.342
12.08	0.622
11.75	0.273
12.05	0.564
11.81	0.222
30.00	0.868
11.86	0.379
11.90	0.442
12.16	0.691
12.23	0.953
11.93	0.649
12.28	0.839
11.93	0.440
12.16	0.154
12.13	0.679
12.29	0.060
11.77	0.322
12.32	0.082
12.14	0.737
11.84	0.384
12.22	0.776
12.01	0.517
12.10	0.715
12.22	0.901
11.73	0.294
11.71	0.262
12.23	0.007
11.78	0.330
12.09	0.634
12.21	0.939
11.76	0.232
11.91	0.433
12.22	0.753
11.76	0.331
12.26	0.914
12.05	0.541
11.94	0.495
11.86	0.447
11.25	0.827
12.37	0.135
11.81	0.382
11.87	0.411
12.27	0.915
12.22	0.008
12.26	0.893
12.37	0.056
12.21	0.157
12.28	0.005
12.25	0.576
11.77	0.245
12.02	0.590
12.00	0.502
11.71	0.304
12.27	0.065
12.23	0.996
12.28	0.873
12.27	0.168
11.94	0.461
12.11	0.682
12.25	0.973
11.65	0.281
12.01	0.599
11.90	0.492
11.99	0.493
11.80	0.393
12.32	0.056
11.78	0.379
12.08	0.690
11.72	0.281
12.11	0.608
12.21	0.918
11.89	0.226
11.93	0.494
12.19	0.826
12.12	0.648
12.27	0.001
11.78	0.338
12.15	0.658
12.22	0.968
12.42	0.089
12.29	0.032
11.77	0.342
12.01	0.536
12.30	0.123
12.29	0.035
12.10	0.643
12.34	0.090
11.77	0.371
11.73	0.351
12.27	0.971
11.78	0.256
11.93	0.465
12.36	0.083
12.38	0.116
12.07	0.580
11.65	0.325
12.26	0.883
12.30	0.865
12.27	0.947
12.38	0.121
12.01	0.533
12.19	0.947
100.00	0.344
12.05	0.626
12.22	0.879
12.32	0.102
11.81	0.434
12.19	0.753
12.31	0.133
12.03	0.609
12.29	0.075
12.12	0.776
12.36	0.114
12.14	0.605
12.26	0.802
12.04	0.616
12.04	0.508
12.28	0.950
12.11	0.685
12.37	0.065
12.25	0.030
12.28	0.909
12.26	0.880
11.82	0.254
12.28	0.769
12.26	0.762
12.11	0.702
12.28	0.938
11.92	0.456
100.00	0.554
11.86	0.453
12.29	0.035
12.25	0.162
11.90	0.409
12.20	0.952
12.18	0.879
11.68	0.346
12.21	0.014
12.36	0.019
12.32	0.632
11.87	0.430
12.28	0.179
12.29	0.184
12.17	0.189
12.02	0.536
11.90	0.449
12.31	0.870
11.79	0.452
12.20	0.967
12.11	0.961
11.99	0.547
12.15	0.755
12.06	0.699
12.20	0.059
12.26	0.896
12.33	0.825
12.29	0.748
12.48	0.133
12.19	0.938
11.83	0.312
12.01	0.557
12.22	0.856
12.36	0.178
11.69	0.334
11.71	0.406
11.76	0.361
12.15	0.691
12.22	0.976
12.00	0.539
11.80	0.436
12.05	0.627
12.25	0.985
12.13	0.690
12.36	0.066
12.14	0.918
11.79	0.309
12.30	0.145
12.33	0.080
11.79	0.396
12.19	0.966
12.01	0.631
12.04	0.576
12.31	0.965
11.76	0.400
12.20	0.994
11.76	0.370
12.13	0.690
12.28	0.957
11.90	0.521
11.74	0.317
11.94	0.581
12.29	0.209
11.99	0.541
12.28	0.023
12.30	0.846
12.38	0.822
12.18	0.219
12.06	0.605
11.74	0.398
11.70	0.338
12.16	0.712
12.12	0.649
12.16	0.784
12.06	0.713
12.11	0.659
11.96	0.579
12.00	0.541
11.90	0.473
11.71	0.348
12.01	0.568
11.80	0.468
11.86	0.303
12.35	0.202
12.09	0.688
11.93	0.530
12.26	0.038
12.05	0.609
11.99	0.569
11.96	0.490
12.41	0.189
12.29	0.033
12.24	0.967
12.19	0.907
12.21	0.835
12.12	0.743
12.34	0.120
11.76	0.366
11.93	0.263
12.32	0.148
12.29	0.208
12.04	0.622
12.19	0.011
11.83	0.355
12.32	0.136
12.33	0.080
12.05	0.692
12.22	0.976
11.74	0.365
12.34	0.142
12.37	0.131
11.82	0.457
11.92	0.274
12.17	0.829
12.43	0.177
12.23	0.150
12.22	0.058
11.77	0.460
11.92	0.520
12.17	0.777
11.88	0.487
12.23	0.957
11.98	0.588
12.25	0.954
12.27	0.199
12.03	0.579
12.21	0.016
12.09	0.705
12.31	0.192
12.28	0.954
11.79	0.410
12.30	0.173
11.97	0.583
12.20	0.823
12.33	0.132
12.01	0.618
12.19	0.694
11.89	0.538
12.05	0.802
12.26	0.755
12.29	0.935
12.17	0.812
12.27	0.158
12.24	0.108
11.86	0.487
12.24	0.978
11.73	0.356
12.18	0.775
11.86	0.325
11.84	0.304
12.18	0.836
12.28	0.784
12.07	0.724
11.97	0.291
