x,y
0.209,-0.560
0.125,-0.625
-0.017,-0.397
-0.008,-0.607
0.061,-0.623
-0.014,-0.401
0.051,-0.475
-0.129,-0.504
0.005,-0.396
-0.089,-0.484
-0.032,-0.433
-0.038,-0.421
0.144,-0.559
0.060,-0.443
0.010,-0.412
-0.099,-0.479
-0.013,-0.399
0.032,-0.423
-0.016,-0.408
-0.009,-0.389
0.219,-0.642
0.274,-0.578
0.085,-0.590
-0.064,-0.575
-0.050,-0.560
-0.107,-0.489
-0.018,-0.401
-0.044,-0.459
-0.085,-0.509
-0.075,-0.480
0.012,-0.390
0.064,-0.451
0.235,-0.626
0.007,-0.395
0.046,-0.466
0.084,-0.529
-0.011,-0.392
-0.002,-0.445
0.083,-0.518
0.029,-0.414
-0.118,-0.529
-0.009,-0.400
0.007,-0.440
0.050,-0.435
0.003,-0.388
0.005,-0.461
-0.372,-0.666
0.008,-0.403
0.113,-0.694
0.071,-0.484
0.022,-0.399
0.056,-0.445
0.009,-0.389
-0.329,-0.586
0.077,-0.497
-0.005,-0.388
0.159,-0.554
-0.010,-0.558
-0.193,-0.551
0.048,-0.431
0.011,-0.454
0.008,-0.403
0.089,-0.485
-0.072,-0.453
0.111,-0.489
0.067,-0.485
0.031,-0.419
-0.038,-0.459
0.123,-0.502
0.133,-0.509
0.000,-0.414
-0.048,-0.428
-0.020,-0.429
0.103,-0.498
-0.182,-0.547
0.103,-0.484
-0.007,-0.592
-0.074,-0.493
-0.115,-0.493
-0.125,-0.519
0.163,-0.553
0.169,-0.541
-0.282,-0.592
-0.056,-0.461
0.128,-0.594
-0.036,-0.415
0.114,-0.506
0.041,-0.445
-0.011,-0.389
0.119,-0.522
0.121,-0.502
0.006,-0.387
-0.037,-0.468
-0.039,-0.419
0.035,-0.432
0.044,-0.547
0.028,-0.405
0.058,-0.456
0.060,-0.553
-0.080,-0.535
-0.275,-0.573
0.064,-0.446
-0.244,-0.587
-0.024,-0.404
-0.025,-0.420
-0.026,-0.468
-0.025,-0.564
0.017,-0.418
0.024,-0.439
0.126,-0.635
0.058,-0.467
0.027,-0.492
-0.473,-0.600
0.046,-0.481
0.126,-0.502
0.043,-0.474
-0.152,-0.630
0.033,-0.417
0.002,-0.435
-0.011,-0.450
0.005,-0.463
0.023,-0.504
-0.067,-0.449
-0.042,-0.542
-0.374,-0.685
-0.115,-0.635
-0.088,-0.533
0.001,-0.420
0.102,-0.501
0.082,-0.476
-0.005,-0.387
0.110,-0.493
0.032,-0.415
-0.082,-0.464
0.018,-0.399
-0.162,-0.529
-0.008,-0.445
0.012,-0.516
-0.020,-0.406
-0.053,-0.450
-0.021,-0.422
0.090,-0.478
-0.101,-0.631
0.047,-0.430
0.086,-0.467
0.011,-0.391
0.214,-0.620
0.012,-0.392
0.015,-0.408
0.255,-0.569
-0.019,-0.398
0.009,-0.388
-0.301,-0.630
0.065,-0.553
-0.170,-0.554
0.027,-0.448
0.346,-0.597
0.110,-0.586
0.005,-0.393
0.287,-0.577
0.194,-0.590
0.036,-0.415
0.018,-0.398
0.050,-0.576
0.031,-0.421
-0.089,-0.545
0.035,-0.442
0.062,-0.477
0.003,-0.388
0.172,-0.534
-0.122,-0.513
0.049,-0.476
-0.033,-0.415
-0.031,-0.408
0.105,-0.485
0.163,-0.534
-0.029,-0.437
0.018,-0.455
-0.094,-0.475
0.251,-0.611
-0.033,-0.471
0.069,-0.451
0.044,-0.479
-0.019,-0.397
-0.045,-0.574
0.087,-0.501
0.007,-0.436
0.029,-0.623
0.046,-0.429
0.024,-0.422
0.020,-0.414
0.168,-0.528
-0.011,-0.416
0.170,-0.646
0.005,-0.400
0.008,-0.405
-0.036,-0.424
-0.019,-0.418
-0.059,-0.500
0.161,-0.626
-0.133,-0.541
0.014,-0.415
-0.075,-0.561
0.197,-0.544
-0.039,-0.419
-0.041,-0.427
0.010,-0.405
-0.064,-0.445
-0.034,-0.411
-0.051,-0.477
0.133,-0.543
0.008,-0.423
-0.015,-0.576
-0.188,-0.609
0.341,-0.621
-0.008,-0.422
0.022,-0.405
0.013,-0.391
0.078,-0.464
-0.023,-0.415
-0.181,-0.610
0.397,-0.605
0.044,-0.612
0.011,-0.390
-0.142,-0.554
0.160,-0.654
0.044,-0.423
0.123,-0.556
0.081,-0.466
0.264,-0.579
-0.028,-0.568
0.024,-0.472
0.219,-0.554
-0.087,-0.492
-0.022,-0.666
0.071,-0.456
0.096,-0.723
0.147,-0.525
0.018,-0.398
-0.056,-0.457
0.093,-0.554
-0.040,-0.454
0.165,-0.581
-0.001,-0.389
-0.136,-0.602
-0.008,-0.394
-0.031,-0.498
-0.069,-0.480
-0.250,-0.599
-0.147,-0.516
-0.162,-0.567
0.011,-0.581
0.072,-0.457
-0.037,-0.414
0.025,-0.406
0.371,-0.625
-0.024,-0.441
-0.118,-0.515
-0.264,-0.570
0.104,-0.612
-0.119,-0.495
-0.057,-0.443
-0.036,-0.425
0.029,-0.410
-0.091,-0.499
0.009,-0.429
0.035,-0.565
0.025,-0.401
-0.133,-0.595
0.003,-0.387
-0.041,-0.461
-0.211,-0.605
-0.049,-0.433
0.066,-0.530
-0.138,-0.525
-0.220,-0.554
0.014,-0.396
-0.016,-0.414
-0.095,-0.476
0.071,-0.456
-0.057,-0.746
0.324,-0.590
-0.174,-0.575
0.102,-0.482
-0.007,-0.464
0.059,-0.541
0.035,-0.430
-0.071,-0.457
-0.005,-0.394
-0.001,-0.413
-0.032,-0.415
0.090,-0.472
0.011,-0.444
-0.115,-0.498
-0.021,-0.404
0.075,-0.458
-0.007,-0.390
0.125,-0.624
0.020,-0.461
0.012,-0.391
-0.094,-0.475
-0.107,-0.501
0.023,-0.402
-0.020,-0.565
-0.020,-0.411
0.002,-0.505
0.112,-0.492
0.009,-0.510
0.038,-0.424
0.131,-0.553
-0.103,-0.507
0.109,-0.511
-0.012,-0.464
0.120,-0.515
0.019,-0.433
0.094,0.629
-0.002,0.396
-0.020,0.409
-0.018,0.403
-0.633,0.566
-0.050,0.512
-0.019,0.530
-0.003,0.525
-0.045,0.447
0.109,0.500
0.164,0.656
-0.147,0.642
-0.004,0.404
0.042,0.422
-0.019,0.417
-0.017,0.504
0.046,0.426
0.003,0.387
-0.136,0.541
0.016,0.400
-0.172,0.558
0.043,0.571
0.060,0.544
0.014,0.471
0.008,0.396
-0.093,0.479
0.191,0.634
-0.035,0.417
0.053,0.441
0.051,0.443
0.001,0.389
-0.004,0.386
0.130,0.504
0.025,0.429
0.024,0.472
0.274,0.574
-0.117,0.501
0.038,0.439
0.208,0.583
-0.029,0.591
-0.021,0.472
0.029,0.517
-0.143,0.513
-0.098,0.505
-0.011,0.525
0.055,0.440
-0.013,0.391
-0.024,0.502
-0.046,0.476
0.019,0.413
0.004,0.394
-0.049,0.431
0.041,0.448
-0.016,0.452
0.042,0.587
-0.011,0.392
-0.120,0.673
0.079,0.462
0.127,0.520
0.167,0.544
-0.028,0.413
0.116,0.522
0.035,0.630
-0.056,0.437
-0.013,0.396
0.115,0.517
-0.079,0.543
-0.013,0.394
-0.010,0.389
0.029,0.406
-0.008,0.426
0.020,0.720
0.043,0.439
0.015,0.396
-0.030,0.452
-0.057,0.499
-0.003,0.455
0.051,0.440
-0.038,0.494
-0.029,0.424
-0.197,0.584
-0.218,0.556
0.014,0.408
-0.002,0.386
0.005,0.391
0.054,0.561
0.196,0.671
0.034,0.411
-0.025,0.424
0.043,0.432
-0.055,0.440
0.019,0.482
0.030,0.407
0.269,0.622
0.000,0.468
-0.026,0.567
-0.026,0.456
0.158,0.528
-0.026,0.440
0.123,0.575
-0.003,0.443
0.041,0.432
0.055,0.455
0.039,0.523
-0.109,0.493
0.021,0.433
0.090,0.545
-0.010,0.389
0.237,0.580
-0.022,0.411
-0.026,0.433
-0.086,0.593
-0.088,0.547
0.142,0.523
-0.027,0.406
0.007,0.399
0.058,0.546
0.035,0.545
0.019,0.396
0.002,0.392
-0.256,0.584
0.037,0.426
0.392,0.608
-0.007,0.451
-0.146,0.655
0.020,0.682
0.017,0.405
-0.006,0.399
0.148,0.586
0.182,0.663
-0.015,0.428
-0.011,0.394
0.076,0.548
-0.002,0.389
-0.075,0.505
-0.026,0.415
-0.093,0.485
0.003,0.390
-0.025,0.414
0.026,0.520
0.075,0.498
0.026,0.407
0.041,0.431
-0.257,0.613
-0.027,0.406
-0.236,0.560
0.087,0.490
-0.310,0.593
-0.029,0.612
-0.083,0.597
0.190,0.560
0.121,0.602
-0.054,0.530
-0.235,0.614
0.192,0.541
0.052,0.459
-0.036,0.427
0.026,0.404
-0.080,0.521
0.091,0.499
-0.022,0.575
0.031,0.412
0.042,0.429
0.016,0.403
0.009,0.598
0.012,0.393
-0.100,0.514
0.079,0.561
-0.002,0.399
0.175,0.610
0.084,0.697
0.068,0.491
0.055,0.482
0.136,0.541
0.001,0.561
0.017,0.414
-0.143,0.520
0.108,0.498
0.029,0.407
0.029,0.423
0.181,0.741
-0.025,0.563
-0.063,0.668
-0.208,0.549
0.003,0.415
0.133,0.568
-0.005,0.560
-0.055,0.569
0.030,0.431
0.025,0.465
0.086,0.469
-0.035,0.433
0.032,0.464
0.048,0.472
0.008,0.410
0.059,0.445
-0.021,0.398
-0.012,0.390
-0.090,0.473
-0.029,0.462
0.142,0.520
-0.002,0.387
0.003,0.405
-0.073,0.468
-0.011,0.566
-0.085,0.493
0.008,0.388
-0.041,0.424
-0.058,0.438
0.098,0.487
-0.044,0.426
-0.030,0.549
0.000,0.402
0.020,0.620
0.071,0.465
0.006,0.392
-0.503,0.592
-0.022,0.512
0.050,0.496
-0.078,0.709
0.010,0.552
0.074,0.456
0.043,0.428
-0.262,0.572
-0.009,0.537
0.097,0.534
-0.052,0.447
0.134,0.509
-0.086,0.584
-0.002,0.401
0.047,0.471
0.009,0.439
-0.090,0.676
-0.029,0.446
0.422,0.612
-0.053,0.434
-0.250,0.569
0.012,0.394
-0.190,0.545
-0.169,0.559
-0.333,0.640
0.000,0.695
0.078,0.542
-0.154,0.521
0.028,0.411
-0.001,0.389
0.399,0.594
0.002,0.410
0.104,0.504
-0.029,0.465
-0.016,0.467
-0.045,0.440
0.058,0.439
0.076,0.476
-0.013,0.429
0.096,0.504
0.139,0.634
0.067,0.501
-0.027,0.427
-0.133,0.596
-0.160,0.585
0.116,0.543
-0.067,0.464
0.005,0.416
0.043,0.447
-0.043,0.436
-0.033,0.448
0.020,0.427
0.038,0.439
0.007,0.483
0.003,0.520
0.100,0.539
-0.052,0.451
-0.024,0.408
-0.005,0.414
0.031,0.430
0.011,0.522
-0.035,0.422
-0.303,0.598
0.232,0.574
0.104,0.483
0.010,0.496
0.053,0.460
-0.092,0.651
-0.304,0.593
-0.067,0.508
0.136,0.511
0.007,0.475
0.157,0.555
-0.195,0.571
0.154,0.617
0.074,0.592
-0.011,0.389
0.063,0.594
0.038,0.425
0.029,0.619
0.045,0.451
0.006,0.424
-0.226,0.562
-0.022,0.401
-0.004,0.549
0.098,0.479
0.124,0.545
0.020,0.477
0.032,0.412
-0.024,0.618
0.004,0.401
-0.016,0.427
-0.031,0.409
0.335,0.647
0.014,0.531
-0.006,0.387
-0.135,0.571
0.042,0.467
-0.020,0.408
0.137,0.553
0.067,0.516
0.057,0.482
-0.037,0.426
0.051,0.440
-0.042,0.505
0.078,0.461
-0.054,0.446
-0.014,0.392
-0.048,0.474
0.042,0.421
-0.000,0.390
-0.119,0.542
0.034,0.431
0.189,0.629
-0.067,0.459
0.004,0.397
-0.027,0.421
0.073,0.482
-0.090,0.471
0.030,0.427
0.008,0.395
0.029,0.416
-0.103,0.545
0.106,0.567
-0.077,0.585
0.000,0.396
0.117,0.494
0.022,0.403
0.007,0.388
0.169,0.646
0.019,0.405
0.248,0.593
0.203,0.608
-0.011,0.391
-0.018,0.411
-0.314,0.636
0.067,0.449
-0.029,0.443
0.013,0.393
0.055,0.560
-0.040,0.419
0.029,0.405
0.022,0.584
0.030,0.462
-0.107,0.603
0.012,0.451
-0.009,0.393
0.024,0.473
0.006,0.435
0.027,0.469
-0.355,0.589
-0.097,0.502
0.046,0.454
-0.003,0.408
-0.055,0.477
-0.046,0.510
0.140,0.537
-0.168,0.530
-0.068,0.457
-0.010,0.397
-0.458,0.611
0.279,0.599
-0.286,0.613
-0.012,0.390
0.139,0.521
0.385,0.606
-0.267,0.581
0.031,0.408
-0.009,0.410
-0.061,0.459
-0.017,0.395
0.029,0.412
-0.063,0.496
-0.002,0.527
0.091,0.511
-0.129,0.644
-0.077,0.461
-0.390,0.594
0.074,0.461
-0.287,0.587
0.069,0.461
0.001,0.577
-0.060,0.538
0.009,0.391
-0.013,0.391
-0.085,0.487
0.012,0.413
0.208,0.549
0.070,0.453
-0.058,0.448
-0.073,0.470
-0.049,0.431
-0.062,0.473
-0.018,0.552
0.029,0.411
-0.030,0.460
-0.026,0.482
-0.013,0.399
0.175,0.646
0.029,0.414
0.037,0.420
0.107,0.492
-0.262,0.590
0.006,0.389
0.019,0.405
-0.005,0.387
-0.088,0.471
0.048,0.464
0.146,0.619
-0.134,0.530
0.040,0.502
-0.147,0.556
0.010,0.431
-0.044,0.471
-0.005,0.388
0.031,0.461
0.072,0.493
0.106,0.514
0.012,0.393
0.005,0.651
0.022,0.401
-0.068,0.452
-0.108,0.594
-0.043,0.519
0.180,0.576
0.061,0.497
0.044,0.426
-0.156,0.603
0.050,0.430
0.091,0.615
-0.005,0.387
-0.004,0.432
-0.019,0.641
0.130,0.547
-0.003,0.399
-0.119,0.629
0.007,0.438
0.009,0.448
0.152,0.546
0.025,0.451
-0.105,0.567
-0.008,0.541
0.000,0.390
-0.024,0.412
0.087,0.468
0.103,0.513
0.190,0.544
-0.083,0.482
-0.120,0.530
-0.167,0.561
0.002,0.511
-0.054,0.559
0.035,0.417
0.296,0.645
-0.005,0.398
0.188,0.611
0.024,0.460
0.057,0.440
0.029,0.496
0.026,0.485
-0.235,0.572
0.099,0.481
-0.066,0.639
0.002,0.477
-0.003,0.403
-0.008,0.393
-0.007,0.388
-0.056,0.459
0.040,0.509
-0.016,0.408
-0.490,0.607
-0.100,0.590
0.063,0.448
0.200,0.566
-0.037,0.459
-0.119,0.497
0.051,0.498
-0.039,0.417
0.064,0.458
0.024,0.431
0.091,0.474
-0.047,0.430
0.057,0.627
-0.127,0.559
0.164,0.664
-0.000,0.406
-0.013,0.397
-0.058,0.477
-0.218,0.682
0.106,0.490
0.063,0.501
-0.074,0.535
