x,y
-0.684,1.879
-0.676,1.859
-0.668,1.839
-0.660,1.820
-0.650,1.801
-0.641,1.783
-0.631,1.765
-0.620,1.748
-0.610,1.731
-0.599,1.714
-0.587,1.698
-0.575,1.683
-0.563,1.667
-0.551,1.653
-0.538,1.639
-0.526,1.625
-0.513,1.611
-0.499,1.599
-0.486,1.586
-0.472,1.574
-0.458,1.563
-0.444,1.551
-0.430,1.541
-0.415,1.530
-0.401,1.521
-0.386,1.511
-0.371,1.502
-0.356,1.493
-0.341,1.485
-0.326,1.477
-0.310,1.470
-0.295,1.463
-0.279,1.456
-0.264,1.450
-0.248,1.444
-0.233,1.439
-0.217,1.433
-0.201,1.429
-0.185,1.424
-0.169,1.420
-0.153,1.417
-0.137,1.413
-0.121,1.411
-0.105,1.408
-0.089,1.406
-0.073,1.404
-0.057,1.403
-0.040,1.402
-0.024,1.401
-0.008,1.400
0.008,1.400
0.024,1.401
0.040,1.402
0.057,1.403
0.073,1.404
0.089,1.406
0.105,1.408
0.121,1.411
0.137,1.413
0.153,1.417
0.169,1.420
0.185,1.424
0.201,1.429
0.217,1.433
0.233,1.439
0.248,1.444
0.264,1.450
0.279,1.456
0.295,1.463
0.310,1.470
0.326,1.477
0.341,1.485
0.356,1.493
0.371,1.502
0.386,1.511
0.401,1.521
0.415,1.530
0.430,1.541
0.444,1.551
0.458,1.563
0.472,1.574
0.486,1.586
0.499,1.599
0.513,1.611
0.526,1.625
0.538,1.639
0.551,1.653
0.563,1.667
0.575,1.683
0.587,1.698
0.599,1.714
0.610,1.731
0.620,1.748
0.631,1.765
0.641,1.783
0.650,1.801
0.660,1.820
0.668,1.839
0.676,1.859
0.684,1.879
