BV	M
0.666	6.207
0.666	10.799
0.666	3.017
0.667	4.294
0.667	8.625
0.667	3.825
0.667	3.592
0.668	5.455
0.668	4.831
0.668	5.872
0.668	7.122
0.669	5.594
0.669	-0.369
0.669	6.300
0.669	4.578
0.670	2.599
0.670	3.720
0.670	-1.633
0.670	5.733
0.670	-0.819
0.670	6.102
0.670	3.315
0.670	1.451
0.670	4.480
0.671	4.719
0.671	4.991
0.671	4.202
0.671	5.288
0.671	9.517
0.672	3.438
0.672	4.087
0.672	5.127
0.672	4.377
0.673	2.503
0.673	5.998
0.673	4.905
0.673	-0.178
0.674	10.914
0.674	-1.460
0.675	3.902
0.675	5.813
0.675	6.457
0.675	3.525
0.676	2.754
0.676	5.403
0.676	-1.078
0.676	5.498
0.677	0.619
0.677	11.078
0.677	4.811
0.677	5.219
0.677	3.175
0.678	5.658
0.678	3.088
0.678	4.267
0.678	6.251
0.678	5.895
0.678	-1.873
0.678	6.359
0.679	3.762
0.679	3.273
0.679	6.552
0.679	11.248
0.679	4.665
0.679	3.991
0.680	4.439
0.680	-2.200
0.680	1.915
0.680	6.081
0.681	4.965
0.681	5.050
0.681	4.568
0.681	7.555
0.681	4.127
0.681	-2.766
0.681	5.312
0.682	2.876
0.682	5.575
0.683	5.760
0.683	6.731
0.683	4.343
0.683	2.624
0.683	3.421
0.684	5.151
0.684	-5.017
0.684	5.963
0.684	-3.143
0.685	3.893
0.685	2.226
0.685	4.760
0.686	5.447
0.686	4.857
0.686	6.153
0.687	4.203
0.687	3.601
0.687	5.680
0.688	4.629
0.688	5.848
0.688	4.045
0.688	3.263
0.688	-0.803
0.688	3.080
0.688	6.319
0.689	2.509
0.689	2.722
0.690	4.469
0.690	5.230
0.690	4.996
0.690	3.691
0.691	5.357
0.691	3.795
0.691	10.783
0.691	6.530
0.691	5.523
0.692	4.297
0.692	6.433
0.692	6.025
0.692	1.680
0.692	2.909
0.693	5.929
0.693	2.352
0.693	5.132
0.693	2.998
0.694	2.181
0.694	3.540
0.694	-1.581
0.694	3.455
0.694	6.216
0.694	-1.045
0.694	3.182
0.694	8.999
0.695	8.360
0.695	4.808
0.695	5.616
0.695	5.780
0.695	4.700
0.695	-0.241
0.696	1.871
0.696	4.547
0.696	3.871
0.696	3.984
0.696	4.906
0.697	5.451
0.697	2.648
0.697	3.369
0.697	4.192
0.698	5.697
0.699	5.283
0.699	4.349
0.700	5.028
0.700	5.883
0.700	5.542
0.701	4.057
0.701	6.290
0.701	6.051
0.701	6.157
0.701	5.199
0.702	4.628
0.702	-1.125
0.703	0.873
0.703	2.515
0.703	4.434
0.704	3.793
0.704	3.913
0.704	4.735
0.704	6.426
0.705	2.046
0.705	11.533
0.705	5.364
0.705	5.623
0.705	5.793
0.705	3.060
0.705	4.952
0.705	3.664
0.706	6.613
0.706	5.976
0.706	2.784
0.706	4.553
0.706	8.017
0.707	2.593
0.707	4.223
0.707	-1.952
0.707	6.507
0.707	5.448
0.708	4.832
0.708	5.099
0.709	6.337
0.709	6.803
0.709	3.990
0.710	3.368
0.710	6.108
0.710	5.896
0.710	5.550
0.711	4.093
0.711	4.359
0.711	5.266
0.712	3.184
0.712	2.708
0.712	6.251
0.712	4.479
0.713	4.675
0.713	2.289
0.713	3.724
0.714	4.903
0.714	3.870
0.714	5.171
0.714	6.029
0.715	4.758
0.715	5.689
0.715	5.379
0.715	2.100
0.716	-1.112
0.716	5.803
0.716	8.338
0.716	5.475
0.716	4.279
0.716	3.591
0.716	5.044
0.717	4.189
0.717	4.598
0.718	3.272
0.718	6.170
0.718	5.599
0.718	5.931
0.719	6.626
0.719	12.799
0.719	0.508
0.719	-0.911
0.719	6.349
0.719	3.023
0.720	10.443
0.720	3.450
0.720	2.757
0.720	4.058
0.721	-0.440
0.721	4.409
0.721	4.822
0.721	6.542
0.721	3.793
0.721	2.565
0.722	5.259
0.722	6.797
0.722	3.134
0.722	4.960
0.722	6.712
0.722	6.449
0.723	4.700
0.723	6.262
0.723	4.522
0.724	7.046
0.724	5.733
0.724	4.323
0.725	12.894
0.726	5.414
0.726	6.038
0.726	3.884
0.726	5.879
0.727	5.188
0.727	3.333
0.727	5.101
0.728	5.522
0.728	3.499
0.728	4.107
0.728	3.611
0.728	2.369
0.728	2.625
0.729	6.896
0.729	-0.813
0.729	1.494
0.730	5.658
0.730	6.134
0.730	4.457
0.730	5.307
0.730	-0.484
0.730	4.861
0.730	4.236
0.731	4.749
0.731	3.808
0.731	6.373
0.731	4.018
0.732	5.791
0.732	4.966
0.732	0.745
0.732	6.601
0.732	6.218
0.732	4.562
0.732	6.465
0.733	2.516
0.734	5.983
0.734	4.646
0.734	6.743
0.735	5.450
0.735	0.036
0.735	4.332
0.735	2.771
0.735	1.889
0.736	3.427
0.736	8.136
0.736	1.080
0.736	5.576
0.736	3.247
0.737	5.714
0.737	3.953
0.737	5.872
0.737	7.028
0.737	6.864
0.738	5.228
0.738	5.065
0.739	3.685
0.739	6.090
0.739	4.799
0.739	4.103
0.739	3.348
0.740	2.389
0.740	3.533
0.741	5.352
0.741	4.705
0.741	6.379
0.742	4.538
0.743	-0.394
0.743	6.281
0.743	4.934
0.743	3.802
0.743	7.364
0.744	6.557
0.744	6.187
0.744	3.054
0.744	5.642
0.745	5.804
0.745	5.987
0.745	-1.898
0.745	4.243
0.745	2.296
0.745	5.546
0.746	12.576
0.746	6.658
0.746	6.776
0.747	5.172
0.747	-2.456
0.747	4.057
0.747	-1.622
0.748	7.747
0.748	4.386
0.748	5.451
0.748	9.343
0.748	7.219
0.749	6.084
0.749	5.883
0.749	3.690
0.749	3.893
0.750	2.815
0.750	4.739
0.750	6.478
0.751	5.717
0.752	-2.067
0.752	11.278
0.752	6.370
0.752	2.682
0.752	5.313
0.752	5.048
0.752	6.592
0.752	7.044
0.753	6.260
0.753	4.922
0.753	4.641
0.754	3.062
0.754	6.719
0.754	5.623
0.755	4.834
0.755	4.197
0.755	5.966
0.755	12.029
0.755	3.360
0.755	5.503
0.755	1.878
0.756	6.140
0.756	4.314
0.756	5.189
0.756	4.456
0.756	5.836
0.757	2.092
0.757	4.077
0.758	7.135
0.758	8.794
0.758	6.878
0.758	3.721
0.759	6.509
0.759	2.509
0.759	3.449
0.759	2.397
0.760	7.245
0.760	-0.736
0.760	6.988
0.760	13.633
0.760	3.829
0.760	6.046
0.760	5.371
0.761	6.212
0.761	6.659
0.761	6.369
0.762	3.272
0.762	4.763
0.762	2.793
0.762	7.553
0.762	-0.557
0.763	5.070
0.763	6.757
0.763	5.591
0.763	4.661
0.764	2.022
0.765	4.360
0.765	4.526
0.765	5.726
0.765	3.358
0.765	5.936
0.765	4.266
0.766	6.292
0.766	2.684
0.766	9.829
0.766	-0.380
0.766	6.143
0.766	4.058
0.767	3.937
0.768	7.439
0.768	5.204
0.768	4.918
0.768	6.571
0.768	7.048
0.769	6.466
0.769	3.013
0.769	7.747
0.769	4.174
0.769	-1.986
0.769	-1.629
0.770	12.020
0.770	3.170
0.770	5.510
0.770	5.862
0.770	4.719
0.770	3.782
0.771	1.408
0.771	-0.780
0.771	6.672
0.771	11.033
0.772	4.600
0.772	4.436
0.772	3.618
0.772	6.018
0.772	6.894
0.772	6.760
0.772	6.212
0.773	5.015
0.773	5.775
0.773	5.131
0.773	12.543
0.774	-0.491
0.775	4.309
0.775	3.861
0.775	5.321
0.775	0.831
0.775	5.672
0.775	3.416
0.776	2.834
0.776	3.267
0.776	6.314
0.776	12.707
0.777	1.679
0.777	6.535
0.778	5.222
0.778	5.584
0.778	5.945
0.778	0.438
0.779	6.439
0.779	6.112
0.780	-1.190
0.780	3.109
0.780	2.703
0.780	4.874
0.780	4.545
0.780	0.299
0.781	7.103
0.781	4.687
0.782	6.236
0.782	6.983
0.782	5.027
0.782	6.716
0.782	4.260
0.782	4.376
0.782	3.519
0.783	5.741
0.783	3.346
0.783	3.675
0.783	2.503
0.783	6.872
0.783	5.483
0.783	4.167
0.784	4.014
0.784	11.790
0.784	5.868
0.785	-3.388
0.786	3.890
0.786	3.754
0.786	7.920
0.787	6.337
0.787	5.292
0.787	2.581
0.787	6.553
0.787	5.612
0.787	1.715
0.788	5.947
0.788	1.019
0.788	1.989
0.788	6.154
0.789	4.925
0.789	4.438
0.789	6.034
0.789	-1.040
0.789	3.265
0.789	7.646
0.791	6.811
0.791	5.809
0.791	9.133
0.791	6.671
0.791	1.576
0.791	6.454
0.792	4.519
0.792	5.517
0.792	6.959
0.792	3.659
0.792	5.105
0.793	11.934
0.793	1.457
0.793	4.825
0.793	3.129
0.793	4.000
0.793	2.673
0.793	4.120
0.794	2.353
0.794	2.942
0.794	1.221
0.794	6.248
0.794	-0.194
0.794	-1.778
0.795	5.221
0.795	4.277
0.795	4.650
0.796	3.569
0.796	-0.020
0.796	5.898
0.796	2.091
0.797	-0.895
0.797	6.371
0.798	6.558
0.798	5.451
0.798	2.256
0.798	5.327
0.798	3.317
0.798	6.083
0.799	0.492
0.799	4.988
0.799	7.047
0.799	6.713
0.800	5.773
0.800	6.855
0.800	12.677
0.800	4.202
0.800	2.483
0.800	5.673
0.801	7.443
0.801	5.570
0.802	4.343
0.802	3.032
0.802	3.813
0.803	4.075
0.803	5.110
0.804	7.301
0.804	4.498
0.804	6.212
0.805	1.697
0.805	6.008
0.805	3.572
0.805	2.404
0.805	6.313
0.806	3.464
0.806	-0.724
0.806	6.596
0.807	3.945
0.807	6.463
0.807	5.912
0.807	6.114
0.807	1.873
0.807	7.179
0.808	6.753
0.809	5.745
0.809	-1.557
0.809	2.574
0.809	5.374
0.810	3.344
0.810	4.631
0.810	4.826
0.810	0.240
0.810	7.002
0.810	10.702
0.810	-0.568
0.810	0.923
0.810	2.724
0.811	6.885
0.812	5.210
0.812	3.038
0.812	-0.963
0.813	6.678
0.813	3.723
0.813	-1.919
0.813	3.258
0.813	1.569
0.813	4.348
0.814	4.498
0.814	-0.084
0.814	6.180
0.815	6.561
0.815	5.996
0.815	3.566
0.815	7.406
0.815	6.401
0.815	-0.449
0.816	4.005
0.816	4.161
0.816	11.400
0.816	3.843
0.817	6.306
0.817	6.090
0.817	5.865
0.817	7.219
0.818	0.125
0.818	1.247
0.818	7.059
0.818	5.530
0.818	5.321
0.819	2.176
0.819	7.621
0.819	5.747
0.819	5.042
0.819	0.642
0.819	6.840
0.820	6.945
0.820	-0.894
0.820	6.747
0.820	6.476
0.821	2.576
0.821	4.592
0.821	3.314
0.822	5.639
0.822	4.233
0.823	1.152
0.823	3.224
0.823	4.747
0.824	2.836
0.824	1.966
0.825	7.121
0.825	4.109
0.825	5.410
0.825	7.303
0.825	1.641
0.825	6.209
0.825	3.080
0.825	3.959
0.825	3.733
0.825	6.003
0.825	10.116
0.826	6.562
0.826	2.947
0.826	1.349
0.826	1.067
0.827	6.682
0.827	5.498
0.827	6.414
0.827	5.827
0.827	3.534
0.828	1.888
0.828	6.124
0.828	6.879
0.828	2.182
0.828	7.656
0.829	13.279
0.829	6.324
0.829	0.104
0.829	-0.328
0.830	3.359
0.830	6.982
0.830	4.985
0.831	2.360
0.831	5.918
0.831	4.191
0.832	5.626
0.832	0.192
0.832	4.805
0.833	6.773
0.833	-2.595
0.833	4.023
0.833	3.165
0.833	6.511
0.834	7.405
0.835	2.442
0.835	7.312
0.835	3.698
0.835	-0.555
0.835	3.080
0.835	7.112
0.836	4.495
0.836	4.911
0.836	6.002
0.837	1.291
0.837	-0.811
0.837	3.885
0.837	6.091
0.837	5.529
0.838	0.652
0.838	6.279
0.838	4.337
0.838	3.617
0.838	-2.899
0.838	6.889
0.838	1.941
0.838	1.502
0.838	3.492
0.838	3.398
0.839	2.535
0.839	6.647
0.840	5.412
0.840	-0.063
0.841	4.583
0.841	6.978
0.841	9.317
0.841	5.746
0.842	0.567
0.842	5.892
0.842	2.285
0.842	6.422
0.842	11.255
0.842	6.186
0.842	-2.249
0.843	6.816
0.843	4.159
0.843	4.701
0.843	3.825
0.844	-1.993
0.844	-1.232
0.844	6.519
0.844	0.472
0.844	8.581
0.844	3.684
0.845	3.138
0.845	2.112
0.845	7.088
0.846	5.240
0.846	7.291
0.846	3.922
0.847	3.245
0.847	6.037
0.847	6.713
0.847	7.377
0.848	1.050
0.848	7.475
0.848	2.732
0.848	6.918
0.848	5.354
0.848	9.177
0.848	3.552
0.849	6.123
0.849	1.222
0.849	4.231
0.849	1.959
0.849	6.626
0.849	14.117
0.850	4.799
0.850	-0.634
0.850	3.011
0.850	-0.483
0.850	-1.136
0.850	3.364
0.851	6.340
0.851	7.165
0.851	1.424
0.851	2.558
0.851	2.342
0.852	7.012
0.852	-0.983
0.852	2.857
0.852	7.549
0.853	5.537
0.853	6.239
0.853	4.597
0.853	6.834
0.853	6.503
0.854	5.749
0.854	4.029
0.854	4.464
0.854	2.427
0.855	7.699
0.855	7.820
0.855	3.876
0.855	1.639
0.856	4.936
0.857	7.344
0.857	6.716
0.857	6.398
0.857	1.271
0.858	4.358
0.858	5.668
0.858	5.195
0.858	0.539
0.858	1.364
0.858	1.167
0.858	5.990
0.858	-0.857
0.858	1.515
0.859	3.640
0.859	3.240
0.859	7.091
0.860	5.025
0.860	6.582
0.860	3.015
0.860	-1.894
0.861	0.796
0.861	3.805
0.861	0.328
0.861	1.886
0.861	4.850
0.861	6.311
0.862	0.440
0.862	4.121
0.862	0.632
0.863	6.853
0.863	7.176
0.863	3.492
0.863	5.114
0.864	4.445
0.864	7.635
0.864	0.984
0.864	-1.069
0.864	3.721
0.864	6.661
0.864	2.096
0.864	2.907
0.865	3.360
0.865	4.619
0.865	7.476
0.866	-2.320
0.866	1.796
0.866	6.995
0.866	0.112
0.866	5.436
0.867	1.621
0.867	6.034
0.867	2.435
0.867	4.298
0.867	3.893
0.868	6.411
0.868	5.945
0.868	6.217
0.868	6.496
0.868	0.252
0.868	12.047
0.869	1.507
0.870	1.056
0.870	1.377
0.870	1.150
0.870	4.190
0.870	3.429
0.870	-1.246
0.871	2.795
0.871	11.957
0.871	0.409
0.872	6.334
0.872	6.901
0.872	-0.465
0.872	0.866
0.873	7.070
0.873	2.982
0.873	1.909
0.873	6.804
0.873	3.195
0.873	3.518
0.873	7.308
0.873	5.877
0.873	7.154
0.874	7.656
0.874	2.712
0.874	4.890
0.874	7.767
0.874	-2.733
0.875	3.088
0.875	2.544
0.875	7.935
0.875	13.919
0.875	6.067
0.876	2.082
0.876	3.819
0.876	1.298
0.876	1.743
0.876	0.740
0.877	6.682
0.877	6.467
0.878	1.613
0.878	3.329
0.878	8.301
0.878	7.228
0.879	0.624
0.879	6.552
0.879	5.973
0.879	2.214
0.879	3.630
0.879	1.381
0.880	2.876
0.880	5.281
0.880	1.988
0.881	6.356
0.882	1.865
0.882	4.572
0.882	7.409
0.882	3.012
0.882	1.474
0.882	7.077
0.882	3.750
0.882	6.971
0.883	4.021
0.883	-0.620
0.883	3.154
0.883	7.567
0.883	0.939
0.884	2.576
0.884	6.766
0.884	1.184
0.884	2.702
0.884	0.420
0.884	9.920
0.884	6.138
0.885	7.160
0.885	6.851
0.885	3.246
0.885	0.152
0.885	-0.407
0.885	4.675
0.886	5.773
0.886	4.775
0.886	2.127
0.886	1.738
0.887	4.122
0.887	2.454
0.887	8.356
0.887	6.602
0.888	3.512
0.888	5.053
0.888	11.122
0.888	1.046
0.888	0.854
0.888	6.688
0.889	-0.268
0.889	3.917
0.889	6.515
0.889	1.605
0.889	0.328
0.889	7.344
0.890	1.410
0.890	6.327
0.891	4.311
0.891	7.010
0.891	6.238
0.891	2.811
0.892	2.253
0.892	7.674
0.892	2.355
0.892	2.039
0.893	2.630
0.893	1.129
0.893	2.984
0.893	0.958
0.893	3.790
0.893	0.544
0.894	-0.807
0.894	4.599
0.894	4.202
0.894	5.135
0.894	7.223
0.894	6.917
0.895	3.378
0.895	6.798
0.895	1.695
0.895	7.513
0.895	1.230
0.896	3.194
0.896	1.485
0.896	3.078
0.896	0.457
0.897	4.085
0.897	3.509
0.897	7.091
0.897	2.154
0.897	0.027
0.898	1.780
0.898	6.598
0.898	4.743
0.899	7.338
0.899	4.354
0.899	1.954
0.899	3.925
0.899	0.164
0.899	5.822
0.900	2.857
0.900	1.602
0.901	3.298
0.901	1.863
0.901	0.671
0.901	0.882
0.901	6.394
0.902	6.699
0.902	3.690
0.902	2.405
0.902	1.014
0.902	4.857
0.902	1.410
0.902	0.778
0.902	2.288
0.903	0.273
0.903	7.727
0.903	9.597
0.904	4.210
0.904	4.427
0.904	7.250
0.904	6.933
0.905	5.935
0.905	1.260
0.905	2.748
0.905	1.690
0.905	3.050
0.905	0.579
0.906	2.198
0.906	4.036
0.906	7.575
0.906	1.131
0.906	3.496
0.906	6.552
0.907	-1.303
0.907	-0.007
0.907	1.490
0.907	2.586
0.907	7.091
0.907	-0.513
0.907	5.107
0.908	4.624
0.908	4.527
0.908	2.489
0.909	-0.173
0.909	1.975
0.910	7.478
0.910	6.210
0.910	0.921
0.910	6.864
0.910	6.321
0.910	3.291
0.910	0.504
0.910	0.398
0.911	1.848
0.911	3.812
0.911	0.225
0.911	7.309
0.911	2.099
0.912	7.198
0.912	1.634
0.912	1.028
0.913	3.602
0.913	2.365
0.913	3.929
0.913	6.447
0.913	7.711
0.913	2.808
0.914	1.737
0.915	0.683
0.915	3.720
0.915	6.992
0.915	1.546
0.915	2.265
0.915	2.900
0.915	1.270
0.915	3.371
0.915	4.137
0.915	4.020
0.916	4.316
0.916	7.409
0.917	4.736
0.917	7.101
0.917	2.029
0.917	1.915
0.917	1.119
0.917	3.041
0.918	-2.706
0.918	9.307
0.918	2.716
0.918	0.834
0.919	6.699
0.919	2.153
0.919	0.364
0.920	7.269
0.920	2.583
0.920	6.384
0.920	4.426
0.921	3.478
0.921	1.348
0.921	6.834
0.921	13.017
0.921	0.453
0.921	-2.280
0.921	1.805
0.921	1.617
0.922	0.934
0.922	11.385
0.922	4.521
0.922	2.464
0.922	0.744
0.923	-0.663
0.923	3.197
0.923	3.928
0.924	1.499
0.924	7.176
0.924	4.902
0.924	2.343
0.924	7.467
0.924	3.665
0.925	1.232
0.925	8.150
0.925	6.540
0.925	1.967
0.925	1.700
0.925	2.930
0.925	7.039
0.926	0.642
0.926	2.212
0.926	3.778
0.926	0.297
0.927	2.782
0.927	1.089
0.927	4.328
0.927	-0.817
0.928	6.636
0.928	2.124
0.928	6.745
0.929	7.871
0.929	1.309
0.929	3.526
0.929	3.058
0.929	2.561
0.930	1.432
0.930	4.098
0.930	6.862
0.930	7.286
0.930	3.335
0.930	1.782
0.931	5.321
0.931	1.890
0.931	1.166
0.931	1.551
0.932	0.080
0.932	-0.055
0.932	7.114
0.933	2.021
0.933	-0.378
0.933	4.222
0.933	2.661
0.933	7.721
0.933	0.862
0.934	2.849
0.934	7.405
0.934	6.991
0.934	6.356
0.934	2.451
0.935	1.636
0.935	0.981
0.935	8.158
0.936	7.627
0.936	4.969
0.936	2.946
0.936	0.537
0.936	3.829
0.936	3.117
0.937	6.607
0.937	2.323
0.938	1.257
0.938	0.776
0.938	4.702
0.938	3.223
0.939	1.831
0.939	3.525
0.939	7.246
0.940	1.482
0.940	4.015
0.940	6.811
0.940	2.752
0.940	0.677
0.940	2.140
0.940	1.136
0.941	7.551
0.941	-0.044
0.941	7.086
0.942	1.343
0.942	2.628
0.942	0.090
0.942	1.044
0.942	4.494
0.943	-0.615
0.943	3.382
0.943	6.385
0.943	1.937
0.944	1.681
0.944	2.036
0.944	4.308
0.944	7.379
0.945	1.581
0.945	3.792
0.945	6.946
0.946	6.582
0.947	0.569
0.947	2.833
0.947	0.849
0.947	2.394
0.947	4.123
0.947	0.465
0.947	8.072
0.948	3.115
0.948	1.422
0.948	2.237
0.948	6.686
0.948	2.702
0.948	3.286
0.948	8.185
0.949	0.937
0.949	4.562
0.949	3.008
0.949	2.544
0.949	1.825
0.950	7.043
0.950	1.510
0.950	3.914
0.950	7.719
0.951	7.158
0.951	2.912
0.951	1.233
0.951	7.499
0.951	9.393
0.951	6.323
0.951	2.130
0.951	0.762
0.951	1.112
0.951	1.742
0.952	1.992
0.952	3.691
0.952	7.985
0.952	7.623
0.952	7.315
0.952	6.515
0.953	3.201
0.953	6.835
0.953	1.341
0.954	2.457
0.954	3.826
0.954	7.814
0.954	1.587
0.955	7.415
0.955	4.183
0.955	3.591
0.956	6.613
0.956	4.621
0.956	3.418
0.957	4.457
0.957	1.431
0.957	0.899
0.957	1.674
0.957	2.240
0.957	2.688
0.957	2.337
0.957	6.948
0.958	-1.597
0.958	7.212
0.958	1.911
0.958	1.037
0.958	-1.795
0.958	3.082
0.958	0.604
0.958	2.964
0.959	0.482
0.959	2.054
0.959	1.805
0.960	3.312
0.960	7.715
0.960	0.313
0.961	6.071
0.961	5.481
0.961	1.281
0.961	3.964
0.961	7.552
0.961	1.512
0.961	-0.157
0.961	7.028
0.962	2.825
0.962	8.733
0.962	6.719
0.962	1.141
0.962	4.048
0.962	2.165
0.963	0.134
0.963	7.927
0.964	2.579
0.964	7.454
0.964	3.480
0.965	2.396
0.965	0.818
0.966	3.661
0.966	2.289
0.966	2.738
0.967	3.174
0.967	3.052
0.967	1.343
0.967	2.014
0.968	0.696
0.968	1.663
0.968	0.547
0.968	6.829
0.968	3.783
0.968	8.037
0.968	1.754
0.968	7.648
0.969	7.831
0.969	1.848
0.969	4.491
0.969	0.997
0.969	2.902
0.969	2.472
0.969	3.266
0.969	-0.003
0.970	3.579
0.970	7.525
0.970	1.222
0.971	4.101
0.971	0.453
0.971	1.481
0.971	6.155
0.971	7.251
0.971	2.654
0.972	3.952
0.972	13.857
0.972	1.934
0.972	2.104
0.972	6.562
0.972	-0.325
0.973	6.459
0.973	1.089
0.973	0.239
0.974	7.428
0.974	2.344
0.974	2.189
0.975	8.313
0.976	7.698
0.976	3.700
0.977	0.831
0.977	0.065
0.977	3.471
0.977	1.792
0.977	7.919
0.977	3.330
0.977	7.181
0.977	1.662
0.978	7.055
0.978	2.936
0.978	6.883
0.978	2.270
0.979	1.542
0.979	8.071
0.979	1.366
0.979	-2.952
0.979	1.990
0.980	0.949
0.980	3.583
0.980	2.732
0.980	1.153
0.980	1.270
0.980	1.457
0.980	1.872
0.981	3.178
0.981	4.341
0.981	7.368
0.981	7.519
0.981	2.631
0.982	2.127
0.982	3.980
0.982	2.421
0.982	2.537
0.983	8.215
0.983	0.532
0.983	0.653
0.983	-0.127
0.983	6.749
0.983	6.490
0.984	7.265
0.984	7.751
0.985	4.706
0.985	4.233
0.985	6.655
0.985	2.840
0.986	1.757
0.986	3.742
0.986	3.022
0.987	1.587
0.987	1.930
0.988	2.934
0.988	0.866
0.988	3.299
0.988	7.851
0.988	3.896
0.988	4.820
0.989	2.046
0.989	1.331
0.989	3.554
0.989	0.752
0.989	2.230
0.990	7.506
0.990	4.337
0.990	5.039
0.991	4.006
0.991	1.420
0.991	7.654
0.992	1.855
0.992	2.650
0.992	1.679
0.992	2.432
0.992	8.108
0.992	2.774
0.993	1.183
0.993	3.220
0.993	0.599
0.993	1.096
0.993	-0.405
0.994	0.043
0.994	3.788
0.994	2.324
0.994	2.550
0.994	0.507
0.995	3.101
0.995	2.879
0.995	8.018
0.996	3.405
0.996	9.180
0.996	4.587
0.996	4.125
0.996	7.896
0.996	1.564
0.997	2.096
0.997	2.003
0.998	1.350
0.998	0.905
0.999	3.910
0.999	7.032
0.999	8.733
0.999	1.791
1.000	0.746
1.000	2.208
1.000	0.995
1.000	7.811
1.000	7.475
1.001	3.658
1.001	7.380
1.001	3.169
1.001	4.014
1.001	7.236
1.001	1.648
1.001	-1.805
1.002	1.926
1.002	1.253
1.002	2.498
1.002	1.467
1.002	13.636
1.002	2.974
1.002	2.698
1.002	8.101
1.002	2.371
1.002	11.842
1.003	7.723
1.003	0.639
1.003	4.694
1.003	0.419
1.003	7.600
1.004	3.277
1.004	1.089
1.005	12.317
1.006	3.380
1.007	7.964
1.007	5.022
1.007	4.130
1.007	3.488
1.007	-0.261
1.007	3.090
1.007	6.653
1.007	2.020
1.008	1.346
1.008	2.302
1.008	2.106
1.008	1.558
1.008	2.590
1.008	3.882
1.009	2.438
1.009	3.743
1.009	1.853
1.009	-1.302
1.009	1.700
1.009	3.593
1.010	7.422
1.010	1.019
1.010	7.156
1.010	1.219
1.011	2.822
1.011	2.930
1.011	2.218
1.012	7.014
1.012	8.112
1.012	0.886
1.013	8.289
1.013	1.943
1.013	3.988
1.013	3.248
1.015	2.367
1.015	1.498
1.015	0.805
1.015	3.439
1.015	1.616
1.015	7.313
1.015	2.648
1.016	2.506
1.016	1.409
1.016	5.085
1.016	2.747
1.016	1.787
1.016	4.660
1.016	8.010
1.016	6.831
1.017	1.143
1.017	2.025
1.017	-0.073
1.018	-1.413
1.018	0.473
1.018	4.108
1.018	3.335
1.018	0.679
1.019	6.696
1.019	0.010
1.019	7.691
1.019	2.134
1.019	3.568
1.020	4.765
1.020	4.257
1.020	1.254
1.020	1.687
1.021	2.837
1.021	1.046
1.021	1.861
1.021	5.526
1.021	2.271
1.022	3.066
1.022	7.491
1.022	-0.382
1.022	3.200
1.023	2.444
1.023	12.872
1.024	3.865
1.024	2.579
1.024	-1.586
1.024	3.704
1.024	1.586
1.024	2.691
1.024	1.961
1.025	-0.835
1.025	3.412
1.026	1.327
1.026	12.044
1.026	1.485
1.026	2.055
1.027	2.355
1.027	7.880
1.027	2.954
1.027	1.779
1.027	4.051
1.028	0.155
1.028	5.255
1.028	0.961
1.028	0.707
1.028	3.316
1.029	8.401
1.029	3.609
1.030	4.164
1.030	1.179
1.030	1.686
1.030	2.244
1.031	7.550
1.031	2.145
1.031	0.486
1.031	8.179
1.031	3.133
1.031	0.626
1.032	1.909
1.032	2.795
1.032	1.055
1.032	7.948
1.033	2.883
1.033	0.790
1.033	2.545
1.033	7.268
1.033	7.727
1.034	3.804
1.034	2.434
1.034	8.652
1.035	1.256
1.035	0.252
1.035	0.885
1.035	1.344
1.035	2.020
1.035	2.715
1.035	2.324
1.035	3.006
1.036	-0.133
1.036	3.502
1.036	3.409
1.036	1.487
1.037	3.219
1.037	1.612
1.037	1.745
1.037	3.988
1.037	6.939
1.038	4.777
1.038	-0.001
1.038	7.838
1.038	-1.632
1.039	1.828
1.039	0.337
1.039	5.424
1.039	8.113
1.039	7.390
1.039	7.608
1.040	1.160
1.040	3.709
1.040	2.185
1.040	3.087
1.041	2.094
1.041	6.682
1.041	3.615
1.041	5.094
1.042	4.166
1.042	8.574
1.042	1.937
1.042	2.644
1.043	2.387
1.043	0.744
1.043	2.507
1.044	3.896
1.044	4.068
1.044	3.292
1.044	1.537
1.044	-0.440
1.044	8.315
1.044	7.766
1.044	1.249
1.045	1.029
1.045	3.466
1.045	1.666
1.045	1.403
1.045	5.011
1.045	2.750
1.045	2.884
1.046	2.274
1.046	3.382
1.047	0.379
1.047	5.202
1.048	1.864
1.048	2.145
1.049	-1.283
1.049	7.963
1.049	2.018
1.049	1.748
1.049	3.153
1.049	8.401
1.049	7.041
1.050	1.104
1.050	2.977
1.050	3.689
1.050	0.236
1.050	2.590
1.051	0.873
1.051	0.645
1.052	7.559
1.052	2.427
1.052	3.063
1.052	4.431
1.053	0.482
1.053	8.158
1.053	1.941
1.053	1.517
1.054	1.377
1.054	2.233
1.054	1.603
1.054	3.860
1.055	4.959
1.055	2.906
1.055	8.070
1.055	2.819
1.055	1.252
1.055	3.547
1.055	3.262
1.056	2.678
1.056	-1.180
1.057	7.841
1.057	5.403
1.057	1.826
1.057	2.352
1.058	4.266
1.058	7.935
1.058	-0.495
1.059	2.542
1.059	0.940
1.059	2.982
1.059	2.139
1.059	0.689
1.059	-0.062
1.059	1.172
1.059	2.055
1.060	7.751
1.060	3.135
1.060	1.694
1.060	7.155
1.061	1.435
