BV	M
0.301	1.794
0.301	3.358
0.302	-2.346
0.302	2.635
0.302	2.834
0.302	1.283
0.303	3.552
0.303	0.458
0.303	2.217
0.304	-3.337
0.304	2.003
0.304	2.528
0.304	3.008
0.304	3.977
0.305	1.901
0.305	2.722
0.305	1.699
0.305	1.444
0.305	2.335
0.306	1.170
0.307	3.249
0.308	-2.438
0.308	1.529
0.308	3.879
0.308	13.697
0.309	3.161
0.309	5.102
0.309	3.743
0.310	3.405
0.310	3.624
0.310	2.088
0.310	2.793
0.311	1.821
0.311	-4.309
0.311	2.417
0.312	2.630
0.312	2.924
0.312	1.267
0.312	-3.715
0.313	2.265
0.313	3.975
0.313	0.587
0.314	3.017
0.314	1.627
0.314	2.545
0.314	3.318
0.314	-1.883
0.314	0.742
0.314	1.937
0.314	0.883
0.315	3.523
0.315	0.987
0.315	1.455
0.315	12.782
0.316	1.740
0.316	4.057
0.317	2.171
0.317	0.419
0.317	3.127
0.317	-3.377
0.318	3.783
0.318	-3.508
0.318	2.710
0.319	3.900
0.320	3.245
0.320	3.440
0.320	1.820
0.321	2.483
0.321	2.092
0.321	2.323
0.321	3.695
0.321	2.844
0.321	1.381
0.321	0.638
0.321	-0.118
0.322	2.610
0.322	-1.781
0.322	0.193
0.322	2.008
0.322	3.580
0.322	2.960
0.322	3.358
0.323	-4.171
0.323	-1.021
0.323	3.051
0.323	-2.260
0.323	-2.436
0.325	1.617
0.325	0.872
0.325	-2.149
0.325	1.702
0.326	-3.050
0.326	2.196
0.326	0.744
0.326	1.232
0.326	2.762
0.327	1.002
0.327	3.163
0.327	1.916
0.327	3.495
0.328	2.540
0.328	2.397
0.328	3.289
0.329	-0.480
0.329	-4.763
0.330	2.113
0.330	-2.626
0.330	1.313
0.330	-1.558
0.330	4.084
0.331	2.850
0.331	-2.865
0.331	-3.629
0.331	0.384
0.331	1.820
0.331	2.665
0.331	1.513
0.332	2.273
0.332	2.000
0.332	4.888
0.332	3.596
0.332	-1.793
0.333	2.985
0.333	3.384
0.333	4.257
0.333	3.072
0.334	1.629
0.335	1.417
0.335	2.748
0.336	3.714
0.336	0.813
0.336	-2.941
0.336	2.448
0.336	3.845
0.337	-4.482
0.337	3.167
0.337	3.490
0.338	2.573
0.338	1.072
0.338	-2.284
0.338	3.306
0.338	2.172
0.339	1.871
0.339	-4.222
0.339	1.766
0.339	-3.133
0.339	0.938
0.340	2.897
0.340	-0.890
0.340	2.323
0.341	0.496
0.341	9.838
0.342	2.036
0.342	1.506
0.342	3.002
0.342	-1.815
0.342	9.530
0.343	1.312
0.343	3.915
0.343	2.674
0.343	3.592
0.344	0.670
0.344	3.401
0.344	3.094
0.344	4.530
0.344	2.808
0.345	2.410
0.345	4.357
0.345	1.158
0.345	1.685
0.346	3.217
0.346	2.235
0.346	4.257
0.346	11.568
0.346	2.507
0.346	3.703
0.347	1.834
0.347	-0.659
0.347	1.022
0.347	3.504
0.347	-2.311
0.348	3.809
0.348	3.304
0.349	2.894
0.350	2.323
0.350	1.593
0.350	2.587
0.351	1.365
0.352	3.941
0.352	1.265
0.352	2.104
0.353	0.729
0.353	2.765
0.353	3.037
0.353	1.942
0.353	3.143
0.353	2.451
0.353	2.670
0.354	3.585
0.354	3.380
0.354	1.720
0.354	1.497
0.355	2.189
0.355	0.957
0.355	3.227
0.356	1.100
0.356	-2.507
0.356	3.703
0.357	4.036
0.357	3.493
0.357	2.843
0.357	-4.242
0.357	1.866
0.358	3.834
0.359	0.852
0.359	4.244
0.359	2.276
0.359	2.546
0.359	-2.283
0.360	1.609
0.360	-1.688
0.360	1.403
0.361	3.316
0.361	2.053
0.361	1.204
0.361	2.365
0.361	1.318
0.361	2.920
0.361	6.574
0.362	3.082
0.362	2.717
0.362	-0.030
0.362	0.532
0.362	3.625
0.363	4.408
0.363	3.409
0.364	1.802
0.364	3.185
0.364	-3.734
0.365	3.772
0.365	3.985
0.366	2.633
0.366	2.796
0.366	2.467
0.366	-4.532
0.366	9.649
0.366	2.995
0.366	1.947
0.366	3.548
0.367	3.864
0.367	1.682
0.368	1.092
0.368	4.139
0.369	-1.030
0.369	0.765
0.369	2.304
0.369	2.121
0.370	2.881
0.370	3.344
0.370	-1.966
0.370	12.555
0.371	3.118
0.371	4.579
0.371	3.468
0.371	-3.148
0.372	2.210
0.372	3.653
0.372	4.726
0.372	1.410
0.372	1.872
0.372	2.697
0.372	3.259
0.372	1.605
0.372	-3.437
0.373	2.534
0.373	2.417
0.374	1.739
0.374	4.030
0.375	12.830
0.375	3.827
0.375	2.616
0.376	2.800
0.376	3.742
0.376	4.193
0.376	1.514
0.376	-3.925
0.376	3.577
0.377	2.982
0.377	1.209
0.377	2.012
0.377	3.182
0.377	-4.525
0.378	0.606
0.378	4.288
0.378	3.389
0.379	2.326
0.379	1.296
0.379	2.159
0.380	4.502
0.380	3.951
0.380	4.408
0.380	-3.557
0.381	1.822
0.381	2.904
0.381	2.481
0.381	-1.880
0.382	3.081
0.382	3.266
0.382	3.493
0.382	10.126
0.383	2.685
0.383	4.088
0.383	3.682
0.383	1.415
0.384	-4.226
0.384	1.690
0.384	-2.924
0.385	1.962
0.385	0.952
0.385	2.602
0.385	2.090
0.385	1.127
0.386	3.770
0.386	4.219
0.386	2.988
0.386	-1.691
0.386	3.575
0.387	4.783
0.387	2.794
0.387	0.814
0.388	3.338
0.388	2.395
0.388	3.170
0.388	3.876
0.388	1.560
0.388	2.275
0.389	4.673
0.390	11.770
0.390	-2.811
0.390	2.504
0.390	2.895
0.390	4.542
0.390	3.436
0.391	3.987
0.391	1.804
0.391	1.333
0.391	-3.447
0.392	2.699
0.392	2.030
0.392	3.705
0.393	3.249
0.393	12.121
0.393	1.902
0.393	4.071
0.393	1.463
0.393	1.661
0.393	6.292
0.393	-3.612
0.393	2.171
0.394	-2.390
0.394	3.103
0.395	4.248
0.395	1.248
0.396	3.517
0.396	3.614
0.396	2.983
0.396	-4.545
0.396	2.359
0.396	2.826
0.397	0.924
0.397	3.372
0.397	3.818
0.397	2.611
0.397	3.903
0.398	-2.518
0.398	2.258
0.399	-0.944
0.399	4.923
0.400	4.003
0.400	3.195
0.401	2.095
0.401	2.750
0.401	2.442
0.401	1.986
0.401	1.094
0.401	3.291
0.401	-1.244
0.402	4.119
0.402	4.385
0.402	3.717
0.402	1.183
0.402	3.451
0.402	2.908
0.402	-4.000
0.403	1.829
0.403	1.318
0.403	-3.122
0.403	3.047
0.403	1.509
0.404	1.621
0.404	0.654
0.404	-1.818
0.404	1.706
0.404	3.571
0.405	4.198
0.405	2.525
0.406	2.318
0.406	4.533
0.406	2.651
0.406	-2.152
0.407	1.420
0.407	2.819
0.407	3.842
0.407	-2.055
0.408	2.216
0.408	-3.832
0.408	1.920
0.408	5.016
0.408	0.555
0.408	4.302
0.408	3.382
0.409	3.146
0.409	-2.903
0.409	3.947
0.409	4.066
0.409	2.973
0.409	3.243
0.409	2.131
0.410	3.642
0.410	-2.421
0.410	3.757
0.411	3.502
0.411	2.422
0.411	2.036
0.411	4.423
0.411	4.656
0.412	1.562
0.412	-2.623
0.413	7.668
0.413	2.729
0.413	0.713
0.414	3.061
0.414	1.342
0.414	4.944
0.414	4.746
0.414	2.580
0.414	4.173
0.415	5.383
0.415	-1.755
0.415	2.875
0.415	3.316
0.415	1.825
0.415	-1.469
0.416	-2.500
0.416	1.698
0.416	1.179
0.417	3.583
0.417	1.482
0.417	2.190
0.418	3.825
0.418	1.954
0.418	3.408
0.418	2.339
0.418	4.541
0.418	11.664
0.418	11.085
0.418	5.522
0.418	4.351
0.418	-2.934
0.418	2.097
0.419	4.017
0.419	3.699
0.419	3.178
0.419	2.485
0.419	-4.164
0.420	3.923
0.420	2.972
0.420	2.671
0.420	3.503
0.420	4.104
0.421	7.174
0.422	11.905
0.422	1.635
0.423	-1.861
0.423	3.095
0.423	2.769
0.423	-2.030
0.423	5.615
0.424	3.274
0.424	6.495
0.424	-3.013
0.424	-2.728
0.424	1.293
0.424	5.700
0.424	4.267
0.424	2.580
0.424	0.872
0.425	0.523
0.425	2.884
0.425	3.620
0.425	-1.377
0.425	4.700
0.425	-2.333
0.425	2.417
0.425	1.450
0.426	2.220
0.427	4.581
0.427	3.784
0.427	1.763
0.427	12.060
0.427	4.915
0.427	2.002
0.427	3.427
0.428	0.668
0.428	1.901
0.428	4.159
0.428	4.358
0.428	3.971
0.428	4.058
0.429	3.701
0.429	6.249
0.429	3.176
0.429	3.342
0.429	3.531
0.430	4.473
0.430	3.880
0.430	2.657
0.430	5.250
0.430	-3.798
0.430	3.004
0.430	2.502
0.430	2.132
0.430	10.941
0.432	11.474
0.432	2.336
0.432	2.745
0.433	4.822
0.433	3.089
0.433	1.243
0.434	1.514
0.434	-2.043
0.434	0.776
0.434	-2.763
0.434	2.866
0.434	3.623
0.435	4.684
0.435	1.390
0.435	2.419
0.435	1.671
0.435	1.842
0.435	3.266
0.435	2.235
0.436	13.299
0.436	0.882
0.436	3.801
0.436	1.955
0.436	4.234
0.437	4.006
0.437	3.472
0.437	5.513
0.437	2.571
0.437	-2.455
0.437	12.651
0.438	4.133
0.438	3.383
0.438	4.411
0.439	3.171
0.439	3.922
0.439	4.512
0.439	2.088
0.439	2.954
0.440	-2.237
0.441	2.680
0.441	1.142
0.441	3.722
0.441	3.038
0.442	-1.421
0.442	7.828
0.442	3.549
0.442	4.311
0.443	2.787
0.443	2.357
0.443	2.485
0.443	4.795
0.443	1.501
0.444	5.412
0.444	3.638
0.444	13.645
0.444	4.593
0.444	3.854
0.445	1.904
0.445	1.612
0.445	9.913
0.445	5.259
0.445	2.021
0.445	6.387
0.446	3.116
0.446	4.029
0.446	3.441
0.446	5.132
0.446	4.680
0.446	3.321
0.446	2.178
0.446	-2.815
0.446	4.924
0.447	2.882
0.447	4.196
0.447	1.332
0.447	0.712
0.447	3.209
0.448	2.568
0.448	4.390
0.448	5.047
0.448	-3.587
0.448	2.977
0.449	-2.971
0.449	2.276
0.449	-3.209
0.449	8.224
0.450	4.523
0.450	-0.680
0.450	2.719
0.450	3.781
0.450	6.640
0.450	1.226
0.450	4.107
0.451	3.516
0.451	5.354
0.451	3.925
0.451	1.684
0.452	3.694
0.452	10.125
0.452	10.829
0.453	4.763
0.453	-1.130
0.453	1.797
0.453	7.103
0.453	3.601
0.453	2.103
0.454	5.742
0.454	1.974
0.454	4.326
0.454	5.214
0.454	1.555
0.455	3.054
0.455	3.140
0.455	3.295
0.455	8.128
0.455	4.025
0.455	2.381
0.456	2.802
0.456	3.846
0.456	4.207
0.456	2.502
0.456	2.888
0.457	2.605
0.457	4.428
0.457	3.433
0.457	1.296
0.457	2.243
0.458	-2.988
0.459	-1.799
0.459	-1.364
0.459	2.694
0.459	5.059
0.459	5.293
0.459	3.750
0.460	1.872
0.460	4.609
0.460	4.857
0.460	3.941
0.460	4.517
0.461	4.099
0.461	3.223
0.461	3.516
0.461	3.652
0.461	0.690
0.461	6.053
0.462	2.051
0.462	4.728
0.462	0.437
0.462	1.723
0.462	5.537
0.462	2.996
0.463	1.480
0.463	3.359
0.463	12.294
0.463	4.274
0.463	1.592
0.463	2.176
0.463	5.412
0.464	2.319
0.464	5.755
0.464	3.087
0.464	4.360
0.465	1.163
0.465	2.780
0.466	2.537
0.466	3.864
0.466	7.145
0.466	2.412
0.466	1.964
0.467	2.869
0.467	4.164
0.467	1.349
0.467	3.438
0.467	4.024
0.467	11.387
0.467	-1.500
0.467	-2.928
0.467	4.460
0.468	-1.657
0.468	3.582
0.469	3.723
0.469	4.576
0.469	5.334
0.469	3.255
0.469	7.359
0.470	-2.057
0.470	-1.233
0.470	4.927
0.470	10.301
0.471	-3.652
0.471	3.152
0.471	3.946
0.471	2.607
0.471	1.669
0.471	4.800
0.471	1.793
0.471	4.698
0.471	2.069
0.472	5.013
0.472	2.957
0.472	2.259
0.473	4.230
0.473	3.350
0.473	0.968
0.473	-4.273
0.473	3.808
0.473	2.720
0.473	11.653
0.473	4.393
0.473	13.109
0.473	-1.753
0.474	8.267
0.474	2.812
0.474	-1.392
0.474	3.058
0.474	4.111
0.474	3.512
0.475	2.516
0.475	5.157
0.476	6.326
0.476	-2.756
0.476	1.223
0.476	1.983
0.476	1.590
0.476	3.632
0.477	2.422
0.477	4.509
0.477	2.175
0.478	4.877
0.478	3.888
0.478	5.461
0.478	2.330
0.478	4.011
0.478	1.386
0.479	5.585
0.479	3.220
0.479	4.319
0.479	7.976
0.479	1.876
0.480	5.270
0.480	8.988
0.480	4.634
0.480	2.889
0.480	1.670
0.480	3.747
0.481	3.421
0.481	-1.599
0.481	1.496
0.481	4.183
0.481	2.983
0.481	4.736
0.481	3.117
0.482	12.518
0.482	3.320
0.482	2.659
0.482	1.139
0.482	4.412
0.483	-3.402
0.483	5.063
0.483	2.565
0.483	-3.983
0.483	3.561
0.483	2.747
0.483	6.075
0.483	2.112
0.484	4.088
0.484	7.187
0.484	4.977
0.484	12.641
0.484	-0.752
0.484	-1.427
0.484	3.827
0.484	12.104
0.485	3.670
0.485	-2.775
0.486	4.826
0.486	2.005
0.486	3.961
0.486	4.498
0.486	1.800
0.487	2.452
0.487	4.271
0.487	3.046
0.488	5.825
0.488	-3.061
0.488	4.682
0.488	2.818
0.488	2.360
0.488	3.249
0.489	4.582
0.489	3.493
0.489	6.972
0.490	2.923
0.490	3.744
0.490	4.164
0.491	1.714
0.491	3.147
0.491	2.611
0.491	0.086
0.491	2.235
0.491	3.393
0.491	4.368
0.491	10.340
0.491	13.247
0.491	13.133
0.491	1.376
0.492	5.254
0.492	3.890
0.492	4.045
0.492	1.934
0.493	4.890
0.493	3.585
0.493	2.079
0.493	5.054
0.493	5.149
0.493	5.970
0.494	10.839
0.494	1.524
0.495	4.769
0.495	5.443
0.495	-1.563
0.495	3.671
0.495	2.762
0.496	4.470
0.496	9.611
0.496	4.234
0.496	2.501
0.497	2.989
0.497	3.968
0.497	3.279
0.497	3.811
0.498	2.170
0.498	2.380
0.498	5.774
0.498	4.121
0.498	2.868
0.499	4.557
0.499	2.666
0.499	3.097
0.499	3.468
0.499	2.286
0.499	0.204
0.500	-1.447
0.500	4.322
0.501	5.642
0.501	4.948
0.501	2.028
0.501	-2.615
0.501	4.698
0.501	3.198
0.501	3.734
0.501	10.385
0.502	10.132
0.502	13.198
0.502	0.788
0.502	3.384
0.502	1.849
0.502	3.553
0.502	2.574
0.502	5.220
0.503	4.043
0.503	10.798
0.503	4.406
0.503	1.704
0.503	6.904
0.503	1.946
0.504	5.860
0.504	3.878
0.504	4.823
0.504	6.997
0.504	3.647
0.505	2.759
0.505	-1.821
0.505	1.552
0.505	5.031
0.505	-1.188
0.505	4.489
0.506	4.194
0.506	2.466
0.506	5.461
0.506	4.610
0.506	2.928
0.506	6.181
0.506	-3.171
0.507	3.044
0.507	-4.029
0.507	3.965
0.507	5.134
0.507	3.265
0.507	11.535
0.508	1.216
0.508	3.449
0.508	3.792
0.508	2.234
0.508	4.283
0.509	-2.967
0.509	12.164
0.509	11.668
0.509	13.314
0.510	2.146
0.510	4.753
0.510	3.145
0.510	5.296
0.511	4.103
0.511	5.606
0.511	4.958
0.511	5.944
0.511	3.542
0.512	2.375
0.512	3.709
0.512	4.378
0.512	3.350
0.512	5.726
0.512	9.017
0.512	9.256
0.512	2.860
0.512	-2.408
0.512	2.525
0.512	1.060
0.513	1.653
0.513	12.027
0.513	-1.740
0.513	3.891
0.513	4.666
0.514	2.044
0.514	2.632
0.514	4.023
0.514	4.564
0.514	2.751
0.514	5.055
0.515	6.370
0.515	4.477
0.515	8.635
0.515	4.205
0.515	3.009
0.516	4.828
0.516	3.628
0.516	-0.477
0.517	7.439
0.517	3.220
0.517	0.113
0.517	6.271
0.518	3.444
0.518	4.308
0.518	3.778
0.518	5.231
0.518	2.211
0.518	3.090
0.518	1.800
0.519	14.119
0.520	2.932
0.520	3.309
0.520	4.132
0.520	3.961
0.521	4.922
0.521	5.593
0.521	4.404
0.521	12.507
0.521	5.446
0.521	3.537
0.521	2.423
0.521	4.725
0.522	1.969
0.522	5.328
0.522	2.576
0.522	5.104
0.523	4.636
0.523	-3.520
0.523	-2.493
0.523	3.878
0.523	2.798
0.523	4.531
0.523	3.680
0.524	4.041
0.524	2.698
0.524	5.009
0.524	-1.503
0.525	2.077
0.525	4.251
0.525	-2.688
0.526	3.386
0.526	3.200
0.526	-1.338
0.526	2.276
0.526	4.811
0.526	-3.653
0.527	10.445
0.527	3.473
0.527	3.006
0.527	4.337
0.527	1.872
0.527	3.796
0.528	5.935
0.528	2.187
0.529	3.099
0.529	6.085
0.529	3.582
0.529	2.889
0.529	5.752
0.529	5.837
0.530	4.161
0.530	6.659
0.530	3.971
0.530	4.442
0.530	5.212
0.530	5.550
0.530	3.297
0.531	4.586
0.531	4.681
0.531	2.003
0.531	2.457
0.531	5.387
0.532	2.358
0.532	5.096
0.532	-3.816
0.532	2.612
0.532	2.760
0.532	1.628
0.532	-3.378
0.533	4.926
0.533	3.885
0.533	3.712
0.534	-2.159
0.534	-1.244
0.534	4.079
0.535	0.786
0.535	4.271
0.535	5.009
0.535	4.770
0.535	9.538
0.535	3.165
0.536	3.374
0.536	5.663
0.536	2.268
0.536	2.950
0.536	4.363
0.536	5.312
0.537	3.463
0.537	0.652
0.537	4.503
0.537	2.834
0.537	3.040
0.537	3.631
0.538	3.804
0.538	1.863
0.538	2.178
0.538	3.246
0.538	2.534
0.539	9.422
0.539	4.191
0.539	11.883
0.539	4.849
0.539	6.000
0.539	2.708
0.539	3.965
0.540	5.183
0.540	-1.361
0.540	2.394
0.541	2.010
0.541	4.653
0.541	5.572
0.541	-0.945
0.542	6.134
0.542	11.144
0.542	5.078
0.543	9.662
0.543	3.727
0.543	4.424
0.544	4.570
0.544	2.630
0.544	4.304
0.544	11.368
0.544	3.113
0.544	4.929
0.544	4.732
0.544	3.530
0.544	5.849
0.544	3.886
0.544	1.754
0.545	12.891
0.545	2.469
0.545	2.991
0.545	3.413
0.545	4.048
0.545	2.775
0.545	5.407
0.546	1.938
0.546	-1.163
0.546	2.299
0.546	12.603
0.546	1.646
0.546	-3.645
0.546	-0.866
0.546	5.280
0.546	4.133
0.546	2.866
0.547	3.644
0.547	7.841
0.547	2.207
0.548	10.566
0.549	4.496
0.549	4.845
0.549	3.215
0.549	4.225
0.549	2.545
0.549	-1.727
0.549	3.801
0.549	5.004
0.550	-1.416
0.550	2.386
0.550	3.323
0.550	4.635
0.550	5.131
0.550	5.721
0.551	5.609
0.551	2.028
0.551	3.946
0.551	2.131
0.551	10.333
0.552	4.388
0.552	6.992
0.553	1.164
0.553	-2.149
0.553	5.971
0.553	2.720
0.553	2.927
0.553	3.122
0.553	1.547
0.553	4.770
0.554	3.525
0.554	4.920
0.554	-0.962
0.554	1.719
0.554	3.407
0.554	5.458
0.555	4.302
0.555	3.716
0.555	4.095
0.556	6.230
0.556	3.627
0.556	3.872
0.556	3.017
0.556	9.227
0.556	2.267
0.557	11.578
0.557	12.263
0.557	2.461
0.558	5.344
0.558	4.580
0.558	4.178
0.558	-3.238
0.558	2.816
0.558	4.685
0.558	5.041
0.559	-1.927
0.559	5.219
0.559	3.199
0.559	-3.731
0.559	4.010
0.559	-3.015
0.559	4.488
0.559	5.782
0.560	2.555
0.560	4.848
0.560	1.938
0.560	5.565
0.560	11.477
0.560	3.310
0.560	-0.230
0.560	11.119
0.560	2.047
0.560	6.023
0.561	4.380
0.561	-1.154
0.561	2.383
0.561	5.125
0.562	9.564
0.562	10.747
0.562	1.583
0.563	2.720
0.563	1.818
0.563	3.764
0.563	5.655
0.564	3.120
0.564	4.255
0.564	3.422
0.564	5.406
0.564	1.422
0.564	2.915
0.565	3.545
0.565	4.932
0.565	3.928
0.565	2.160
0.565	9.010
0.565	4.776
0.565	-1.448
0.566	5.298
0.566	3.012
0.566	4.630
0.566	4.102
0.566	2.637
0.566	2.482
0.567	3.238
0.567	3.647
0.567	5.050
0.568	2.264
0.568	7.052
0.569	4.535
0.569	-0.724
0.569	5.526
0.569	4.426
0.569	1.649
0.569	11.214
0.569	-2.090
0.569	5.188
0.569	4.339
0.569	12.038
0.570	2.826
0.570	4.853
0.571	-0.199
0.571	3.816
0.571	3.344
0.571	11.055
0.572	4.716
0.572	3.479
0.572	4.204
0.572	3.989
0.572	2.719
0.572	2.573
0.573	8.954
0.573	6.141
0.573	-1.148
0.573	-1.934
0.573	2.060
0.573	4.976
0.574	5.342
0.574	-1.753
0.575	3.574
0.575	3.725
0.575	3.138
0.575	5.639
0.575	5.456
0.575	5.941
0.575	6.706
0.575	4.609
0.575	1.823
0.576	2.166
0.576	4.080
0.576	-3.253
0.576	3.909
0.576	2.313
0.576	13.629
0.576	5.819
0.576	5.106
0.576	4.481
0.577	4.284
0.577	4.794
0.577	3.220
0.577	5.263
0.577	3.052
0.578	2.940
0.578	6.036
0.578	4.368
0.578	4.898
0.579	7.320
0.579	3.415
0.579	2.643
0.580	5.727
0.580	4.680
0.580	1.715
0.580	11.426
0.580	2.851
0.581	3.799
0.581	3.312
0.581	4.157
0.582	1.892
0.582	11.695
0.582	5.520
0.582	5.186
0.582	6.239
0.582	5.014
0.582	2.541
0.582	4.001
0.582	-3.671
0.583	4.554
0.583	3.511
0.583	6.903
0.583	3.670
0.583	2.729
0.583	5.426
0.584	5.341
0.584	11.002
0.584	5.879
0.584	-2.791
0.584	2.427
0.584	3.148
0.585	4.425
0.585	4.839
0.585	3.912
0.586	-1.536
0.586	4.255
0.586	5.109
0.587	1.983
0.587	13.372
0.587	4.747
0.587	3.055
0.587	1.263
0.587	3.588
0.587	5.641
0.588	4.077
0.588	4.338
0.588	5.975
0.588	3.238
0.588	4.633
0.588	3.739
0.588	9.384
0.589	1.824
0.589	1.478
0.589	3.404
0.589	5.268
0.589	5.748
0.590	4.968
0.590	4.498
0.590	2.927
0.590	6.111
0.591	2.611
0.591	4.172
0.591	2.785
0.591	6.777
0.591	3.819
0.592	5.486
0.592	-0.231
0.592	9.578
0.593	4.006
0.593	2.198
0.593	2.486
0.593	0.854
0.593	5.388
0.593	3.508
0.593	11.245
0.594	5.166
0.594	5.057
0.594	4.802
0.595	3.322
0.595	6.271
0.595	3.099
0.595	3.907
0.595	-1.042
0.595	-0.904
0.595	4.891
0.596	4.394
0.596	2.699
0.596	4.686
0.596	12.649
0.597	4.569
0.597	3.617
0.597	3.188
0.597	6.686
0.598	4.303
0.598	2.855
0.598	5.682
0.598	5.877
0.598	1.549
0.598	3.741
0.598	6.457
0.598	4.080
0.598	3.410
0.598	3.002
0.599	1.069
0.599	5.317
0.599	1.415
0.600	4.969
0.600	5.567
0.600	6.016
0.600	4.195
0.601	10.998
0.601	5.218
0.601	4.480
0.601	5.450
0.602	-0.656
0.602	3.830
0.602	1.250
0.602	5.802
0.602	3.961
0.603	12.822
0.603	4.754
0.603	5.085
0.603	11.722
0.603	3.521
0.603	4.630
0.604	2.062
0.604	4.843
0.605	-2.030
0.605	9.964
0.605	6.196
0.605	2.452
0.605	3.305
0.605	6.374
0.606	4.357
0.606	3.139
0.607	3.614
0.607	8.409
0.607	5.710
0.607	4.552
0.607	-1.241
0.607	2.762
0.607	5.945
0.607	1.652
0.607	6.491
0.608	5.377
0.608	-3.473
0.608	7.212
0.608	4.084
0.608	3.700
0.609	5.603
0.609	4.931
0.609	4.266
0.609	12.627
0.609	3.221
0.609	5.285
0.609	5.862
0.609	3.048
0.610	5.490
0.610	2.604
0.610	5.189
0.610	5.016
0.610	-2.983
0.611	4.468
0.611	4.700
0.611	3.899
0.611	-1.074
0.611	3.781
0.612	3.378
0.612	2.856
0.612	11.946
0.612	-0.720
0.612	4.180
0.612	3.531
0.613	4.787
0.613	12.788
0.613	10.285
0.613	5.781
0.613	2.957
0.614	6.275
0.614	6.428
0.614	1.261
0.614	4.019
0.614	5.106
0.614	12.532
0.614	11.001
0.615	12.430
0.615	4.613
0.615	2.696
0.615	4.387
0.616	2.161
0.616	3.148
0.616	3.611
0.616	-2.024
0.616	2.326
0.616	-1.580
0.616	6.053
0.617	5.683
0.617	5.427
0.617	5.337
0.617	3.290
0.617	4.105
0.618	4.910
0.618	1.652
0.618	10.585
0.618	4.535
0.618	5.912
0.618	5.528
0.618	-2.593
0.619	4.261
0.619	3.946
0.619	3.838
0.619	2.041
0.620	5.006
0.620	4.684
0.620	2.622
0.621	5.235
0.621	0.432
0.621	13.464
0.621	1.918
0.622	3.386
0.622	11.518
0.622	3.543
0.622	-0.448
0.622	11.334
0.622	6.307
0.623	4.455
0.623	3.021
0.623	-1.040
0.623	4.810
0.623	5.609
0.623	5.137
0.624	3.760
0.625	5.774
0.625	13.792
0.625	4.156
0.625	2.883
0.625	-0.858
0.625	4.039
0.625	6.216
0.626	-1.442
0.626	4.615
0.626	-3.211
0.626	2.222
0.626	4.374
0.626	5.464
0.626	-1.264
0.626	3.178
0.626	5.342
0.627	6.093
0.627	3.881
0.627	4.932
0.628	5.875
0.628	3.639
0.628	4.252
0.628	4.521
0.629	-2.493
0.629	2.718
0.629	5.039
0.629	-3.637
0.629	2.963
0.630	3.449
0.630	5.966
0.630	3.089
0.630	5.256
0.630	9.166
0.631	5.667
0.631	4.753
0.631	6.556
0.632	6.395
0.632	5.556
0.632	5.169
0.633	3.963
0.633	4.102
0.633	5.404
0.633	3.539
0.633	2.281
0.634	13.451
0.634	4.674
0.634	13.121
0.634	3.257
0.634	4.838
0.634	2.636
0.634	1.166
0.634	5.780
0.634	12.632
0.634	3.734
0.635	1.421
0.635	2.839
0.635	4.408
0.636	4.971
0.636	4.579
0.636	6.030
0.636	5.320
0.636	-3.521
0.636	6.161
0.637	-0.649
0.637	2.371
0.637	4.325
0.637	5.882
0.637	3.347
0.638	13.721
0.638	5.095
0.638	7.211
0.638	11.893
0.639	5.494
0.639	3.123
0.639	5.625
0.639	4.493
0.639	3.866
0.639	4.229
0.639	3.438
0.639	3.637
0.640	4.022
0.640	-1.107
0.640	7.998
0.640	8.906
0.640	5.216
0.641	4.751
0.641	6.437
0.642	2.084
0.642	4.145
0.642	8.087
0.642	2.466
0.642	4.889
0.642	-1.408
0.643	5.392
0.643	1.848
0.643	6.256
0.643	2.695
0.644	5.750
0.644	5.024
0.644	-3.244
0.644	5.976
0.644	3.008
0.645	4.629
0.645	3.793
0.645	4.381
0.645	3.206
0.645	6.341
0.646	5.571
0.646	6.535
0.646	5.291
0.647	3.928
0.647	2.895
0.647	-1.839
0.647	5.106
0.647	3.547
0.647	5.860
0.647	4.529
0.648	5.658
0.648	3.681
0.649	5.477
0.649	4.794
0.649	4.282
0.649	3.376
0.650	4.074
0.650	-2.960
0.651	3.462
0.651	4.704
0.652	4.924
0.652	5.201
0.652	6.047
0.652	5.372
0.653	2.768
0.653	4.457
0.653	5.931
0.653	5.734
0.653	-2.067
0.653	4.185
0.653	-2.497
0.654	2.489
0.654	3.990
0.654	-1.719
0.654	4.623
0.654	3.617
0.654	3.062
0.655	-1.946
0.655	-1.098
0.655	6.167
0.655	5.008
0.655	3.272
0.655	5.594
0.656	3.152
0.656	4.340
0.657	5.285
0.657	5.131
0.657	-0.405
0.657	3.891
0.657	4.850
0.658	5.444
0.658	2.330
0.658	3.781
0.658	-0.851
0.659	2.597
0.659	0.893
0.659	6.268
0.659	2.884
0.659	4.757
0.660	3.691
0.660	4.515
0.661	-1.549
0.661	5.686
0.661	3.402
0.661	6.439
0.661	5.773
0.661	4.042
0.661	6.051
0.661	-1.019
0.662	4.223
0.662	10.981
0.662	2.736
0.662	5.530
0.662	4.133
0.662	1.376
0.663	4.664
0.663	4.396
0.664	5.195
0.664	2.038
0.664	4.925
0.664	5.953
0.664	5.062
0.664	5.347
0.665	7.581
0.666	3.225
0.666	3.119
0.666	3.933
0.666	2.412
