B-V,M_V
0.7600,6.7060
0.7850,6.7100
0.7940,6.7110
0.7560,6.7110
0.7330,6.7110
0.7880,6.7150
0.7660,6.7150
0.7370,6.7190
0.8220,6.7200
0.8460,6.7210
-0.0650,6.7220
0.7770,6.7220
0.7720,6.7240
0.7010,6.7260
0.8080,6.7300
0.8130,6.7300
0.7610,6.7300
0.7830,6.7360
0.6810,6.7360
0.7720,6.7360
0.7510,6.7380
0.8240,6.7390
0.7980,6.7400
0.7520,6.7410
0.7850,6.7450
0.7400,6.7450
0.7940,6.7460
0.7850,6.7490
0.7290,6.7510
0.7340,6.7520
1.4030,6.7540
0.7480,6.7560
0.7910,6.7580
0.8330,6.7580
0.8720,6.7600
0.8830,6.7650
0.7850,6.7670
0.7630,6.7700
0.7710,6.7700
0.7860,6.7700
0.7260,6.7710
0.7760,6.7720
0.9540,6.7740
0.8290,6.7780
0.8290,6.7830
0.8960,6.7860
0.7800,6.7890
0.8310,6.7890
0.7590,6.7900
0.9160,6.7910
0.7570,6.7910
0.7890,6.7920
0.8390,6.7940
0.8180,6.7940
0.7100,6.7940
0.7730,6.7950
0.8050,6.7970
0.7590,6.7990
0.7640,6.8090
0.7380,6.8110
0.7610,6.8130
0.7020,6.8130
0.8040,6.8130
0.8000,6.8140
0.7010,6.8150
0.7130,6.8160
0.8080,6.8170
0.8150,6.8180
0.7820,6.8190
0.8720,6.8220
0.8020,6.8230
0.7720,6.8250
0.7560,6.8260
0.9120,6.8290
0.8290,6.8310
0.7260,6.8310
0.7220,6.8310
0.7880,6.8320
0.8570,6.8340
0.7780,6.8340
0.7240,6.8350
0.7100,6.8390
0.7660,6.8410
0.8410,6.8410
0.7970,6.8450
0.8560,6.8460
0.8310,6.8460
0.8610,6.8490
0.7890,6.8490
0.7590,6.8510
0.8090,6.8520
0.7950,6.8540
0.8030,6.8610
0.5290,6.8610
0.7610,6.8620
0.8180,6.8630
0.7790,6.8630
0.8400,6.8640
0.6840,6.8640
0.8050,6.8650
0.8510,6.8660
0.7510,6.8690
0.9080,6.8690
0.8440,6.8710
0.7110,6.8730
0.8040,6.8740
0.7880,6.8750
0.8200,6.8790
0.7540,6.8790
0.7720,6.8790
0.8780,6.8850
0.8150,6.8860
0.7550,6.8870
0.7780,6.8870
0.9450,6.8880
1.2340,6.8880
0.7790,6.8880
0.8460,6.8910
0.7000,6.8920
0.8340,6.8930
0.8830,6.8950
0.7630,6.8950
0.7330,6.8970
0.8030,6.9040
0.7760,6.9050
0.8590,6.9060
0.8260,6.9070
0.8080,6.9130
0.8020,6.9130
0.7990,6.9150
0.8110,6.9160
0.7440,6.9160
0.7500,6.9170
0.7680,6.9180
0.9240,6.9210
0.7220,6.9210
0.7760,6.9230
0.8430,6.9230
0.9090,6.9240
0.8020,6.9240
0.7970,6.9250
0.8770,6.9260
0.8600,6.9290
0.8070,6.9300
0.9080,6.9300
0.7470,6.9310
0.7800,6.9330
0.5970,6.9420
0.8640,6.9430
0.8110,6.9430
0.7640,6.9440
0.8590,6.9460
0.8260,6.9460
0.8460,6.9460
0.8760,6.9480
0.8990,6.9490
0.7860,6.9490
0.7570,6.9490
0.7090,6.9540
0.6900,6.9570
0.7830,6.9570
0.8370,6.9600
0.7390,6.9660
0.7800,6.9670
0.8300,6.9690
0.8110,6.9700
0.8140,6.9710
0.8060,6.9720
0.9360,6.9770
0.6600,6.9770
0.8130,6.9780
0.7610,6.9790
0.8770,6.9840
0.8130,6.9860
0.8610,6.9860
0.8330,6.9880
0.7860,6.9880
0.8390,6.9880
0.8120,6.9900
0.8140,6.9900
0.8070,6.9910
0.8790,6.9920
0.8720,6.9930
0.6080,6.9930
0.8310,6.9940
0.9610,6.9950
0.9150,6.9960
0.7460,7.0010
0.8200,7.0010
0.7570,7.0040
0.8500,7.0050
0.7890,7.0050
0.8890,7.0070
0.8740,7.0090
0.9240,7.0100
0.7660,7.0100
0.8580,7.0150
0.8660,7.0180
0.7640,7.0180
0.8770,7.0190
0.8950,7.0210
0.8240,7.0250
0.7820,7.0280
0.8260,7.0290
0.7570,7.0330
0.7920,7.0360
0.8550,7.0370
0.8830,7.0410
0.8750,7.0410
0.8590,7.0430
0.8210,7.0470
0.8920,7.0490
0.8400,7.0500
0.7250,7.0500
0.7500,7.0530
0.8480,7.0530
0.8340,7.0540
1.0030,7.0550
0.8820,7.0560
0.8070,7.0560
0.7680,7.0570
0.9480,7.0590
0.7420,7.0610
0.9480,7.0620
0.8560,7.0630
0.7920,7.0630
0.8890,7.0650
0.8980,7.0650
0.8040,7.0680
0.7560,7.0680
0.8400,7.0680
0.6790,7.0690
0.7820,7.0700
0.8080,7.0700
0.7770,7.0710
0.7850,7.0710
0.8680,7.0780
0.9200,7.0810
0.8420,7.0820
0.8020,7.0830
0.7800,7.0860
0.9010,7.0870
0.8350,7.0880
0.8740,7.0900
0.9450,7.0970
0.8690,7.1000
0.8760,7.1000
0.8840,7.1040
0.7910,7.1050
0.8390,7.1060
0.8580,7.1070
0.4480,7.1070
0.8520,7.1090
0.7700,7.1200
0.8000,7.1260
0.7380,7.1280
0.8050,7.1310
0.8120,7.1310
0.9270,7.1350
0.8630,7.1350
0.8160,7.1360
0.8230,7.1370
0.9300,7.1390
0.7450,7.1390
0.8640,7.1410
0.8340,7.1440
0.9020,7.1490
0.7870,7.1560
0.7680,7.1590
0.9760,7.1600
0.8580,7.1610
0.9730,7.1630
0.9030,7.1660
0.8840,7.1680
0.9020,7.1720
1.0830,7.1720
0.8490,7.1730
0.8400,7.1790
0.7650,7.1840
0.9690,7.1850
0.9050,7.1850
0.8520,7.1870
0.7370,7.1880
0.9900,7.1900
0.7790,7.1940
0.8850,7.1950
0.8050,7.1970
0.8000,7.1980
0.9760,7.1980
0.9650,7.1980
0.8700,7.2010
0.8650,7.2040
0.9300,7.2040
0.7910,7.2040
0.9010,7.2090
0.7940,7.2090
0.7370,7.2090
0.9290,7.2120
0.8320,7.2130
0.8600,7.2130
0.7550,7.2170
0.9500,7.2170
0.8130,7.2220
0.8920,7.2240
0.7210,7.2290
0.7500,7.2290
0.7480,7.2340
0.1910,7.2340
0.8240,7.2360
0.7990,7.2360
0.5700,7.2390
0.7480,7.2570
0.8520,7.2630
0.9080,7.2640
0.8600,7.2650
0.8860,7.2690
0.8820,7.2810
0.9170,7.2830
0.9550,7.2840
0.8660,7.2870
1.0290,7.2880
0.9280,7.2890
0.7940,7.2900
0.8390,7.2910
0.9040,7.2940
0.8820,7.3030
0.9690,7.3180
0.8130,7.3330
0.8770,7.3980
0.9650,7.3980
0.8720,7.4060
0.8440,7.4250
0.9010,7.4340
0.8520,7.4500
0.4900,7.6670
1.5520,-2.4510
1.3060,-2.2210
1.2970,-1.9360
1.1820,-1.7560
1.2000,-1.7160
0.9490,-1.1990
1.0170,-1.0170
0.9840,-0.8900
0.8680,-0.7800
0.9470,-0.7760
0.9530,-0.6960
0.9270,-0.5070
0.9050,-0.4850
0.9010,-0.4060
0.6680,-0.3160
0.8970,-0.2530
0.7030,-0.2300
0.8670,-0.1470
0.6660,-0.0920
0.8270,0.0720
0.8360,0.0860
0.8420,0.0950
0.8420,0.1780
0.8220,0.2390
0.8260,0.2780
0.8200,0.2810
0.8190,0.2820
0.8170,0.2840
0.8180,0.3290
0.8180,0.3410
0.8190,0.3520
0.8250,0.3610
0.8650,0.3610
0.8170,0.3710
0.8310,0.3860
0.8140,0.3950
0.8270,0.4030
0.8390,0.4190
0.7820,0.4340
0.8170,0.4430
0.8250,0.4710
0.0800,0.5190
0.0710,0.5210
0.7930,0.5280
0.6520,0.5300
0.1600,0.5340
0.0860,0.5390
0.8020,0.5430
0.8000,0.5450
0.1570,0.5640
0.7920,0.6030
0.7890,0.6110
0.7920,0.6240
0.7960,0.6270
0.0670,0.6560
0.0400,0.6680
0.7960,0.6750
0.7800,0.7000
0.7790,0.7000
0.7840,0.7130
0.7960,0.7190
0.7800,0.7210
0.0530,0.7250
0.0570,0.7390
0.7920,0.7410
0.7750,0.7720
0.0270,0.8000
0.7540,0.8180
-0.0180,0.8240
0.0010,0.8410
0.7730,0.8420
0.0110,0.8500
0.7740,0.8510
0.0140,0.8520
0.7820,0.8570
0.0110,0.8700
0.0140,0.8710
0.0200,0.8850
0.7630,0.8880
0.7660,0.9070
0.0160,0.9160
0.7520,0.9180
0.7610,0.9320
0.7580,0.9340
0.7550,0.9590
0.0060,0.9640
0.0100,0.9750
-0.0200,0.9780
-0.0130,0.9850
-0.1370,0.9850
0.7460,1.0030
-0.0180,1.0050
0.7740,1.0170
-0.0420,1.0230
-0.0270,1.0260
-0.0160,1.0280
-0.0250,1.0290
-0.0180,1.0390
0.7610,1.0400
-0.0280,1.0790
0.7330,1.0930
-0.0200,1.0990
0.7560,1.1650
0.7470,1.1960
0.7450,1.2430
0.7370,1.2510
0.7320,1.2690
0.7030,1.3130
-0.0790,1.3150
0.7460,1.3160
-0.0430,1.3500
-0.0510,1.3570
0.7570,1.3590
0.7180,1.3650
-0.0580,1.4510
-0.0850,1.4570
-0.0730,1.4940
0.7270,1.5020
-0.1800,1.5530
-0.0970,1.6200
0.7260,1.6920
-0.1050,1.7100
0.7050,1.7180
0.7100,1.7630
-0.1320,1.8120
0.7030,1.9100
-0.1260,1.9410
0.6910,1.9600
0.2470,1.9660
0.6930,1.9830
0.6450,1.9840
-0.1260,2.0210
-0.1120,2.0990
0.6860,2.0990
0.6890,2.1390
-0.1260,2.1700
0.6790,2.2120
-0.1760,2.2190
0.6740,2.2790
0.6760,2.2930
0.6660,2.3380
-0.1240,2.3840
1.1230,2.3890
0.6570,2.4130
0.6740,2.4130
-0.1240,2.4300
0.6700,2.4480
0.6530,2.4620
0.6450,2.4770
0.6590,2.4910
0.6770,2.5010
0.6510,2.5330
-0.1730,2.5720
0.6620,2.5850
0.6550,2.6070
0.6370,2.6280
0.6700,2.6480
-0.1430,2.6620
0.6460,2.6660
-0.1350,2.6870
0.6530,2.7070
0.6420,2.7330
0.6630,2.7400
-0.1560,2.7480
0.6790,2.7530
0.6470,2.7650
0.6510,2.7650
0.6590,2.7840
0.4230,2.7860
0.6230,2.7900
-0.1630,2.8060
0.6540,2.8110
-0.0560,2.8340
0.6350,2.8510
0.6490,2.8540
-0.1620,2.8560
0.6390,2.8850
0.6480,2.8980
-0.1790,2.9530
0.6330,2.9580
0.6270,2.9650
-0.1710,2.9670
0.6190,3.0120
0.6280,3.0500
0.6200,3.0610
1.5600,3.0650
1.3010,3.0680
0.6380,3.0720
0.6490,3.0730
0.6470,3.0860
0.6240,3.1000
0.6330,3.1090
0.6350,3.1240
0.7120,3.1760
0.6320,3.1940
0.6350,3.1950
0.6530,3.2000
0.6130,3.2380
-0.1810,3.2530
-0.1630,3.2940
0.5930,3.2960
0.6200,3.3210
0.5850,3.3570
0.8840,3.3570
0.8100,3.3780
0.5660,3.3950
0.5760,3.4000
0.5700,3.4020
0.5810,3.4100
0.5580,3.4130
0.5790,3.4180
0.5610,3.4240
0.5640,3.4250
0.5710,3.4320
0.5600,3.4350
0.5310,3.4500
0.5540,3.4500
0.5310,3.4510
0.5540,3.4620
0.5540,3.4630
0.5320,3.4640
0.5640,3.4670
-0.2160,3.4710
1.1670,3.4710
0.5190,3.4850
0.5320,3.4870
0.5380,3.4900
0.5240,3.4950
0.5420,3.4970
0.5030,3.4990
0.5080,3.5010
0.5490,3.5040
0.5070,3.5050
0.5080,3.5070
0.5000,3.5360
0.5080,3.5380
0.5180,3.5480
0.5100,3.5540
0.2770,3.5610
0.5030,3.5650
0.5000,3.5680
-0.2220,3.5730
0.4890,3.5750
0.4850,3.5840
0.5010,3.5880
0.4720,3.6110
0.4890,3.6110
0.4930,3.6190
0.4830,3.6190
0.4760,3.6220
0.4930,3.6410
0.4530,3.6430
0.8270,3.6460
0.4710,3.6580
0.4640,3.6700
0.4820,3.6810
0.4770,3.6840
0.4700,3.6840
0.4660,3.6960
0.4680,3.6970
0.4660,3.7100
0.4500,3.7100
0.4750,3.7220
0.4640,3.7260
0.6190,3.7270
0.4560,3.7320
0.4770,3.7330
0.4420,3.7380
0.4990,3.7420
0.4640,3.7430
0.4450,3.7510
0.4720,3.7560
0.4420,3.7610
0.4370,3.7650
-0.2320,3.7690
0.4410,3.7750
-0.2270,3.7810
0.4620,3.7820
0.4650,3.7870
0.4490,3.7880
0.0150,3.7890
0.4680,3.8000
0.4450,3.8030
0.4570,3.8060
0.4480,3.8070
-0.2670,3.8240
0.4480,3.8300
-0.2370,3.8380
0.4440,3.8380
0.4580,3.8400
0.4630,3.8400
0.4550,3.8450
0.4630,3.8490
0.4510,3.8520
0.4400,3.8570
0.4400,3.8570
0.4380,3.8570
0.4450,3.8570
0.4510,3.8630
0.4320,3.8660
0.4380,3.8690
0.4380,3.8690
0.4400,3.8800
0.4460,3.8850
0.4370,3.8860
0.4360,3.8870
1.3840,3.8900
0.4370,3.8920
0.4380,3.8940
0.4560,3.8960
0.4360,3.9000
0.4390,3.9060
0.4510,3.9250
0.4320,3.9280
0.4200,3.9300
0.4490,3.9330
0.4460,3.9360
0.4470,3.9430
0.4570,3.9450
0.4480,3.9490
0.4390,3.9600
0.4240,3.9740
0.4250,3.9790
0.4570,3.9800
0.4270,3.9830
0.4340,3.9840
0.4320,3.9950
-0.2440,3.9970
-0.1720,4.0050
0.4380,4.0060
0.4320,4.0070
-0.3020,4.0120
0.4500,4.0140
0.4300,4.0150
0.4400,4.0160
0.4550,4.0220
0.4550,4.0260
0.4510,4.0290
1.5430,4.0330
0.4480,4.0370
0.4380,4.0400
0.4440,4.0420
0.4570,4.0490
0.7640,4.0520
0.4320,4.0550
0.4440,4.0610
0.4150,4.0610
0.4280,4.0640
0.4320,4.0640
0.4450,4.0690
0.4340,4.0700
0.4440,4.0740
0.4410,4.0750
0.4620,4.0820
0.4410,4.0850
0.4400,4.0880
0.4340,4.0990
0.4150,4.1070
0.4450,4.1090
0.4480,4.1150
0.4500,4.1220
0.4400,4.1270
0.4510,4.1280
0.4500,4.1290
0.4480,4.1290
-0.2410,4.1300
0.4490,4.1310
0.4200,4.1410
0.4180,4.1420
0.4390,4.1490
0.4250,4.1510
0.4220,4.1520
0.4300,4.1630
0.4460,4.1650
0.4470,4.1660
0.4200,4.1680
0.4530,4.1690
-0.2280,4.1770
0.4310,4.1790
0.4440,4.1790
0.4210,4.1820
0.4510,4.1820
0.4210,4.1830
0.6360,4.1900
0.4480,4.1910
0.4440,4.1910
0.4390,4.1950
0.4390,4.1970
0.4410,4.2010
0.4640,4.2040
0.4270,4.2040
0.4340,4.2050
0.4150,4.2110
0.4360,4.2120
0.4240,4.2120
0.4480,4.2150
0.4850,4.2180
0.4310,4.2240
0.4460,4.2250
0.4410,4.2360
0.4370,4.2400
0.4410,4.2410
0.4280,4.2410
0.4410,4.2500
0.4360,4.2510
0.4330,4.2530
0.4620,4.2530
-0.1290,4.2590
0.8480,4.2590
0.4700,4.2610
0.4420,4.2610
-0.2360,4.2670
0.4600,4.2670
0.4180,4.2690
0.4340,4.2700
0.4330,4.2750
0.4220,4.2750
-0.3240,4.3430
-0.2670,4.3500
-0.2850,4.6600
0.1380,5.8310
0.2400,6.3450
