x	y	I
2.4	2.8	0.000341446954959283
2.53	2.8	0.0004879334387599172
2.67	2.8	0.0009376616704627874
2.8	2.8	0.0015335989936535502
2.93	2.8	0.0020580504900231753
3.07	2.8	0.0023098361716884512
3.2	2.8	0.0021816899576091392
3.33	2.8	0.0017053694794240564
3.47	2.8	0.0010429147939818328
3.6	2.8	0.00042436682532141334
3.73	2.8	0.000055918774769178686
3.87	2.8	0.00003694920212118181
4.	2.8	0.0003221158524960889

-4.	2.7	0.0001342204775603213
-3.87	2.7	2.482334069316331e-6
-3.73	2.7	0.0002342737517927972
-3.6	2.7	0.0007905259291937208
-3.47	2.7	0.0014890079203003928
-3.33	2.7	0.0020777513279556727
-3.2	2.7	0.002339437709753238
-3.07	2.7	0.0021811810592437747
-2.93	2.7	0.0016719582522176496
-2.8	2.7	0.0010139997592684888
-2.67	2.7	0.000463010539256013
-2.53	2.7	0.00023227337353100248
-2.4	2.7	0.0004194636293975777
-2.27	2.7	0.0009823420762461402
-2.13	2.7	0.0017675046410415343
-2.	2.7	0.0025753211967579114
-1.87	2.7	0.003232608040659995
-1.73	2.7	0.003645781120286115
-1.6	2.7	0.003818739491917518
-1.47	2.7	0.00383523750176468
-1.33	2.7	0.0038182388191133777
-1.2	2.7	0.0038843474912491254
-1.07	2.7	0.004109247246642728
-0.933	2.7	0.004512697302813367
-0.8	2.7	0.0050630055064538
-0.667	2.7	0.005694501849527316
-0.533	2.7	0.006329102665522055
-0.4	2.7	0.006894380308086813
-0.267	2.7	0.007334112391511575
-0.133	2.7	0.007611195998225878
0	2.7	0.007705617849980226
0.133	2.7	0.007611195998225878
0.267	2.7	0.007334112391511575
0.4	2.7	0.006894380308086813
0.533	2.7	0.006329102665522055
0.667	2.7	0.005694501849527316
0.8	2.7	0.0050630055064538
0.933	2.7	0.004512697302813367
1.07	2.7	0.004109247246642728
1.2	2.7	0.0038843474912491254
1.33	2.7	0.0038182388191133777
1.47	2.7	0.00383523750176468
1.6	2.7	0.003818739491917518
1.73	2.7	0.003645781120286115
1.87	2.7	0.003232608040659995
2.	2.7	0.0025753211967579114
2.13	2.7	0.0017675046410415343
2.27	2.7	0.0009823420762461402
2.4	2.7	0.0004194636293975777
2.53	2.7	0.00023227337353100248
2.67	2.7	0.000463010539256013
2.8	2.7	0.0010139997592684888
2.93	2.7	0.0016719582522176496
3.07	2.7	0.0021811810592437747
3.2	2.7	0.002339437709753238
3.33	2.7	0.0020777513279556727
3.47	2.7	0.0014890079203003928
3.6	2.7	0.0007905259291937208
3.73	2.7	0.0002342737517927972
3.87	2.7	2.482334069316331e-6
4.	2.7	0.0001342204775603213

-4.	2.6	0.0000235302684131455
-3.87	2.6	0.00008476838853964638
-3.73	2.6	0.0005238144965970381
-3.6	2.6	0.0012104411203728385
-3.47	2.6	0.0018944571927547828
-3.33	2.6	0.0023110727429803382
-3.2	2.6	0.0022951439941474327
-3.07	2.6	0.0018537327743183309
-2.93	2.6	0.0011660334476863994
-2.8	2.6	0.0005124798041464197
-2.67	2.6	0.0001651948128813945
-2.53	2.6	0.00028646746048437545
-2.4	2.6	0.0008754066046490137
-2.27	2.6	0.001779984814292568
-2.13	2.6	0.002763798125791676
-2.	2.6	0.0035963950434638493
-1.87	2.6	0.004130634782332234
-1.73	2.6	0.00434042541584868
-1.6	2.6	0.004311087440025125
-1.47	2.6	0.004193437147322068
-1.33	2.6	0.004143997116399785
-1.2	2.6	0.0042744770598001315
-1.07	2.6	0.004625652207850992
-0.933	2.6	0.005168930828484778
-0.8	2.6	0.005828581620238348
-0.667	2.6	0.0065122644293199704
-0.533	2.6	0.007137867004117249
-0.4	2.6	0.0076490704249941345
-0.267	2.6	0.008017891422840632
-0.133	2.6	0.008237318463127967
0	2.6	0.008309772492883415
0.133	2.6	0.008237318463127967
0.267	2.6	0.008017891422840632
0.4	2.6	0.0076490704249941345
0.533	2.6	0.007137867004117249
0.667	2.6	0.0065122644293199704
0.8	2.6	0.005828581620238348
0.933	2.6	0.005168930828484778
1.07	2.6	0.004625652207850992
1.2	2.6	0.0042744770598001315
1.33	2.6	0.004143997116399785
1.47	2.6	0.004193437147322068
1.6	2.6	0.004311087440025125
1.73	2.6	0.00434042541584868
1.87	2.6	0.004130634782332234
2.	2.6	0.0035963950434638493
2.13	2.6	0.002763798125791676
2.27	2.6	0.001779984814292568
2.4	2.6	0.0008754066046490137
2.53	2.6	0.00028646746048437545
2.67	2.6	0.0001651948128813945
2.8	2.6	0.0005124798041464197
2.93	2.6	0.0011660334476863994
3.07	2.6	0.0018537327743183309
3.2	2.6	0.0022951439941474327
3.33	2.6	0.0023110727429803382
3.47	2.6	0.0018944571927547828
3.6	2.6	0.0012104411203728385
3.73	2.6	0.0005238144965970381
3.87	2.6	0.00008476838853964638
4.	2.6	0.0000235302684131455

-4.	2.5	9.043315487225579e-6
-3.87	2.5	0.00027836939701496376
-3.73	2.5	0.0008897864589201079
-3.6	2.5	0.0016272897941693979
-3.47	2.5	0.002199284163556214
-3.33	2.5	0.0023672659890963993
-3.2	2.5	0.0020549158025670975
-3.07	2.5	0.00138803426426026
-2.93	2.5	0.0006476674727846529
-2.8	2.5	0.00015788876720641373
-2.67	2.5	0.0001576647558890238
-2.53	2.5	0.0007108831910754582
-2.4	2.5	0.0016893526510092295
-2.27	2.5	0.0028307360073831014
-2.13	2.5	0.0038425041302127287
-2.	2.5	0.004507237680374117
-1.87	2.5	0.004749009165054742
-1.73	2.5	0.004640803083709705
-1.6	2.5	0.004358414451660013
-1.47	2.5	0.00410575598790163
-1.33	2.5	0.004043070024615738
-1.2	2.5	0.0042428253741937485
-1.07	2.5	0.0046832527597660675
-0.933	2.5	0.00527396484179859
-0.8	2.5	0.0058980224976434735
-0.667	2.5	0.006452695433098909
-0.533	2.5	0.006875828125460046
-0.4	2.5	0.007152683342428991
-0.267	2.5	0.007305674907529526
-0.133	2.5	0.007374118174290021
0	2.5	0.00739245189711156
0.133	2.5	0.007374118174290021
0.267	2.5	0.007305674907529526
0.4	2.5	0.007152683342428991
0.533	2.5	0.006875828125460046
0.667	2.5	0.006452695433098909
0.8	2.5	0.0058980224976434735
0.933	2.5	0.00527396484179859
1.07	2.5	0.0046832527597660675
1.2	2.5	0.0042428253741937485
1.33	2.5	0.004043070024615738
1.47	2.5	0.00410575598790163
1.6	2.5	0.004358414451660013
1.73	2.5	0.004640803083709705
1.87	2.5	0.004749009165054742
2.	2.5	0.004507237680374117
2.13	2.5	0.0038425041302127287
2.27	2.5	0.0028307360073831014
2.4	2.5	0.0016893526510092295
2.53	2.5	0.0007108831910754582
2.67	2.5	0.0001576647558890238
2.8	2.5	0.00015788876720641373
2.93	2.5	0.0006476674727846529
3.07	2.5	0.00138803426426026
3.2	2.5	0.0020549158025670975
3.33	2.5	0.0023672659890963993
3.47	2.5	0.002199284163556214
3.6	2.5	0.0016272897941693979
3.73	2.5	0.0008897864589201079
3.87	2.5	0.00027836939701496376
4.	2.5	9.043315487225579e-6

-4.	2.4	0.00009610199001996112
-3.87	2.4	0.0005625197951677693
-3.73	2.4	0.00128724626916205
-3.6	2.4	0.001985842068707432
-3.47	2.4	0.0023604219692231684
-3.33	2.4	0.0022386194475423797
-3.2	2.4	0.00166075556586004
-3.07	2.4	0.0008737190295798591
-2.93	2.4	0.00023327597500272343
-2.8	2.4	0.00005825207159444971
-2.67	2.4	0.0005006829200461501
-2.53	2.4	0.0014868958753691194
-2.4	2.4	0.0027513034950548835
-2.27	2.4	0.003943977085406819
-2.13	2.4	0.004763552155808006
-2.	2.4	0.005060717957603686
-1.87	2.4	0.0048748933119826445
-1.73	2.4	0.004397596138717765
-1.6	2.4	0.0038856813979615823
-1.47	2.4	0.00356380189025401
-1.33	2.4	0.0035534925286299273
-1.2	2.4	0.003849987783382772
-1.07	2.4	0.004346394730516205
-0.933	2.4	0.004887713625836357
-0.8	2.4	0.0053302209819276304
-0.667	2.4	0.005585291463763726
-0.533	2.4	0.0056368904186450425
-0.4	2.4	0.005533172014994
-0.267	2.4	0.005360475285488514
-0.133	2.4	0.005210811092984114
0	2.4	0.005152562779275344
0.133	2.4	0.005210811092984114
0.267	2.4	0.005360475285488514
0.4	2.4	0.005533172014994
0.533	2.4	0.0056368904186450425
0.667	2.4	0.005585291463763726
0.8	2.4	0.0053302209819276304
0.933	2.4	0.004887713625836357
1.07	2.4	0.004346394730516205
1.2	2.4	0.003849987783382772
1.33	2.4	0.0035534925286299273
1.47	2.4	0.00356380189025401
1.6	2.4	0.0038856813979615823
1.73	2.4	0.004397596138717765
1.87	2.4	0.0048748933119826445
2.	2.4	0.005060717957603686
2.13	2.4	0.004763552155808006
2.27	2.4	0.003943977085406819
2.4	2.4	0.0027513034950548835
2.53	2.4	0.0014868958753691194
2.67	2.4	0.0005006829200461501
2.8	2.4	0.00005825207159444971
2.93	2.4	0.00023327597500272343
3.07	2.4	0.0008737190295798591
3.2	2.4	0.00166075556586004
3.33	2.4	0.0022386194475423797
3.47	2.4	0.0023604219692231684
3.6	2.4	0.001985842068707432
3.73	2.4	0.00128724626916205
3.87	2.4	0.0005625197951677693
4.	2.4	0.00009610199001996112

-4.	2.3	0.00027677911397850453
-3.87	2.3	0.0009053056285586843
-3.73	2.3	0.0016685755463720264
-3.6	2.3	0.00224115820922122
-3.47	2.3	0.002358134069059833
-3.33	2.3	0.0019481630859508564
-3.2	2.3	0.0011822582847576233
-3.07	2.3	0.0004122728950105059
-2.93	2.3	0.000025016580136299005
-2.8	2.3	0.000277276942233222
-2.67	2.3	0.0011852099504691164
-2.53	2.3	0.0025156223740026525
-2.4	2.3	0.0038800781597042823
-2.27	2.3	0.004888038374126566
-2.13	2.3	0.005292604436698533
-2.	2.3	0.0050703831956586945
-1.87	2.3	0.004409338508868255
-1.73	2.3	0.0036186442765041757
-1.6	2.3	0.003004273876989603
-1.47	2.3	0.0027619821542602977
-1.33	2.3	0.002925175674013957
-1.2	2.3	0.003378236281733607
-1.07	2.3	0.003919407986767086
-0.933	2.3	0.004342046990457558
-0.8	2.3	0.004502778913060603
-0.667	2.3	0.004356712846614309
-0.533	2.3	0.003955936554715078
-0.4	2.3	0.0034206174902704782
-0.267	2.3	0.0028978965124347575
-0.133	2.3	0.0025223572933392295
0	2.3	0.002386300547667901
0.133	2.3	0.0025223572933392295
0.267	2.3	0.0028978965124347575
0.4	2.3	0.0034206174902704782
0.533	2.3	0.003955936554715078
0.667	2.3	0.004356712846614309
0.8	2.3	0.004502778913060603
0.933	2.3	0.004342046990457558
1.07	2.3	0.003919407986767086
1.2	2.3	0.003378236281733607
1.33	2.3	0.002925175674013957
1.47	2.3	0.0027619821542602977
1.6	2.3	0.003004273876989603
1.73	2.3	0.0036186442765041757
1.87	2.3	0.004409338508868255
2.	2.3	0.0050703831956586945
2.13	2.3	0.005292604436698533
2.27	2.3	0.004888038374126566
2.4	2.3	0.0038800781597042823
2.53	2.3	0.0025156223740026525
2.67	2.3	0.0011852099504691164
2.8	2.3	0.000277276942233222
2.93	2.3	0.000025016580136299005
3.07	2.3	0.0004122728950105059
3.2	2.3	0.0011822582847576233
3.33	2.3	0.0019481630859508564
3.47	2.3	0.002358134069059833
3.6	2.3	0.00224115820922122
3.73	2.3	0.0016685755463720264
3.87	2.3	0.0009053056285586843
4.	2.3	0.00027677911397850453

-4.	2.2	0.000532195196940477
-3.87	2.2	0.0012691249179099693
-3.73	2.2	0.00199069804832393
-3.6	2.2	0.002364812789167702
-3.47	2.2	0.00219788737976961
-3.33	2.2	0.0015444506298929158
-3.2	2.2	0.000703493151679719
-3.07	2.2	0.0000980421068097232
-2.93	2.2	0.00009086769349323049
-2.8	2.2	0.0008204432869457104
-2.67	2.2	0.0021321914548773106
-2.53	2.2	0.003635723432894044
-2.4	2.2	0.004861278491660946
-2.27	2.2	0.005445397851094473
-2.13	2.2	0.005266312464554621
-2.	2.2	0.004475865769684876
-1.87	2.2	0.0034224529193906386
-1.73	2.2	0.0025053078151241874
-1.6	2.2	0.0020244805859817123
-1.47	2.2	0.0020850566227293963
-1.33	2.2	0.0025848867595686664
-1.2	2.2	0.0032781374926958806
-1.07	2.2	0.003879097424124569
-0.933	2.2	0.004161934794527766
-0.8	2.2	0.004022494490272353
-0.667	2.2	0.0034895764079924123
-0.533	2.2	0.0026943143037660737
-0.4	2.2	0.0018186737440356773
-0.267	2.2	0.0010448399486127256
-0.133	2.2	0.0005191909815032448
0	2.2	0.00033363741226587396
0.133	2.2	0.0005191909815032448
0.267	2.2	0.0010448399486127256
0.4	2.2	0.0018186737440356773
0.533	2.2	0.0026943143037660737
0.667	2.2	0.0034895764079924123
0.8	2.2	0.004022494490272353
0.933	2.2	0.004161934794527766
1.07	2.2	0.003879097424124569
1.2	2.2	0.0032781374926958806
1.33	2.2	0.0025848867595686664
1.47	2.2	0.0020850566227293963
1.6	2.2	0.0020244805859817123
1.73	2.2	0.0025053078151241874
1.87	2.2	0.0034224529193906386
2.	2.2	0.004475865769684876
2.13	2.2	0.005266312464554621
2.27	2.2	0.005445397851094473
2.4	2.2	0.004861278491660946
2.53	2.2	0.003635723432894044
2.67	2.2	0.0021321914548773106
2.8	2.2	0.0008204432869457104
2.93	2.2	0.00009086769349323049
3.07	2.2	0.0000980421068097232
3.2	2.2	0.000703493151679719
3.33	2.2	0.0015444506298929158
3.47	2.2	0.00219788737976961
3.6	2.2	0.002364812789167702
3.73	2.2	0.00199069804832393
3.87	2.2	0.0012691249179099693
4.	2.2	0.000532195196940477

-4.	2.1	0.000836136663300954
-3.87	2.1	0.0016163702085945145
-3.73	2.1	0.0022208100351698316
-3.6	2.1	0.0023478200241623054
-3.47	2.1	0.001907785441691214
-3.33	2.1	0.00109221483263108
-3.2	2.1	0.00030801413394928483
-3.07	2.1	1.4945807888809378e-6
-2.93	2.1	0.00045218889955706237
-2.8	2.1	0.0016335401143401543
-2.67	2.1	0.003207314983294984
-2.53	2.1	0.004656219195017734
-2.4	2.1	0.005495368840678759
-2.27	2.1	0.00546858762369831
-2.13	2.1	0.004645265485994223
-2.	2.1	0.0033810048072876586
-1.87	2.1	0.0021663041980804925
-1.73	2.1	0.0014333098310474117
-1.6	2.1	0.0014019412938335008
-1.47	2.1	0.002021942051317917
-1.33	2.1	0.003021637882759548
-1.2	2.1	0.004030028605854772
-1.07	2.1	0.004715067803723985
-0.933	2.1	0.0048845126518873745
-0.8	2.1	0.004520345276734259
-0.667	2.1	0.0037492031867312732
-0.533	2.1	0.002775015084681593
-0.4	2.1	0.0018078374941339435
-0.267	2.1	0.0010149725764231
-0.133	2.1	0.0005036492962016947
0	2.1	0.00032797258854965866
0.133	2.1	0.0005036492962016947
0.267	2.1	0.0010149725764231
0.4	2.1	0.0018078374941339435
0.533	2.1	0.002775015084681593
0.667	2.1	0.0037492031867312732
0.8	2.1	0.004520345276734259
0.933	2.1	0.0048845126518873745
1.07	2.1	0.004715067803723985
1.2	2.1	0.004030028605854772
1.33	2.1	0.003021637882759548
1.47	2.1	0.002021942051317917
1.6	2.1	0.0014019412938335008
1.73	2.1	0.0014333098310474117
1.87	2.1	0.0021663041980804925
2.	2.1	0.0033810048072876586
2.13	2.1	0.004645265485994223
2.27	2.1	0.00546858762369831
2.4	2.1	0.005495368840678759
2.53	2.1	0.004656219195017734
2.67	2.1	0.003207314983294984
2.8	2.1	0.0016335401143401543
2.93	2.1	0.00045218889955706237
3.07	2.1	1.4945807888809378e-6
3.2	2.1	0.00030801413394928483
3.33	2.1	0.00109221483263108
3.47	2.1	0.001907785441691214
3.6	2.1	0.0023478200241623054
3.73	2.1	0.0022208100351698316
3.87	2.1	0.0016163702085945145
4.	2.1	0.000836136663300954

-4.	2.	0.0011592250771794912
-3.87	2.	0.0019143917410224848
-3.73	2.	0.0023398644614788743
-3.6	2.	0.0022001522183840716
-3.47	2.	0.0015325074693734834
-3.33	2.	0.0006610378485887899
-3.2	2.	0.00006505792093029337
-3.07	2.	0.0001579449274077342
-2.93	2.	0.0010809601236936644
-2.8	2.	0.002613497246199743
-2.67	2.	0.004247576809610325
-2.53	2.	0.005396517242536885
-2.4	2.	0.0056441119286987475
-2.27	2.	0.004922202721865281
-2.13	2.	0.0035391176573162228
-2.	2.	0.002050739742043807
-1.87	2.	0.0010357886337308564
-1.73	2.	0.0008747726906201859
-1.6	2.	0.0016229511614733118
-1.47	2.	0.0030197436931023638
-1.33	2.	0.004615740221299455
-1.2	2.	0.005952554875901796
-1.07	2.	0.006718434972652667
-0.933	2.	0.006824344384099195
-0.8	2.	0.0063864346582330235
-0.667	2.	0.005640528749160328
-0.533	2.	0.0048359852727069335
-0.4	2.	0.004154476731035708
-0.267	2.	0.0036792661355754485
-0.133	2.	0.003414250354364396
0	2.	0.0033310825972137745
0.133	2.	0.003414250354364396
0.267	2.	0.0036792661355754485
0.4	2.	0.004154476731035708
0.533	2.	0.0048359852727069335
0.667	2.	0.005640528749160328
0.8	2.	0.0063864346582330235
0.933	2.	0.006824344384099195
1.07	2.	0.006718434972652667
1.2	2.	0.005952554875901796
1.33	2.	0.004615740221299455
1.47	2.	0.0030197436931023638
1.6	2.	0.0016229511614733118
1.73	2.	0.0008747726906201859
1.87	2.	0.0010357886337308564
2.	2.	0.002050739742043807
2.13	2.	0.0035391176573162228
2.27	2.	0.004922202721865281
2.4	2.	0.0056441119286987475
2.53	2.	0.005396517242536885
2.67	2.	0.004247576809610325
2.8	2.	0.002613497246199743
2.93	2.	0.0010809601236936644
3.07	2.	0.0001579449274077342
3.2	2.	0.00006505792093029337
3.33	2.	0.0006610378485887899
3.47	2.	0.0015325074693734834
3.6	2.	0.0022001522183840716
3.73	2.	0.0023398644614788743
3.87	2.	0.0019143917410224848
4.	2.	0.0011592250771794912

-4.	1.9	0.001472920493395095
-3.87	1.9	0.0021390698340672115
-3.73	1.9	0.002343557330206721
-3.6	1.9	0.0019473786475922563
-3.47	1.9	0.0011252370706241932
-3.33	1.9	0.00031431720362902016
-3.2	1.9	0.0000194291336115479
-3.07	1.9	0.0005635141967911129
-2.93	1.9	0.0019066133713026546
-2.8	1.9	0.00362856841989063
-2.67	1.9	0.005093334640716487
-2.53	1.9	0.005724201215227937
-2.4	1.9	0.005263953753632355
-2.27	1.9	0.003899683635550765
-2.13	1.9	0.0021952718051465687
-2.	1.9	0.0008636714989942935
-1.87	1.9	0.00048242883363167977
-1.73	1.9	0.0012764023688939202
-1.6	1.9	0.003054689315843251
-1.47	1.9	0.005315558923828944
-1.33	1.9	0.007460376803955624
-1.2	1.9	0.009018053919321511
-1.07	1.9	0.009789357537285388
-0.933	1.9	0.009865932562990391
-0.8	1.9	0.009536750856878455
-0.667	1.9	0.009137983331484864
-0.533	1.9	0.00891512862060368
-0.4	1.9	0.008949011675577568
-0.267	1.9	0.009163000772742305
-0.133	1.9	0.009394465310400956
0	1.9	0.009491848783160008
0.133	1.9	0.009394465310400956
0.267	1.9	0.009163000772742305
0.4	1.9	0.008949011675577568
0.533	1.9	0.00891512862060368
0.667	1.9	0.009137983331484864
0.8	1.9	0.009536750856878455
0.933	1.9	0.009865932562990391
1.07	1.9	0.009789357537285388
1.2	1.9	0.009018053919321511
1.33	1.9	0.007460376803955624
1.47	1.9	0.005315558923828944
1.6	1.9	0.003054689315843251
1.73	1.9	0.0012764023688939202
1.87	1.9	0.00048242883363167977
2.	1.9	0.0008636714989942935
2.13	1.9	0.0021952718051465687
2.27	1.9	0.003899683635550765
2.4	1.9	0.005263953753632355
2.53	1.9	0.005724201215227937
2.67	1.9	0.005093334640716487
2.8	1.9	0.00362856841989063
2.93	1.9	0.0019066133713026546
3.07	1.9	0.0005635141967911129
3.2	1.9	0.0000194291336115479
3.33	1.9	0.00031431720362902016
3.47	1.9	0.0011252370706241932
3.6	1.9	0.0019473786475922563
3.73	1.9	0.002343557330206721
3.87	1.9	0.0021390698340672115
4.	1.9	0.001472920493395095

-4.	1.8	0.0017527939781872648
-3.87	1.8	0.0022766693671851953
-3.73	1.8	0.002241035941155507
-3.6	1.8	0.001625388490067141
-3.47	1.8	0.0007392305194262405
-3.33	1.8	0.00010045933997749368
-3.2	1.8	0.000186548385115033
-3.07	1.8	0.0011784154651487803
-2.93	1.8	0.0028303099226684343
-2.8	1.8	0.004543025936242056
-2.67	1.8	0.0056185542838772095
-2.53	1.8	0.005581941911801857
-2.4	1.8	0.004418319459385686
-2.27	1.8	0.0026099828783012527
-2.13	1.8	0.0009521256186404252
-2.	1.8	0.00022967266750061475
-1.87	1.8	0.0009006697159430401
-1.73	1.8	0.002924506374944509
-1.6	1.8	0.005802243730525611
-1.47	1.8	0.008798587075517558
-1.33	1.8	0.01123818478046737
-1.2	1.8	0.01274677536126294
-1.07	1.8	0.013344957724209013
-0.933	1.8	0.013375307142757295
-0.8	1.8	0.01331489062844301
-0.667	1.8	0.013563813705967764
-0.533	1.8	0.014295183119415189
-0.4	1.8	0.015413448524541604
-0.267	1.8	0.016619404634435148
-0.133	1.8	0.017542773725729474
0	1.8	0.017887871920419886
0.133	1.8	0.017542773725729474
0.267	1.8	0.016619404634435148
0.4	1.8	0.015413448524541604
0.533	1.8	0.014295183119415189
0.667	1.8	0.013563813705967764
0.8	1.8	0.01331489062844301
0.933	1.8	0.013375307142757295
1.07	1.8	0.013344957724209013
1.2	1.8	0.01274677536126294
1.33	1.8	0.01123818478046737
1.47	1.8	0.008798587075517558
1.6	1.8	0.005802243730525611
1.73	1.8	0.002924506374944509
1.87	1.8	0.0009006697159430401
2.	1.8	0.00022967266750061475
2.13	1.8	0.0009521256186404252
2.27	1.8	0.0026099828783012527
2.4	1.8	0.004418319459385686
2.53	1.8	0.005581941911801857
2.67	1.8	0.0056185542838772095
2.8	1.8	0.004543025936242056
