x,y
-1.000,-1.732
-0.984,-1.705
-0.967,-1.679
-0.950,-1.653
-0.933,-1.629
-0.915,-1.605
-0.897,-1.582
-0.879,-1.560
-0.860,-1.539
-0.841,-1.518
-0.822,-1.498
-0.802,-1.479
-0.783,-1.461
-0.763,-1.443
-0.743,-1.426
-0.723,-1.409
-0.703,-1.393
-0.683,-1.378
-0.662,-1.363
-0.642,-1.349
-0.621,-1.336
-0.600,-1.323
-0.580,-1.311
-0.559,-1.299
-0.538,-1.288
-0.517,-1.277
-0.496,-1.267
-0.475,-1.257
-0.454,-1.248
-0.433,-1.239
-0.412,-1.231
-0.391,-1.223
-0.370,-1.216
-0.349,-1.209
-0.328,-1.202
-0.307,-1.196
-0.286,-1.191
-0.264,-1.185
-0.243,-1.181
-0.222,-1.176
-0.201,-1.172
-0.180,-1.169
-0.159,-1.166
-0.138,-1.163
-0.116,-1.161
-0.095,-1.159
-0.074,-1.157
-0.053,-1.156
-0.032,-1.155
-0.011,-1.155
0.011,-1.155
0.032,-1.155
0.053,-1.156
0.074,-1.157
0.095,-1.159
0.116,-1.161
0.138,-1.163
0.159,-1.166
0.180,-1.169
0.201,-1.172
0.222,-1.176
0.243,-1.181
0.264,-1.185
0.286,-1.191
0.307,-1.196
0.328,-1.202
0.349,-1.209
0.370,-1.216
0.391,-1.223
0.412,-1.231
0.433,-1.239
0.454,-1.248
0.475,-1.257
0.496,-1.267
0.517,-1.277
0.538,-1.288
0.559,-1.299
0.580,-1.311
0.600,-1.323
0.621,-1.336
0.642,-1.349
0.662,-1.363
0.683,-1.378
0.703,-1.393
0.723,-1.409
0.743,-1.426
0.763,-1.443
0.783,-1.461
0.802,-1.479
0.822,-1.498
0.841,-1.518
0.860,-1.539
0.879,-1.560
0.897,-1.582
0.915,-1.605
0.933,-1.629
0.950,-1.653
0.967,-1.679
0.984,-1.705
1.000,-1.732
