x	y
-0.051	-0.479
-0.119	-0.600
0.004	-0.424
0.003	-0.436
0.132	-0.505
-0.004	-0.387
0.101	-0.481
-0.078	-0.459
0.217	-0.582
-0.004	-0.438
0.006	-0.460
0.047	-0.520
0.012	-0.397
0.130	-0.513
0.095	-0.492
0.053	-0.500
-0.016	-0.408
-0.032	-0.412
-0.039	-0.525
0.023	-0.402
0.002	-0.704
-0.002	-0.410
-0.396	-0.592
0.330	-0.595
-0.369	-0.591
0.078	-0.605
0.051	-0.432
-0.018	-0.427
-0.012	-0.392
-0.023	-0.430
0.034	-0.424
0.038	-0.557
0.109	-0.515
0.016	-0.607
0.163	-0.537
0.063	-0.485
0.053	-0.449
-0.044	-0.440
-0.127	-0.663
-0.052	-0.537
0.091	-0.635
0.039	-0.476
-0.048	-0.509
0.355	-0.611
0.031	-0.417
-0.052	-0.436
-0.007	-0.391
-0.010	-0.415
-0.119	-0.500
-0.053	-0.513
0.104	-0.561
0.066	-0.454
-0.006	-0.409
-0.045	-0.654
0.010	-0.506
0.029	-0.514
-0.048	-0.546
0.063	-0.456
-0.023	-0.427
-0.138	-0.561
-0.017	-0.424
-0.051	-0.431
0.072	-0.501
0.025	-0.423
-0.065	-0.614
0.004	-0.408
0.091	-0.719
-0.014	-0.525
0.001	-0.386
-0.349	-0.649
-0.020	-0.405
-0.011	-0.485
-0.060	-0.506
-0.010	-0.563
-0.140	-0.539
-0.063	-0.469
-0.034	-0.416
0.011	-0.401
-0.011	-0.401
0.026	-0.421
-0.042	-0.420
-0.268	-0.573
0.014	-0.495
-0.008	-0.389
-0.000	-0.386
0.049	-0.452
0.001	-0.395
0.002	-0.387
-0.002	-0.424
0.026	-0.542
0.081	-0.492
-0.087	-0.513
0.036	-0.417
-0.082	-0.493
-0.032	-0.469
0.094	-0.477
0.162	-0.604
-0.095	-0.482
0.027	-0.463
0.060	-0.440
-0.041	-0.466
0.009	-0.397
-0.035	-0.416
0.007	-0.389
-0.035	-0.603
0.028	-0.413
-0.113	-0.496
0.126	-0.504
0.013	-0.391
0.166	-0.556
-0.061	-0.583
0.212	-0.592
-0.075	-0.479
-0.061	-0.584
-0.002	-0.388
0.081	-0.489
-0.020	-0.508
-0.047	-0.431
-0.022	0.399
-0.005	0.391
-0.063	0.606
0.063	0.447
-0.007	0.396
0.005	0.434
-0.131	0.513
-0.018	0.434
0.003	0.469
0.015	0.423
0.158	0.559
0.008	0.391
0.063	0.445
-0.103	0.496
0.030	0.446
0.168	0.534
0.016	0.473
-0.043	0.585
0.016	0.419
-0.035	0.463
-0.472	0.592
0.054	0.453
0.064	0.445
-0.007	0.646
0.001	0.408
-0.015	0.413
0.029	0.424
0.027	0.463
0.267	0.620
0.032	0.413
-0.180	0.671
-0.040	0.427
0.023	0.459
0.020	0.441
-0.061	0.461
0.019	0.543
-0.051	0.560
0.051	0.432
0.299	0.625
-0.071	0.692
-0.139	0.613
0.084	0.504
-0.081	0.516
0.000	0.442
0.148	0.639
-0.043	0.428
-0.222	0.570
-0.123	0.499
-0.023	0.407
0.167	0.573
-0.093	0.510
0.005	0.393
-0.007	0.476
-0.255	0.590
0.242	0.580
0.058	0.439
-0.019	0.408
-0.035	0.450
0.094	0.475
-0.150	0.543
0.044	0.445
-0.093	0.540
0.068	0.466
-0.076	0.458
0.002	0.442
0.021	0.410
-0.068	0.470
0.231	0.560
-0.161	0.536
0.027	0.471
0.037	0.431
0.006	0.519
-0.068	0.471
0.012	0.402
-0.044	0.556
0.262	0.659
0.056	0.511
0.036	0.422
0.047	0.437
-0.105	0.484
0.119	0.496
0.034	0.411
-0.059	0.442
0.041	0.419
-0.003	0.388
0.119	0.572
0.105	0.493
0.007	0.396
-0.043	0.428
0.011	0.390
-0.245	0.610
0.078	0.601
0.013	0.520
-0.014	0.403
0.027	0.654
0.016	0.393
-0.019	0.588
0.038	0.504
-0.048	0.447
-0.211	0.603
0.043	0.703
-0.006	0.460
-0.051	0.456
-0.265	0.648
-0.083	0.506
0.140	0.610
0.045	0.451
-0.210	0.550
-0.054	0.494
-0.135	0.549
0.042	0.443
-0.110	0.511
-0.019	0.428
0.024	0.400
0.022	0.426
-0.100	0.501
0.003	0.386
0.091	0.520
-0.108	0.546
0.020	0.509
0.158	0.679
-0.060	0.466
-0.154	0.642
0.095	0.479
0.010	0.400
-0.075	0.459
0.045	0.424
0.250	0.565
0.111	0.496
-0.213	0.568
0.033	0.412
-0.075	0.468
0.011	0.416
0.030	0.451
-0.140	0.528
0.235	0.569
0.038	0.477
0.018	0.402
0.023	0.412
-0.086	0.468
0.038	0.435
-0.035	0.483
0.241	0.565
-0.233	0.568
0.025	0.678
0.009	0.438
-0.095	0.507
0.014	0.397
-0.031	0.426
-0.002	0.471
-0.001	0.505
0.011	0.416
0.086	0.469
-0.010	0.420
0.075	0.480
0.230	0.558
-0.013	0.501
-0.098	0.495
0.039	0.475
0.002	0.390
-0.004	0.390
-0.013	0.392
-0.131	0.506
-0.008	0.405
-0.039	0.422
0.013	0.391
-0.000	0.486
-0.010	0.406
-0.104	0.497
0.098	0.482
0.061	0.560
-0.013	0.696
-0.020	0.423
-0.002	0.388
0.195	0.542
-0.441	0.610
-0.377	0.593
-0.090	0.472
-0.155	0.629
0.035	0.414
0.016	0.457
0.146	0.751
0.023	0.402
-0.046	0.486
0.170	0.561
-0.033	0.443
-0.034	0.452
-0.052	0.438
-0.005	0.401
-0.159	0.551
-0.271	0.583
0.007	0.627
-0.052	0.468
0.139	0.512
0.070	0.486
0.340	0.587
0.010	0.452
0.170	0.539
-0.050	0.447
-0.015	0.392
0.060	0.440
-0.008	0.425
-0.025	0.541
0.083	0.480
-0.003	0.399
-0.026	0.403
-0.001	0.387
-0.246	0.652
0.046	0.475
-0.056	0.436
-0.034	0.659
-0.308	0.617
-0.008	0.464
0.212	0.573
-0.089	0.528
0.013	0.536
-0.325	0.584
0.093	0.507
0.116	0.497
0.087	0.575
-0.037	0.427
-0.039	0.424
-0.008	0.400
-0.008	0.456
0.230	0.579
0.377	0.592
-0.044	0.778
-0.015	0.399
-0.064	0.447
-0.076	0.482
-0.044	0.589
-0.042	0.581
-0.070	0.513
-0.052	0.528
0.033	0.515
0.129	0.506
-0.431	0.595
0.012	0.392
0.065	0.447
0.076	0.457
-0.067	0.490
0.051	0.432
-0.142	0.513
-0.131	0.519
-0.007	0.393
0.047	0.426
-0.020	0.403
-0.019	0.477
0.051	0.555
0.078	0.504
-0.015	0.449
-0.083	0.680
-0.008	0.517
-0.023	0.407
0.011	0.399
-0.019	0.403
0.053	0.535
0.058	0.456
0.038	0.416
-0.202	0.546
0.054	0.439
-0.052	0.432
-0.046	0.468
0.201	0.612
0.042	0.471
-0.096	0.497
-0.665	0.557
-0.007	0.458
-0.006	0.387
0.077	0.639
0.015	0.426
-0.018	0.706
0.031	0.430
0.267	0.583
0.001	0.553
0.077	0.469
-0.069	0.450
0.024	0.414
0.047	0.432
0.014	0.395
-0.004	0.541
0.012	0.390
0.073	0.471
-0.031	0.470
0.025	0.406
0.090	0.475
-0.043	0.588
-0.076	0.492
-0.002	0.397
0.014	0.392
-0.053	0.438
0.078	0.465
0.031	0.411
-0.081	0.465
0.045	0.425
0.011	0.458
-0.022	0.697
0.053	0.435
0.036	0.443
0.008	0.417
-0.114	0.511
0.064	0.679
-0.053	0.547
0.020	0.469
0.003	0.610
0.020	0.397
-0.014	0.433
0.116	0.620
-0.038	0.418
0.008	0.390
0.027	0.405
-0.013	0.391
-0.100	0.480
-0.176	0.579
0.028	0.538
0.024	0.422
0.067	0.453
-0.007	0.427
-0.053	0.454
-0.008	0.389
-0.041	0.424
0.076	0.586
0.051	0.531
-0.004	0.431
0.098	0.518
0.089	0.599
-0.080	0.474
-0.058	0.503
0.086	0.540
0.286	0.601
0.018	0.395
-0.044	0.601
-0.074	0.456
0.178	0.589
0.014	0.396
0.036	0.420
0.008	0.470
0.037	0.624
-0.030	0.431
-0.110	0.549
-0.141	0.528
-0.100	0.481
0.039	0.470
0.009	0.389
-0.001	0.436
-0.042	0.421
0.010	0.402
-0.111	0.586
0.018	0.487
0.161	0.531
-0.114	0.560
0.018	0.398
-0.039	0.451
0.105	0.630
-0.010	0.397
0.049	0.522
-0.104	0.560
0.040	0.433
0.056	0.599
0.060	0.462
0.046	0.426
-0.023	0.503
0.067	0.450
0.088	0.515
-0.025	0.415
-0.027	0.424
0.068	0.516
-0.184	0.545
-0.115	0.532
0.021	0.601
0.014	0.434
0.025	0.409
-0.088	0.504
-0.093	0.652
0.049	0.474
-0.049	0.430
-0.449	0.594
-0.004	0.466
0.004	0.451
0.002	0.418
-0.113	0.578
0.018	0.416
-0.087	0.564
0.015	0.471
-0.038	0.418
0.226	0.556
0.043	0.485
-0.030	0.436
-0.111	0.497
-0.049	0.453
-0.202	0.621
0.278	0.583
0.104	0.552
0.162	0.558
-0.050	0.442
-0.023	0.400
-0.086	0.525
0.299	0.607
0.154	0.523
-0.027	0.415
0.073	0.493
0.002	0.416
-0.022	0.409
-0.182	0.608
0.006	0.390
-0.138	0.646
0.255	0.595
-0.085	0.529
-0.005	0.441
-0.039	0.474
0.127	0.502
0.032	0.465
-0.019	0.590
0.038	0.416
-0.001	0.431
0.272	0.644
0.027	0.423
-0.033	0.415
-0.037	0.453
0.074	0.572
0.007	0.387
-0.036	0.555
-0.103	0.496
0.068	0.506
-0.003	0.499
0.022	0.413
-0.006	0.390
0.033	0.514
-0.038	0.507
0.017	0.394
-0.124	0.500
0.221	0.572
0.209	0.574
-0.091	0.502
-0.028	0.404
0.121	0.543
0.009	0.401
0.075	0.657
0.037	0.415
0.034	0.413
0.289	0.587
0.193	0.564
0.229	0.571
0.122	0.507
0.030	0.440
0.545	0.586
-0.127	0.581
0.135	0.651
0.032	0.411
-0.153	0.663
0.215	0.596
-0.249	0.576
-0.029	0.527
-0.059	0.490
0.002	0.435
0.029	0.419
-0.034	0.568
-0.028	0.411
0.086	0.469
0.246	0.596
0.025	0.410
-0.017	0.394
-0.032	0.586
-0.158	0.525
-0.006	0.404
0.030	0.519
0.022	0.446
-0.185	0.539
0.244	0.605
0.025	0.444
0.158	0.529
0.143	0.573
