x,y
-0.183,0.324
0.726,0.898
0.147,0.187
0.050,0.306
-0.388,0.200
0.738,1.309
0.577,0.256
0.131,0.398
-0.444,0.272
0.665,1.331
-0.131,0.284
-0.019,0.409
0.154,0.363
-0.701,1.275
0.281,0.307
0.085,0.354
0.061,0.344
0.644,1.082
-0.408,0.144
0.592,0.567
0.002,0.387
-0.244,1.484
0.429,0.142
0.178,0.360
-0.413,0.373
-0.351,0.282
0.514,0.533
0.184,0.336
-0.097,1.371
-0.614,0.928
0.213,0.369
-0.285,0.352
-0.119,0.213
-0.757,0.517
-0.302,0.154
0.006,0.407
-0.473,0.206
0.013,0.178
0.055,0.280
-0.170,0.312
0.345,0.254
0.057,0.239
0.586,0.961
-0.101,0.400
0.243,0.393
0.420,1.354
0.467,0.252
-0.136,0.274
-0.226,0.388
-0.012,0.301
-0.935,1.056
0.715,1.213
0.338,0.311
-0.590,0.287
0.147,0.375
-0.003,0.405
-0.090,0.388
-0.062,0.257
-0.256,0.381
0.033,0.402
-0.379,1.310
0.211,0.395
-0.035,0.308
-0.628,0.646
0.497,0.511
-0.280,0.304
0.629,1.281
-0.010,0.330
-0.237,0.271
-0.115,1.374
-0.484,0.492
-0.092,0.221
-0.270,0.396
0.091,0.396
-0.094,0.271
-0.610,0.392
-0.120,0.386
-0.137,0.138
-0.351,0.409
-0.284,0.401
0.267,0.403
-0.354,1.299
0.197,0.378
0.099,0.399
0.546,0.544
0.463,0.210
-0.201,0.353
0.142,0.106
-0.284,1.563
0.303,0.399
0.240,0.238
-0.160,1.484
0.303,0.408
-0.342,0.411
0.578,1.171
0.090,0.400
0.327,0.411
-0.644,0.887
0.640,1.422
-0.540,1.320
-0.344,0.301
0.350,0.301
0.617,1.228
-0.494,0.296
0.220,0.306
0.796,1.316
0.413,0.312
0.509,0.336
0.538,1.314
-0.313,0.412
-0.490,0.503
0.566,0.394
0.328,0.186
-0.318,0.243
0.033,0.188
0.094,0.388
-0.049,0.331
0.004,0.346
0.672,0.740
0.302,0.339
-0.286,0.400
-0.520,0.535
-0.388,0.440
-0.190,0.371
0.316,0.412
0.106,0.308
0.072,0.407
0.174,0.071
0.189,0.337
0.788,1.067
0.735,1.126
0.287,0.405
-0.629,1.658
-0.434,0.438
-0.606,0.846
0.336,0.217
-0.405,0.207
-0.120,0.327
-0.259,0.389
0.440,0.303
-0.608,1.309
0.430,0.417
-0.498,0.513
0.403,1.670
-0.550,0.382
-0.485,1.577
-0.118,0.233
0.039,0.389
-0.026,1.834
-0.202,0.316
-0.205,0.399
0.175,0.399
0.128,0.373
-0.416,0.285
0.139,0.401
-0.698,0.603
0.307,0.307
0.425,1.510
0.156,0.324
-0.780,0.849
-0.150,0.295
0.266,0.376
-0.408,0.450
-0.086,0.399
0.608,0.904
0.610,0.882
0.336,0.392
-0.581,1.022
-0.755,0.646
-0.369,0.364
0.033,0.056
-0.151,0.275
-0.194,0.371
0.066,0.279
-0.577,0.998
-0.310,0.404
0.590,1.009
0.126,0.291
-0.321,0.278
-0.319,0.410
-0.151,0.384
0.301,0.370
0.071,0.331
-0.047,0.348
0.527,0.435
-0.181,1.916
-0.029,0.393
-0.002,0.036
0.690,1.052
-0.205,0.349
0.436,0.362
-0.339,1.830
0.417,1.809
0.111,1.652
0.511,0.537
-0.146,0.259
0.083,0.359
0.353,1.382
0.797,1.334
-0.007,0.394
0.570,0.419
-0.108,0.309
0.127,0.392
-0.548,0.442
-0.309,0.411
0.474,0.489
0.630,0.656
-0.119,0.362
0.209,0.339
0.036,0.384
-0.500,0.521
-0.170,0.394
0.201,0.261
0.090,0.285
0.052,0.229
-0.118,0.284
-0.117,0.352
0.129,0.228
-0.139,0.296
-0.834,1.044
-0.376,0.413
0.113,1.546
0.432,0.430
-0.070,0.067
-0.259,0.401
0.053,0.190
-0.595,0.623
-0.429,0.440
0.029,0.279
0.012,0.410
-0.626,0.718
-0.868,0.659
0.473,1.543
0.607,0.864
0.080,0.380
0.059,0.406
-0.498,0.507
-0.593,0.381
0.195,0.398
0.889,0.957
-0.100,0.396
0.068,0.391
-0.605,0.918
-0.089,1.474
0.387,0.313
-0.361,0.427
0.688,0.555
0.639,0.785
0.444,0.463
0.222,0.141
0.640,1.624
-0.455,0.448
-0.355,0.261
-0.526,0.529
0.325,0.412
-0.244,0.351
-0.288,0.404
0.048,0.403
0.750,0.446
0.712,0.713
-0.550,1.139
-0.681,0.701
0.162,0.311
-0.025,0.177
-0.056,0.372
-0.205,0.368
-0.119,0.386
0.228,0.381
-0.001,0.391
-0.326,0.405
-0.294,0.237
-0.421,0.349
0.122,0.320
0.563,0.618
0.049,0.401
-0.446,0.147
0.202,0.164
0.440,0.274
-0.233,0.392
0.238,1.766
-0.294,0.352
0.845,0.660
-0.623,0.404
-0.149,0.374
0.239,0.360
-0.835,1.133
0.927,0.822
-0.649,0.696
0.622,0.835
-0.305,1.810
-0.178,0.363
0.076,0.227
-0.259,0.178
0.467,0.278
-0.108,0.059
-0.648,0.378
0.196,0.123
-0.626,1.019
0.013,0.408
-0.315,0.398
0.724,1.032
0.293,1.337
-0.037,1.393
0.019,0.225
-0.706,0.678
-0.085,0.371
-0.712,1.049
0.571,0.994
-0.306,0.261
-0.512,0.485
-0.042,0.376
-0.062,0.407
0.634,0.822
-0.022,0.350
0.336,0.353
0.157,0.398
-0.554,1.029
0.448,0.477
0.025,0.327
0.223,0.400
0.023,0.068
0.709,0.584
-0.109,0.390
-0.054,0.301
0.304,0.389
-0.026,0.193
-0.019,0.409
0.641,0.562
0.771,0.540
0.047,1.661
-0.821,0.684
0.477,0.443
-0.070,0.381
0.013,1.607
0.283,0.353
0.721,0.737
0.493,1.776
-0.526,0.521
-0.637,0.970
-0.343,1.387
-0.043,0.388
0.453,0.262
-0.300,0.400
0.138,0.339
0.805,0.910
0.236,0.392
0.373,0.298
-0.182,0.387
-0.226,0.248
-0.195,1.545
0.550,0.534
-0.622,1.192
-0.500,0.364
0.095,0.388
0.545,0.396
0.654,0.736
-0.134,0.395
-0.294,1.278
-0.274,0.401
0.048,1.836
-0.566,1.007
0.121,0.312
-0.051,0.405
0.770,1.158
-0.371,1.853
-0.369,0.431
-0.503,0.502
0.011,1.404
-0.380,0.408
-0.515,1.172
0.149,0.138
-0.230,0.400
-0.014,0.347
-0.530,0.416
0.262,0.401
-0.381,1.399
-0.580,0.659
-0.607,0.669
-0.601,0.899
0.673,1.043
-0.286,0.262
0.487,0.276
0.026,0.405
0.576,0.629
-0.308,0.190
-0.472,1.242
0.658,1.005
-0.109,0.392
0.264,0.204
0.601,0.706
0.359,0.294
0.036,0.236
-0.016,0.391
-0.200,0.236
0.579,0.349
