_RAJ2000;_DEJ2000;Vmag;B-V
250.3586636;+36.5108286;19.913; 0.530
250.3123558;+36.5346183;19.914; 0.524
250.2607856;+36.4412983;19.915; 0.538
250.3390117;+36.5201719;19.917; 0.536
250.3265989;+36.5383339;19.920; 0.516
250.3260436;+36.5118917;19.920; 0.531
250.3538772;+36.4609939;19.923; 0.539
250.2417442;+36.5018231;19.929; 0.547
250.2969392;+36.4338492;19.929; 0.489
250.3231008;+36.5444753;19.930; 0.525
250.3187375;+36.4372911;19.930; 0.553
250.3530894;+36.5321694;19.930; 0.634
250.3688758;+36.5146192;19.931; 0.608
250.3384428;+36.5320031;19.934; 0.536
250.3728433;+36.5211358;19.937; 0.552
250.3195614;+36.5393000;19.940; 0.499
250.3209014;+36.5357853;19.940; 0.524
250.3393569;+36.5398094;19.946; 0.557
250.2098031;+36.3993922;19.951; 0.579
250.2591592;+36.5443317;19.951; 0.544
250.3024850;+36.5341672;19.953; 0.564
250.3134017;+36.5450683;19.955; 0.553
250.3784183;+36.5009647;19.957; 0.524
250.3695175;+36.4162164;19.958; 0.539
250.3634642;+36.4685350;19.961; 0.537
250.3370275;+36.5454778;19.962; 0.504
250.3519836;+36.5128208;19.966; 0.559
250.3383742;+36.5410081;19.968; 0.537
250.3682861;+36.5136822;19.968; 0.528
250.2738047;+36.4921214;19.976; 0.531
250.3627844;+36.5308189;19.983; 0.491
250.3544303;+36.4778806;19.984; 0.542
250.3629389;+36.4968764;19.984; 0.576
250.3740881;+36.5309167;19.997; 0.700
250.3310975;+36.5441192;19.997; 0.513
250.2944056;+36.5232336;19.998; 0.569
250.3621367;+36.4771214;20.004; 0.542
250.3761478;+36.4460406;20.008; 0.600
250.2891681;+36.5067858;20.008; 0.533
250.3062886;+36.5307222;20.009; 0.542
250.3355539;+36.5212133;20.011; 0.557
250.3699608;+36.5155675;20.011; 0.596
250.3144981;+36.5458708;20.014; 0.526
250.3443061;+36.5454372;20.015; 0.507
250.2549106;+36.5140769;20.018; 0.544
250.3106342;+36.3944619;20.021; 1.499
250.3218336;+36.5246503;20.022; 0.516
250.3409225;+36.5371739;20.022; 0.538
250.3388331;+36.5361919;20.024; 0.559
250.2452789;+36.5176317;20.024; 0.547
250.3157722;+36.5230589;20.024; 0.557
250.3326053;+36.4949789;20.024; 0.579
250.3745233;+36.5283644;20.026; 0.570
250.3065944;+36.3982083;20.027; 1.472
250.3463594;+36.5264817;20.029; 0.550
250.3267286;+36.5314703;20.033; 0.556
250.2897919;+36.4870161;20.035; 0.563
250.3197303;+36.5145106;20.037; 0.568
250.2202228;+36.4990617;20.038; 0.555
250.3729500;+36.5176286;20.039; 0.579
250.3364575;+36.5358931;20.040; 0.563
250.3344719;+36.5410214;20.040; 0.516
250.3605606;+36.5337497;20.040; 0.556
250.3779536;+36.4966119;20.042; 0.542
250.3497489;+36.5394131;20.045; 0.595
250.3510403;+36.5220906;20.045; 0.576
250.3518650;+36.5251892;20.046; 0.524
250.3588628;+36.4543636;20.049; 0.557
250.3308039;+36.5129778;20.050; 0.552
250.3055814;+36.5445658;20.053; 0.552
250.3412797;+36.4810739;20.056; 0.550
250.2744997;+36.5438889;20.061; 0.551
250.3251514;+36.4619528;20.062; 1.477
250.3458125;+36.4919364;20.067; 0.702
250.3005375;+36.3964939;20.070; 0.595
250.2997919;+36.4995386;20.071; 0.560
250.3733778;+36.5376750;20.075; 0.552
250.3482203;+36.4988975;20.076; 0.539
250.3656556;+36.4744075;20.076; 0.553
250.3179886;+36.4952100;20.080; 0.555
250.3586853;+36.5441586;20.082; 0.504
250.2515317;+36.5459889;20.084; 0.542
250.3777283;+36.5298981;20.087; 0.537
250.3505858;+36.5267522;20.087; 0.538
250.2956225;+36.4657542;20.090; 1.541
250.3428403;+36.5443050;20.092; 0.563
250.3739014;+36.5233647;20.096; 0.548
250.2778275;+36.5181336;20.097; 0.560
250.3688522;+36.5428547;20.099; 0.550
250.1886547;+36.5067522;20.099; 1.344
250.3401058;+36.4810431;20.100; 0.605
250.3323508;+36.5441611;20.100; 0.535
250.2615978;+36.4489122;20.100; 1.533
250.3532383;+36.5177978;20.104; 0.578
250.3485822;+36.5304794;20.105; 0.707
250.2203028;+36.5011000;20.106; 0.591
250.3660575;+36.5262794;20.107; 0.594
250.3028186;+36.5463064;20.107; 0.534
250.3449494;+36.4877506;20.108; 0.672
250.3525558;+36.5215053;20.109; 0.570
250.3055264;+36.5427972;20.110; 0.563
250.3099947;+36.4706461;20.110; 0.560
250.2561153;+36.4706736;20.110; 0.555
250.2711042;+36.5457500;20.111; 0.535
250.3030256;+36.4401989;20.114; 0.579
250.3326269;+36.4966531;20.115; 0.533
250.3652517;+36.4984900;20.116; 0.568
250.3181406;+36.5006111;20.116; 0.556
250.3379911;+36.4320950;20.117; 0.571
250.3674775;+36.4422522;20.118; 0.539
250.3695197;+36.5417019;20.119; 0.564
250.3579358;+36.5267792;20.119; 0.570
250.3756775;+36.5400383;20.120; 0.542
250.3702281;+36.5292028;20.124; 0.566
250.3599933;+36.4614194;20.125; 0.574
250.2000764;+36.4916472;20.135; 0.604
250.3405789;+36.4716975;20.136; 0.568
250.2445417;+36.4898656;20.136; 0.594
250.3722878;+36.5111178;20.139; 0.639
250.3356919;+36.5361253;20.144; 0.552
250.2196153;+36.4847083;20.148; 0.573
250.3624689;+36.4793900;20.149; 0.595
250.2112081;+36.4797417;20.151; 1.547
250.2873189;+36.5041231;20.152; 0.551
250.3440547;+36.4490772;20.153; 0.603
250.3228447;+36.5393069;20.153; 0.646
250.3787958;+36.4904444;20.155; 0.543
250.2715303;+36.4926075;20.155; 0.596
250.3058714;+36.4848044;20.156; 0.553
250.3097161;+36.4498272;20.158; 0.548
250.1873022;+36.5251214;20.158; 0.576
250.2713169;+36.4678286;20.162; 0.545
250.3783264;+36.5409022;20.163; 0.562
250.3425147;+36.4079750;20.167; 0.542
250.3048219;+36.5396483;20.169; 0.570
250.3651972;+36.4906278;20.170; 0.574
250.3673603;+36.5058219;20.171; 0.568
250.3436664;+36.5364172;20.174; 0.543
250.3414600;+36.5374233;20.174; 0.559
250.2947589;+36.4132658;20.176; 0.831
250.2277836;+36.5334406;20.177; 0.606
250.2517261;+36.5151319;20.180; 0.605
250.3109547;+36.4548414;20.180; 0.608
250.1916708;+36.5276722;20.181; 0.588
250.2599175;+36.5228236;20.182; 0.568
250.3234031;+36.4733983;20.183; 0.589
250.3257325;+36.4057281;20.185; 0.572
250.3046583;+36.5144861;20.188; 0.547
250.3663364;+36.5293828;20.189; 0.557
250.3356086;+36.5187100;20.190; 0.589
250.3731517;+36.5007592;20.192; 0.607
250.3248719;+36.5446164;20.196; 0.594
250.2571839;+36.4717419;20.197; 0.557
250.2660289;+36.5437144;20.198; 0.583
250.2350464;+36.5233964;20.198; 0.922
250.2072292;+36.3922228;20.200; 1.328
250.3354492;+36.5058458;20.201; 0.613
250.3567219;+36.4825981;20.202; 0.580
250.2834614;+36.5308997;20.203; 0.542
250.3763083;+36.5237869;20.203; 0.583
250.3637381;+36.5381997;20.205; 0.635
250.2862011;+36.5276422;20.207; 0.579
250.3061714;+36.5253786;20.213; 0.565
250.2741406;+36.5293556;20.213; 0.600
250.2500631;+36.4445839;20.215; 0.596
250.3520403;+36.5415431;20.216; 0.562
250.2545419;+36.4216228;20.216; 0.578
250.2332361;+36.4162964;20.216; 0.526
250.3521625;+36.5373594;20.219; 0.594
250.3737225;+36.5432475;20.220; 0.599
250.3058047;+36.5101108;20.222; 0.726
250.2638656;+36.5432019;20.222; 0.599
250.3729578;+36.4780928;20.224; 0.564
250.3545411;+36.5409019;20.226; 0.626
250.2304719;+36.4983092;20.227; 0.586
250.3767928;+36.4838264;20.233; 0.559
250.3394397;+36.5353058;20.236; 0.565
250.3759328;+36.5174086;20.237; 0.598
250.3297083;+36.4995139;20.247; 0.580
250.2419431;+36.4118067;20.247; 0.489
250.3757592;+36.4951794;20.249; 0.603
250.3791556;+36.5256331;20.249; 0.600
250.2037256;+36.5204064;20.249; 0.378
250.3375836;+36.5246344;20.251; 0.583
250.2454839;+36.5416342;20.251; 0.571
250.3474772;+36.5184739;20.252; 0.580
250.3568178;+36.4874325;20.254; 0.624
250.2964061;+36.4831806;20.256; 0.663
250.3345297;+36.5399931;20.262; 0.580
250.3444600;+36.5225689;20.262; 0.577
250.2619367;+36.4556411;20.262; 0.570
250.2647239;+36.5074036;20.263; 0.611
250.3615414;+36.5252406;20.264; 0.559
250.2159956;+36.5164894;20.268; 0.597
250.3652522;+36.5096269;20.271; 0.591
250.3128153;+36.4525200;20.273; 1.500
250.3345847;+36.5075906;20.277; 0.612
250.2976839;+36.5347253;20.277; 0.738
250.2340475;+36.5393467;20.281; 0.623
250.2877700;+36.4641986;20.282; 0.556
250.3504144;+36.5312289;20.286; 0.616
250.3746364;+36.5258844;20.287; 0.602
250.2926308;+36.5382800;20.287; 0.597
250.3724722;+36.5363778;20.288; 0.632
250.2635506;+36.5155083;20.288; 0.583
250.3565394;+36.5256331;20.289; 0.609
250.3690989;+36.5363594;20.293; 0.717
250.3409086;+36.4682672;20.294; 0.585
250.3207497;+36.5280394;20.295; 0.571
250.3628011;+36.5211331;20.297; 0.586
250.3671942;+36.4788511;20.299; 0.591
250.2580517;+36.5109397;20.300; 0.652
250.3453944;+36.5335772;20.300; 0.599
250.3391819;+36.4376997;20.300; 0.613
250.3630558;+36.5444364;20.300; 0.673
250.2833233;+36.4183661;20.301; 0.572
250.3615286;+36.5439136;20.301; 0.587
250.3698339;+36.5399864;20.308; 0.603
250.3227886;+36.4281933;20.311; 0.599
250.3357908;+36.5165789;20.315; 0.599
250.2686006;+36.5345781;20.315; 0.623
250.3583453;+36.4702833;20.316; 0.617
250.3247197;+36.5162911;20.316; 0.624
250.3551297;+36.4342003;20.317; 0.612
250.3142300;+36.4402086;20.319; 1.533
250.2401567;+36.4522836;20.320; 0.591
250.3097675;+36.5204061;20.321; 0.597
250.3032569;+36.5051364;20.321; 0.555
250.2864369;+36.4520431;20.323; 0.588
250.2236103;+36.5204111;20.327; 1.620
250.3464161;+36.5358219;20.329; 0.589
250.3641950;+36.4812325;20.329; 0.587
250.3518458;+36.5255628;20.332; 0.611
250.3480606;+36.5099925;20.332; 0.616
250.3708317;+36.4645519;20.334; 0.578
250.3734742;+36.4348158;20.334; 0.579
250.3450181;+36.5248531;20.334; 0.594
250.3563331;+36.5420781;20.337; 0.640
250.2888483;+36.4949317;20.337; 0.568
250.3520428;+36.5451642;20.337; 0.597
250.3436144;+36.5420872;20.341; 0.627
250.3334228;+36.4829036;20.341; 0.594
250.3148478;+36.5051572;20.342; 0.608
250.2303561;+36.4636331;20.343; 0.613
250.3664653;+36.5194433;20.344; 1.515
250.3633608;+36.4431536;20.346; 0.578
250.2702056;+36.5385183;20.347; 0.637
250.3369025;+36.5192989;20.347; 0.615
250.3714661;+36.5375736;20.347; 0.616
250.2882911;+36.5410569;20.349; 0.612
250.3333389;+36.5079497;20.349; 0.710
250.3430781;+36.5452200;20.350; 0.579
250.3641072;+36.4867767;20.352; 0.634
250.3478056;+36.4835464;20.353; 0.622
250.2531983;+36.5279664;20.353; 0.600
250.2914858;+36.3986053;20.355; 1.182
250.3411633;+36.5233961;20.355; 0.596
250.2321028;+36.5426717;20.355; 0.630
250.2717381;+36.5002350;20.356; 0.607
250.1889747;+36.4888292;20.359; 0.648
250.3727575;+36.5386831;20.360; 0.625
250.3338647;+36.4833036;20.360; 0.694
250.3721164;+36.5196264;20.360; 0.692
250.3564506;+36.4855478;20.361; 0.590
250.3699608;+36.5173217;20.361; 0.607
250.3055128;+36.5387472;20.364; 0.591
250.3611978;+36.5127633;20.365; 0.626
250.3356350;+36.5268344;20.370; 0.600
250.3022500;+36.4829975;20.372; 0.559
250.3528506;+36.5153150;20.375; 0.658
250.3229089;+36.5246981;20.375; 0.605
250.2839800;+36.5415269;20.377; 0.745
250.3552978;+36.5081028;20.377; 0.613
250.3718350;+36.5448433;20.379; 0.596
250.2596119;+36.4910031;20.380; 0.589
250.2873803;+36.5270964;20.382; 0.581
250.3494453;+36.5078233;20.384; 0.609
250.2836436;+36.4881786;20.386; 0.634
250.2615253;+36.5182744;20.386; 0.632
250.3578475;+36.5409403;20.387; 0.630
250.2666908;+36.5243044;20.387; 0.625
250.3468469;+36.5055053;20.388; 0.580
250.3768503;+36.5419975;20.389; 0.674
250.3563094;+36.5169508;20.390; 0.647
250.2971167;+36.4695894;20.391; 0.586
250.3679356;+36.4307211;20.391; 0.587
250.3773836;+36.4856892;20.392; 0.570
250.3196636;+36.4497639;20.394; 0.630
250.3053669;+36.4639286;20.395; 0.623
250.2305303;+36.4654047;20.400; 0.622
250.3649828;+36.4713814;20.400; 0.635
250.2456825;+36.4527558;20.405; 0.602
250.2726514;+36.5006558;20.405; 0.641
250.3557428;+36.5263339;20.409; 0.651
250.3293036;+36.5381636;20.409; 0.970
250.3690428;+36.5075986;20.414; 0.655
250.3719211;+36.4627331;20.416; 0.594
250.3488386;+36.5150772;20.419; 0.612
250.3568678;+36.5360944;20.420; 0.602
250.3220342;+36.5375283;20.420; 0.603
250.2883533;+36.5455789;20.423; 0.621
250.2059867;+36.5249672;20.423; 0.660
250.3240878;+36.4931589;20.426; 0.642
250.3464814;+36.5329467;20.429; 0.618
250.3716328;+36.5020569;20.429; 0.667
250.1939400;+36.4456706;20.429; 0.638
250.3261594;+36.5111767;20.432; 0.638
250.2794961;+36.4397228;20.433; 0.588
250.2079128;+36.4260747;20.435; 0.649
250.2354708;+36.5187539;20.436; 0.615
250.3477081;+36.4814042;20.438; 0.587
250.3613181;+36.5198711;20.441; 0.631
250.3713800;+36.5450456;20.444; 0.647
250.2320231;+36.5332117;20.445; 0.633
250.2022183;+36.4314358;20.446; 0.574
250.3654514;+36.4976042;20.448; 0.592
250.2131403;+36.4120447;20.448; 1.604
250.2745031;+36.5018053;20.451; 0.562
250.2977767;+36.4567542;20.453; 1.440
250.3590669;+36.4821464;20.458; 0.625
250.2975217;+36.5330425;20.460; 0.648
250.3518008;+36.4876275;20.462; 0.686
250.3754981;+36.5328536;20.466; 0.656
250.3656911;+36.5418772;20.469; 0.616
250.3574714;+36.4625778;20.470; 0.606
250.2509669;+36.4157192;20.471; 1.352
250.2519800;+36.5421478;20.473; 0.657
250.3789739;+36.5236283;20.473; 0.613
250.3338742;+36.5185136;20.474; 0.674
250.3353928;+36.4817422;20.478; 0.649
250.3747000;+36.5173264;20.480; 0.616
250.2802433;+36.4787164;20.483; 0.613
250.2380258;+36.4423550;20.484; 0.653
250.3676375;+36.5385850;20.484; 0.670
250.2559700;+36.5429544;20.485; 0.580
250.3049397;+36.5450064;20.486; 0.625
250.2804536;+36.5220844;20.487; 0.602
250.1967656;+36.5280536;20.487; 0.657
250.3302775;+36.5415422;20.489; 0.637
250.3722672;+36.4672672;20.491; 0.651
250.3595333;+36.5189628;20.492; 0.616
250.3720794;+36.4166992;20.494; 0.651
250.3212042;+36.4750411;20.497; 0.674
250.3304575;+36.5105656;20.499; 0.641
250.2768097;+36.5184883;20.501; 0.623
250.2730625;+36.5303133;20.502; 0.606
250.3206264;+36.5097803;20.503; 0.598
250.3409203;+36.5320358;20.504; 0.627
250.3341664;+36.4854472;20.508; 1.551
250.3799925;+36.5404633;20.508; 0.547
250.2641633;+36.5006544;20.513; 0.609
250.2593214;+36.5194164;20.514; 0.525
250.3630036;+36.5091186;20.514; 1.527
250.2581647;+36.4842808;20.514; 0.641
250.2344656;+36.5275881;20.515; 0.634
250.3493319;+36.4855283;20.516; 0.672
250.3486783;+36.5288569;20.519; 0.663
250.3121197;+36.4266200;20.519; 0.642
250.2865128;+36.5441119;20.522; 0.606
250.3554153;+36.5256858;20.524; 0.608
250.3404964;+36.4535861;20.528; 0.598
250.1884633;+36.4884369;20.529; 0.649
250.3377667;+36.4871761;20.529; 0.613
250.2652997;+36.4854933;20.530; 0.703
250.3765858;+36.5449425;20.531; 0.649
250.3548519;+36.4952997;20.532; 0.603
250.2685528;+36.5153694;20.533; 0.617
250.3668700;+36.5204017;20.534; 0.675
250.3213931;+36.4168753;20.534; 1.434
250.3715233;+36.5321506;20.538; 0.533
250.3085903;+36.4779867;20.540; 0.611
250.3168428;+36.5174492;20.541; 0.457
250.3577350;+36.5444375;20.543; 0.638
250.2249833;+36.5322436;20.545; 0.682
250.3104158;+36.5400906;20.545; 0.629
250.3668614;+36.4453214;20.547; 0.653
250.3548125;+36.4427303;20.547; 0.668
250.2563222;+36.3981661;20.547; 0.640
250.2856294;+36.4581181;20.550; 0.843
250.3014103;+36.5440986;20.550; 0.693
250.2812267;+36.5202764;20.553; 0.670
250.2845403;+36.5434556;20.554; 0.614
250.1878247;+36.4456342;20.555; 1.656
250.3550078;+36.5224492;20.555; 0.649
250.3104467;+36.5305600;20.559; 0.686
250.3781753;+36.5048314;20.560; 0.742
250.2344628;+36.5201542;20.561; 0.655
250.2908319;+36.4802394;20.563; 0.618
250.2282439;+36.5064036;20.563; 0.617
250.3649856;+36.5422264;20.564; 0.587
250.3353200;+36.5320081;20.564; 0.711
250.2792256;+36.5198789;20.566; 0.656
250.3645442;+36.5249989;20.569; 0.660
250.2953411;+36.4718075;20.571; 0.617
250.3093308;+36.5376683;20.572; 0.658
250.3153361;+36.5165986;20.573; 0.639
250.3395897;+36.5439086;20.574; 0.635
250.3324942;+36.5185311;20.576; 0.644
250.3178014;+36.5331617;20.579; 0.720
250.2249664;+36.5317619;20.582; 0.657
250.3528183;+36.4972022;20.582; 0.637
250.3438689;+36.4592172;20.583; 0.625
250.3594728;+36.5160969;20.585; 0.617
250.2988508;+36.4238600;20.585; 0.613
250.3744611;+36.5114575;20.592; 0.649
250.3435025;+36.5200989;20.593; 0.674
250.3634142;+36.4599947;20.594; 0.626
250.3678972;+36.5431667;20.595; 0.725
250.3043731;+36.4492525;20.600; 0.623
250.1991528;+36.4448642;20.602; 0.546
250.2477344;+36.5381008;20.602; 0.648
250.3459422;+36.5113700;20.602; 0.603
250.3304892;+36.4449786;20.606; 0.698
250.2083419;+36.4282611;20.607; 0.689
250.3242964;+36.5382586;20.607; 0.655
250.3554917;+36.5404778;20.609; 0.643
250.3598050;+36.4251053;20.609; 0.555
250.3594819;+36.5377250;20.610; 0.830
250.3742289;+36.5218783;20.610; 0.643
250.2739161;+36.5022581;20.613; 0.726
250.2059264;+36.5142553;20.615; 0.621
250.3671306;+36.5082883;20.617; 0.696
250.3485194;+36.4909081;20.617; 0.633
250.3622428;+36.4036436;20.617; 0.790
250.2341064;+36.4714994;20.619; 0.715
250.3436708;+36.5434167;20.620; 0.658
250.3158361;+36.5214828;20.620; 0.675
250.3511653;+36.4943133;20.620; 0.672
250.3215797;+36.5290969;20.623; 0.644
250.2311139;+36.4090842;20.624; 1.632
250.3291708;+36.5165100;20.625; 0.738
250.3577025;+36.4602253;20.627; 0.656
250.2787078;+36.4481897;20.627; 0.838
250.3515225;+36.5025053;20.628; 0.646
250.2193033;+36.5209144;20.630; 0.731
250.3221214;+36.4423089;20.632; 0.674
250.3546903;+36.4582008;20.636; 0.748
250.3184061;+36.5435822;20.637; 0.627
250.3389372;+36.4529197;20.637; 0.686
250.3749172;+36.5219936;20.639; 0.659
250.3123439;+36.4895711;20.641; 0.683
250.3584414;+36.5317739;20.641; 0.608
250.2993083;+36.5336931;20.641; 0.674
250.3737850;+36.4879872;20.641; 0.672
250.1881083;+36.4974167;20.642; 1.481
250.3284064;+36.4380628;20.647; 0.683
250.2912297;+36.5345111;20.648; 0.715
250.3582258;+36.5364542;20.649; 0.634
250.2971311;+36.4994644;20.650; 0.782
250.3628464;+36.5030847;20.651; 0.604
250.3792933;+36.5390919;20.652; 0.663
250.2590064;+36.5117556;20.652; 0.663
250.3373900;+36.5353994;20.652; 0.666
250.3385703;+36.5236369;20.653; 0.648
250.2749200;+36.5053008;20.653; 0.675
250.3138664;+36.4196458;20.654; 1.682
250.3446825;+36.5298336;20.654; 0.604
250.3015528;+36.4841956;20.655; 0.704
250.2614744;+36.5069172;20.656; 0.658
250.3455436;+36.4969800;20.660; 0.683
250.3218619;+36.5076619;20.661; 0.657
250.3329833;+36.4751956;20.664; 0.576
250.2821967;+36.5205586;20.665; 0.660
250.3745661;+36.4569056;20.671; 0.698
250.2283622;+36.5188261;20.675; 1.335
250.3725175;+36.4090569;20.677; 0.633
250.2921658;+36.5418444;20.678; 0.686
250.3406236;+36.5455206;20.682; 0.643
250.3496803;+36.4392922;20.688; 0.698
250.2730608;+36.5385308;20.689; 0.698
250.2792611;+36.4807044;20.689; 0.666
250.3632903;+36.5064033;20.691; 0.700
250.3174969;+36.5209178;20.691; 0.756
250.2533639;+36.5275150;20.691; 0.622
250.2246903;+36.5423861;20.694; 0.674
250.3661636;+36.4668964;20.695; 0.696
250.3778003;+36.5133992;20.695; 0.609
250.2845992;+36.5287022;20.695; 0.660
250.3081056;+36.5441539;20.696; 0.663
250.3697367;+36.5133722;20.696; 0.771
250.3094219;+36.5194619;20.700; 0.698
250.3620647;+36.5376600;20.702; 0.684
250.2879233;+36.5082742;20.706; 0.616
250.3372131;+36.4140503;20.707; 0.674
250.3296031;+36.5274742;20.707; 0.698
250.2685842;+36.5293233;20.708; 0.665
250.3633081;+36.4853319;20.709; 0.310
250.2453878;+36.5463750;20.710; 0.675
250.3315536;+36.5196672;20.712; 0.685
250.3768881;+36.4909186;20.712; 0.661
250.3244331;+36.4498142;20.712; 0.677
250.2694211;+36.5157847;20.712; 0.679
250.3215131;+36.4109611;20.720; 0.693
250.2897850;+36.5293186;20.722; 0.664
250.3577936;+36.5402258;20.726; 0.702
250.3265075;+36.5219992;20.726; 0.625
250.3418531;+36.5345039;20.727; 0.698
250.2974672;+36.5391100;20.727; 0.722
250.3765692;+36.4245922;20.729; 0.666
250.2100372;+36.5105244;20.730; 1.510
250.3556886;+36.4003822;20.736; 0.646
250.2122794;+36.4466178;20.736; 0.721
250.3692292;+36.4314281;20.739; 0.713
250.3681208;+36.5355806;20.739; 0.670
250.3666936;+36.5329478;20.740; 0.751
250.3470997;+36.5006564;20.744; 0.677
250.3435208;+36.4534886;20.745; 0.685
250.2658997;+36.5187225;20.746; 0.649
250.3543153;+36.5263219;20.747; 0.709
250.3343175;+36.5141772;20.747; 0.730
250.3448639;+36.5203286;20.747; 0.765
250.2993931;+36.5447994;20.749; 0.873
250.3035233;+36.4342783;20.756; 1.501
250.3000083;+36.5367442;20.758; 0.703
250.2229072;+36.5391744;20.760; 0.761
250.3789808;+36.4960486;20.761; 0.598
250.3569544;+36.5339769;20.761; 0.651
250.1931025;+36.5422647;20.762; 1.304
250.2576303;+36.4478056;20.765; 0.705
250.2936231;+36.5410567;20.766; 1.181
250.3352389;+36.5296714;20.767; 0.711
250.3143075;+36.5427186;20.771; 0.672
250.3632628;+36.4881022;20.772; 0.642
250.2346939;+36.4834383;20.773; 0.747
250.3029664;+36.5415586;20.774; 0.700
250.3639694;+36.4854883;20.776; 0.690
250.3720867;+36.3929364;20.778; 0.694
250.2469164;+36.5130694;20.780; 0.690
250.3365919;+36.5290506;20.783; 0.674
250.2853686;+36.5395336;20.784; 0.695
250.2592828;+36.5260797;20.788; 0.677
250.3676967;+36.5311278;20.789; 0.708
250.3283117;+36.4642994;20.791; 0.651
250.3310664;+36.4645108;20.793; 0.692
250.3300064;+36.3921486;20.795; 0.739
250.3494500;+36.4033147;20.796; 0.673
250.3053703;+36.4533472;20.797; 0.648
250.2464769;+36.4373294;20.799; 1.546
250.2603392;+36.5408094;20.800; 0.711
250.3648703;+36.5340314;20.803; 0.674
250.3246844;+36.5284208;20.803; 0.699
250.2911258;+36.4901936;20.804; 0.658
250.3214272;+36.4278447;20.804; 0.709
250.3116083;+36.4886628;20.805; 0.616
250.2537014;+36.4755544;20.808; 0.687
250.2844894;+36.5122906;20.808; 0.665
250.3506942;+36.5414542;20.809; 0.782
250.3649908;+36.4246808;20.810; 0.737
250.2902078;+36.4990653;20.811; 0.929
250.3782272;+36.5301617;20.812; 0.655
250.3267589;+36.4941986;20.812; 0.665
250.3268942;+36.5041753;20.814; 0.640
250.3579669;+36.5369164;20.815; 0.698
250.3316089;+36.5437342;20.815; 0.561
250.2790844;+36.4250453;20.816; 0.643
250.3620111;+36.4626508;20.816; 0.659
250.2607931;+36.5279531;20.818; 0.708
250.2466894;+36.5237917;20.819; 0.663
250.3325919;+36.5344311;20.819; 0.689
250.3365967;+36.4819508;20.821; 0.695
250.3274344;+36.5354697;20.824; 0.720
250.3253747;+36.5374125;20.825; 0.753
250.3566200;+36.5311194;20.826; 0.708
250.3025675;+36.4299978;20.829; 0.689
250.2777192;+36.4985142;20.830; 0.716
250.2775489;+36.5076650;20.832; 0.613
250.3316769;+36.5289653;20.833; 0.734
250.2548739;+36.5116194;20.834; 1.064
250.2984536;+36.4753928;20.836; 0.683
250.3570958;+36.4689358;20.839; 0.709
250.2104531;+36.5306831;20.839; 0.548
250.3076119;+36.4695250;20.840; 0.674
250.3379614;+36.5121536;20.840; 0.707
250.3706364;+36.5401236;20.842; 0.857
250.3129461;+36.5140158;20.843; 0.633
250.3588664;+36.5412411;20.845; 0.701
250.2743600;+36.5456628;20.846; 0.704
250.3346594;+36.4705478;20.846; 0.850
250.3233978;+36.4968764;20.846; 0.743
250.3626250;+36.4663778;20.847; 0.638
250.2288917;+36.4704994;20.848; 0.814
250.3253203;+36.5219503;20.849; 0.751
250.3345517;+36.5241911;20.850; 0.702
250.2641761;+36.5170894;20.851; 0.710
250.3517064;+36.4716850;20.852; 0.777
250.3418861;+36.4727100;20.852; 0.687
250.2944803;+36.4726147;20.852; 0.617
250.3193433;+36.4328169;20.853; 0.649
250.3736494;+36.5102103;20.853; 0.665
250.3269225;+36.5144814;20.856; 0.776
250.2523467;+36.5288436;20.863; 0.700
250.3676758;+36.5328886;20.863; 0.677
250.2202786;+36.5381694;20.863; 0.750
250.3379867;+36.5447025;20.865; 0.765
250.3675517;+36.4589339;20.870; 0.731
250.2958325;+36.5139964;20.870; 0.674
250.3597922;+36.5429439;20.870; 0.703
250.3042372;+36.3969086;20.871; 0.474
250.3419836;+36.4203292;20.872; 1.547
250.3309078;+36.5335356;20.874; 0.580
250.2436719;+36.4795542;20.875; 0.663
250.3544742;+36.4598928;20.876; 0.652
250.3531861;+36.4434703;20.882; 0.650
250.3225236;+36.5179333;20.883; 0.631
250.1911494;+36.5456803;20.886; 1.458
250.3735267;+36.5283364;20.890; 0.701
250.3559097;+36.4980556;20.890; 0.770
250.3506389;+36.4782850;20.893; 0.748
250.2802817;+36.4436539;20.895; 0.639
250.2978064;+36.4884825;20.895; 0.699
250.2838411;+36.5080108;20.897; 0.673
250.3284719;+36.5357619;20.898; 0.752
250.3707183;+36.4574019;20.900; 0.757
250.3391325;+36.5268467;20.901; 0.712
250.3746689;+36.5337794;20.901; 0.677
250.3391214;+36.4503386;20.902; 0.686
250.3535756;+36.5212406;20.902; 0.729
250.2160594;+36.5375881;20.902; 0.468
250.3504442;+36.4926244;20.902; 0.715
250.2066700;+36.3932989;20.903; 0.878
250.3486219;+36.5373122;20.904; 0.682
250.2973583;+36.5326569;20.905; 0.768
250.3166989;+36.4679994;20.905; 0.722
250.2115300;+36.4701419;20.907; 0.708
250.3107844;+36.5339761;20.907; 0.712
250.3651019;+36.5329994;20.907; 0.726
250.3351933;+36.5152400;20.911; 0.715
250.3258367;+36.5432061;20.913; 0.699
250.3334578;+36.5117592;20.913; 0.715
250.2133222;+36.4970458;20.917; 0.736
250.1891308;+36.5233772;20.917; 0.761
250.3609697;+36.4878208;20.917; 0.814
250.3563150;+36.5435067;20.919; 0.747
250.2357719;+36.4763228;20.924; 0.737
250.2579758;+36.5121333;20.926; 0.715
