_RAJ2000;_DEJ2000;RAJ2000;DEJ2000;Bmag;Vmag;Seq;rad;Pkin;Pph;Psp
 53.2957473180;+27.2077843060;  53.29567489;+027.20782074; 12.824; 11.625;  47; 4.4094; 0.0000; 0.9177;1
 53.2972215895;+27.4687837726;  53.29721307;+027.46878754; 11.598; 11.032;  47; 4.5899; 0.0000; 0.4135;1
 53.3058011005;+25.2601334832;  53.30576347;+025.26019957; 11.776; 11.083;  47; 3.3893; 0.0000; 0.8875;1
 53.3078295228;+23.0064127310;  53.30777801;+023.00653229; 12.933; 11.353;  47; 3.4323; 0.5812; 0.3331;1
 53.3095579076;+28.2752476818;  53.30956138;+028.27533122;  9.867;  9.506;  47; 5.1871; 0.0000; 0.0130;1
 53.3104891568;+18.5441441787;  53.31046734;+018.54417721; 12.016; 11.399;  47; 6.5004; 0.0000; 0.0000;0
 53.3237427295;+24.7539225647;  53.32372014;+024.75393428; 11.338; 10.028;  47; 3.2511; 0.0000; 0.0000;1
 53.3239605390;+21.3442505285;  53.32394877;+021.34429790; 13.520; 12.077;  47; 4.2894; 0.0000; 0.8590;1
 53.3271634443;+26.2026268781;  53.32715153;+026.20255226; 12.552; 12.002;  47; 3.7740; 0.0000; 0.5301;1
 53.3334169689;+27.7905027856;  53.33344540;+027.79063773; 10.552;  9.934;  47; 4.8030; 0.0000; 1.0000;1
 53.3396166102;+20.3472993265;  53.33960285;+020.34731583; 12.397; 11.374;  47; 4.9974; 0.0000; 0.9964;1
 53.3415251646;+19.7629524531;  53.34153673;+019.76295221; 11.935; 11.508;  47; 5.4583; 0.0000; 0.1168;1
 53.3441220274;+27.3042940051;  53.34411875;+027.30431221; 13.138; 12.478;  47; 4.4454; 0.0000; 0.6562;1
 53.3456758823;+27.1760080401;  53.34572258;+027.17603062; 12.825; 12.738;  47; 4.3560; 0.0000; 0.0260;1
 53.3475240420;+26.7346397065;  53.34751111;+026.73471046; 11.692; 11.234;  47; 4.0667; 0.0000; 0.0607;1
 53.3482871034;+23.4888715116;  53.34809934;+023.48893947;  9.974;  9.023;  47; 3.2596; 0.0000; 0.0000;1
 53.3488843370;+23.3682207447;  53.34886620;+023.36828321;  7.305;  7.153;  47; 3.2873; 0.0000; 1.0000;1
 53.3500750538;+25.9612599150;  53.35005992;+025.96123804; 12.230; 11.427;  47; 3.6342; 0.0000; 0.9980;1
 53.3543054197;+18.9378727793;  53.35419567;+018.93790338; 11.747; 10.954;  47; 6.1395; 0.0000; 1.0000;1
 53.3570541901;+19.1998393026;  53.35701787;+019.19985532; 13.647; 11.552;  47; 5.9157; 0.0000; 0.2033;1
 53.3604363417;+26.3576852094;  53.36046363;+026.35769464; 11.754; 11.412;  47; 3.8341; 0.0000; 0.0212;1
 53.3605726129;+23.3843188542;  53.36060315;+023.38438200;  8.620;  7.556;  47; 3.2728; 0.0000; 0.0000;1
 53.3628758274;+26.7984192889;  53.36290004;+026.79843115; 11.810; 11.049;  47; 4.0962; 0.0000; 1.0000;1
 53.3661682309;+26.4211481118;  53.36617887;+026.42115290; 11.465;  9.927;  47; 3.8660; 0.0000; 0.0000;1
 53.3724949612;+19.7249317982;  53.37247038;+019.72498651; 11.367; 10.694;  47; 5.4717; 0.0000; 0.9878;1
 53.3782371652;+27.2121293843;  53.37829727;+027.21227811; 12.854; 11.836;  47; 4.3603; 0.0000; 1.0000;1
 53.3786362240;+29.1696440393;  53.37860811;+029.16968339; 12.535; 11.838;  47; 5.8829; 0.0000; 0.8049;1
 53.3794733129;+25.6795943476;  53.37949697;+025.67962524; 10.856; 10.191;  47; 3.4829; 0.0000; 1.0000;1
 53.3795747456;+22.0283907152;  53.37971887;+022.02855750; 11.207; 10.308;  47; 3.8254; 0.0000; 0.7317;1
 53.3823870970;+23.8759793717;  53.38224888;+023.87599466; 12.489; 11.881;  47; 3.1667; 0.0000; 0.6598;1
 53.3920417251;+28.0222994671;  53.39201282;+028.02237479; 11.807; 11.270;  47; 4.9463; 0.0000; 0.2465;1
 53.3926906977;+25.5778646285;  53.39268755;+025.57787700; 11.652; 11.165;  47; 3.4302; 0.0000; 0.1419;1
 53.3949876841;+28.9682157724;  53.39498630;+028.96821988; 13.652; 11.717;  47; 5.7064; 0.0000; 0.2949;1
 53.3989404956;+24.5013272785;  53.39891995;+024.50135540; 10.977; 10.561;  47; 3.1498; 0.0000; 0.0271;1
 53.4022704244;+28.2353175536;  53.40226435;+028.23529738; 12.404; 11.282;  47; 5.1071; 0.0000; 0.9016;1
 53.4051133896;+28.1190835946;  53.40515498;+028.11908673; 12.917; 11.996;  47; 5.0143; 0.0000; 0.9994;1
 53.4068130888;+27.3137478667;  53.40682565;+027.31374495; 13.491; 11.613;  47; 4.4134; 0.0000; 0.3046;1
 53.4075560738;+20.7781423376;  53.40754071;+020.77818023; 11.887; 11.340;  47; 4.6300; 0.0000; 0.3083;1
 53.4196302786;+25.3875236900;  53.41961285;+025.38751669; 12.111; 10.923;  47; 3.3358; 0.0000; 0.5252;1
 53.4216345891;+22.3278291426;  53.42166633;+022.32783641; 11.846; 11.403;  47; 3.6306; 0.0000; 0.0936;1
 53.4236236145;+20.7012908112;  53.42364279;+020.70129978; 12.896; 12.027;  47; 4.6766; 0.0000; 0.9846;1
 53.4240518910;+30.2317999511;  53.42408225;+030.23175134; 11.972; 11.279;  47; 6.7852; 0.0000; 0.0000;0
 53.4246217202;+24.8656191130;  53.42449758;+024.86570987; 11.683; 11.137;  47; 3.1829; 0.0000; 0.2954;1
 53.4273132213;+23.8481123908;  53.42728476;+023.84813062;  9.693;  9.293;  47; 3.1286; 0.0000; 0.3395;1
 53.4320479251;+20.3008256846;  53.43201551;+020.30083757; 11.711; 11.361;  47; 4.9772; 0.0000; 0.0212;1
 53.4347595804;+19.9335500508;  53.43471948;+019.93355428; 11.089; 10.499;  47; 5.2673; 0.0000; 0.8302;1
 53.4351372183;+17.8362567275;  53.43504936;+017.83624579; 11.966; 11.383;  47; 7.0683; 0.0000; 0.0000;0
 53.4352090380;+18.0005517879;  53.43517170;+018.00058409; 13.378; 11.848;  47; 6.9211; 0.0000; 0.0000;0
 53.4354012556;+17.7056169378;  53.43534689;+017.70560916; 12.564; 12.519;  47; 7.1856; 0.0000; 0.0000;0
 53.4359705212;+20.1680997837;  53.43601760;+020.16815469; 12.166; 11.645;  47; 5.0791; 0.0000; 0.5228;1
 53.4468093002;+22.9903755657;  53.44679565;+022.99039659; 11.952; 11.190;  47; 3.3173; 0.0000; 0.9964;1
 53.4476825660;+18.6405205765;  53.44771227;+018.64058083; 12.341; 11.420;  47; 6.3502; 0.0000; 1.0000;1
 53.4485011164;+26.2666929437;  53.44847553;+026.26670760; 10.836;  9.191;  47; 3.7190; 0.0000; 0.0000;1
 53.4506376696;+23.3553288099;  53.45066038;+023.35533948; 11.954; 11.495;  47; 3.1998; 0.0000; 0.1961;1
 53.4520412247;+18.2277890536;  53.45190171;+018.22779338;  9.042;  7.984;  47; 6.7115; 0.0000; 0.0000;0
 53.4553857774;+21.0195796732;  53.45536302;+021.01960726; 11.642; 10.229;  47; 4.4232; 0.0000; 0.0037;1
 53.4565155412;+23.5518057881;  53.45653285;+023.55187467; 10.173;  9.643;  47; 3.1487; 0.0000; 1.0000;1
 53.4567943589;+27.3754141799;  53.45677930;+027.37543360; 12.200; 11.420;  47; 4.4269; 0.0000; 0.9869;1
 53.4619703628;+22.1648496198;  53.46187323;+022.16495654; 12.022; 11.081;  47; 3.6852; 0.0000; 1.0000;1
 53.4625720651;+18.2476474403;  53.46257120;+018.24766110; 10.814; 10.257;  47; 6.6890; 0.0000; 0.0000;0
 53.4637176708;+19.3992711532;  53.46371865;+019.39930224; 12.770; 12.119;  47; 5.6918; 0.0000; 0.7080;1
 53.4641215334;+23.8310848176;  53.46417755;+023.83111046;  8.557;  7.462;  47; 3.0969; 0.0000; 0.0000;1
 53.4643722698;+25.5257776108;  53.46427127;+025.52573459; 12.018; 11.241;  47; 3.3508; 0.0000; 0.9985;1
 53.4663432981;+17.9832405357;  53.46625204;+017.98333506; 11.963; 11.170;  47; 6.9228; 0.0000; 0.0000;0
 53.4667481742;+28.5448550340;  53.46673683;+028.54486935; 12.742; 12.557;  47; 5.3230; 0.0000; 0.0593;1
 53.4686048097;+26.9281951763;  53.46808011;+026.92794133; 11.743; 11.015;  47; 4.1104; 0.0000; 0.9891;1
 53.4718864600;+24.2431244157;  53.47184767;+024.24316119;  8.449;  8.334;  47; 3.0690; 0.0000; 0.0000;1
 53.4758835179;+27.1638694515;  53.47584855;+027.16398658; 12.710; 12.293;  47; 4.2659; 0.2560; 0.2571;1
 53.4785993897;+24.5836347753;  53.47858362;+024.58363356; 12.488; 10.927;  47; 3.0872; 0.0000; 0.1030;1
 53.4807546019;+19.8834106515;  53.48071271;+019.88346653; 12.200; 11.496;  47; 5.2819; 0.0000; 0.8861;1
 53.4836586886;+17.9642205446;  53.48365713;+017.96422368; 12.125; 11.368;  47; 6.9323; 0.0000; 0.0000;0
 53.4887056212;+28.8970544268;  53.48868591;+028.89710909; 12.814; 12.162;  47; 5.6039; 0.0000; 0.6567;1
 53.4894344509;+22.2499487939;  53.48941736;+022.24994053; 12.021; 11.102;  47; 3.6174; 0.0000; 1.0000;1
 53.4908231394;+27.9567759751;  53.49079122;+027.95677668; 12.892; 11.481;  47; 4.8422; 0.0000; 0.6462;1
 53.4942091466;+28.2415707340;  53.49419177;+028.24158505; 12.210; 11.604;  47; 5.0645; 0.0000; 0.5718;1
 53.4942847579;+25.4332946376;  53.49424035;+025.43330628; 12.126; 11.598;  47; 3.2904; 0.0000; 0.3615;1
 53.4945974764;+24.2962436160;  53.49460545;+024.29624505; 11.869; 11.292;  47; 3.0496; 0.0000; 0.4588;1
 53.4953704341;+20.5672169089;  53.49539858;+020.56724627; 11.210; 10.731;  47; 4.7327; 0.0000; 0.1188;1
 53.4968408002;+20.8876272601;  53.49676533;+020.88764984; 12.613; 11.884;  47; 4.4917; 0.0000; 0.8540;1
 53.5004632146;+26.5285365593;  53.50048573;+026.52856716; 11.827; 11.193;  47; 3.8343; 0.0000; 0.6334;1
 53.5008923015;+27.0630285049;  53.50088057;+027.06305230; 12.427; 11.128;  47; 4.1805; 0.0000; 0.4691;1
 53.5044763910;+22.3494679474;  53.50445665;+022.34947643; 11.607; 10.988;  47; 3.5529; 0.0000; 0.6157;1
 53.5072259726;+29.0940874982;  53.50719927;+029.09410546; 12.146; 11.395;  47; 5.7617; 0.0000; 0.9570;1
 53.5075308140;+24.8809093153;  53.50747380;+024.88101310; 11.570; 10.861;  47; 3.1131; 0.6328; 0.6111;1
 53.5086485141;+26.2544724797;  53.50864743;+026.25446932; 12.404; 12.244;  47; 3.6682; 0.0000; 0.0367;1
 53.5105474482;+29.7897347926;  53.51053372;+029.78980331; 12.754; 12.059;  47; 6.3617; 0.0000; 0.8086;1
 53.5106659790;+19.3509257010;  53.51065823;+019.35104526; 13.110; 12.235;  47; 5.7080; 0.0014; 0.9667;1
 53.5112206090;+27.9494590707;  53.51121318;+027.94951422; 12.256; 12.015;  47; 4.8255; 0.0000; 0.0491;1
 53.5116416229;+18.9950275962;  53.51165391;+018.99510219; 12.319; 11.933;  47; 6.0116; 0.0000; 0.1725;1
 53.5120533184;+24.7698157685;  53.51201905;+024.76984564; 12.260; 11.071;  47; 3.0865; 0.0000; 0.5982;1
 53.5123757524;+28.6153023599;  53.51233477;+028.61532178; 12.870; 12.232;  47; 5.3587; 0.0000; 0.6293;1
 53.5163738581;+25.3464577155;  53.51629126;+025.34646841; 10.901;  9.219;  47; 3.2403; 0.0000; 0.0000;1
 53.5165373546;+21.5000068893;  53.51653341;+021.50001124; 12.987; 11.243;  47; 4.0494; 0.0000; 0.2787;1
 53.5183092306;+24.3087041196;  53.51829157;+024.30873088;  9.368;  9.222;  47; 3.0285; 0.0000; 0.0000;1
 53.5192206474;+29.5973522879;  53.51922621;+029.59738459; 12.464; 11.693;  47; 6.1898; 0.0000; 0.9523;1
 53.5217525119;+22.5540059307;  53.52174169;+022.55406983; 12.597; 11.903;  47; 3.4373; 0.0000; 0.8293;1
 53.5226671534;+25.5552264683;  53.52268661;+025.55524776; 11.726; 11.099;  47; 3.3151; 0.0000; 0.7035;1
 53.5259385386;+27.7979108533;  53.52586710;+027.79789627; 13.011; 11.261;  47; 4.7006; 0.0000; 0.2214;1
 53.5276532001;+26.8030407999;  53.52762433;+026.80312147; 12.054; 11.493;  47; 3.9892; 0.0001; 0.3724;1
 53.5293288356;+20.9484873271;  53.52935039;+020.94851890; 12.767; 11.967;  47; 4.4259; 0.0000; 0.9334;1
 53.5304585974;+24.3444483960;  53.53040402;+024.34455483; 10.053;  9.538;  47; 3.0191; 0.7464; 1.0000;1
 53.5340812481;+20.3230745051;  53.53407552;+020.32308396; 13.208; 10.933;  47; 4.8988; 0.0000; 0.0650;1
 53.5349115242;+17.8328280993;  53.53466812;+017.83358303;  7.042;  6.151;  47; 7.0278; 0.0000; 0.0000;0
 53.5364669657;+21.7289715792;  53.53647369;+021.72899535;  9.543;  9.192;  47; 3.8866; 0.0000; 0.0318;1
 53.5396932032;+30.3643387432;  53.53969002;+030.36439258; 10.783; 10.219;  47; 6.8612; 0.0000; 0.0000;0
 53.5397894629;+21.3718308271;  53.53978429;+021.37182915; 11.617; 10.415;  47; 4.1193; 0.0000; 0.0407;1
 53.5405504545;+25.1868537365;  53.54055819;+025.18686149; 11.602; 11.021;  47; 3.1664; 0.0000; 0.4116;1
 53.5410721275;+24.5920951282;  53.54102829;+024.59212184;  9.447;  8.984;  47; 3.0322; 0.0000; 1.0000;1
 53.5420594865;+26.5317737819;  53.54203150;+026.53174340; 12.242; 12.782;  47; 3.8074; 0.0000; 0.0000;1
 53.5505961150;+26.8342595510;  53.55059611;+026.83427411; 11.978; 11.903;  47; 3.9946; 0.0000; 0.0005;1
 53.5530608495;+24.9923839146;  53.55307584;+024.99238705; 12.766; 11.821;  47; 3.0999; 0.0000; 1.0000;1
 53.5544954831;+25.1263918649;  53.55448627;+025.12639816; 11.521; 10.955;  47; 3.1360; 0.0000; 0.3593;1
 53.5604642405;+30.5418475082;  53.56037478;+030.54187422; 12.167; 12.288;  47; 7.0139; 0.0000; 0.0000;0
 53.5633610324;+26.4240358511;  53.56336537;+026.42404674; 11.503; 10.398;  47; 3.7273; 0.0000; 0.2335;1
 53.5654082569;+21.5129796193;  53.56537479;+021.51301897; 12.694; 11.343;  47; 4.0061; 0.0000; 0.6374;1
 53.5670618602;+26.7839172579;  53.56701258;+026.78398456; 12.355; 11.531;  47; 3.9507; 0.0000; 0.9983;1
 53.5677237149;+20.8133074304;  53.56774654;+020.81333317; 12.286; 11.020;  47; 4.5012; 0.0000; 0.4622;1
 53.5708729092;+26.1028875190;  53.57085524;+026.10292196; 10.793; 10.374;  47; 3.5389; 0.0000; 0.0272;1
 53.5718365938;+18.4926644387;  53.57186068;+018.49270097; 11.289; 10.796;  47; 6.4221; 0.0000; 0.0000;0
 53.5722728739;+27.3180474376;  53.57225646;+027.31805033; 12.360; 12.644;  47; 4.3164; 0.0000; 0.0002;1
 53.5744661625;+22.9872565413;  53.57406974;+022.98766733;  9.817;  9.139;  47; 3.2084; 0.0000; 0.0312;1
 53.5810686074;+18.2116664304;  53.58109987;+018.21168167; 11.435; 10.369;  47; 6.6680; 0.0000; 0.0000;0
 53.5815286496;+28.2467563828;  53.58155373;+028.24674423; 13.028; 12.067;  47; 5.0244; 0.0000; 1.0000;1
 53.5841941119;+23.1501072400;  53.58420550;+023.15012474; 10.847;  9.696;  47; 3.1425; 0.0000; 0.0000;1
 53.5847028437;+22.5269392271;  53.58466130;+022.52694630;  9.550;  9.038;  47; 3.3988; 0.0000; 1.0000;1
 53.5871593411;+29.7324589942;  53.58716256;+029.73246614; 11.119; 10.919;  47; 6.2812; 0.0000; 0.0000;1
 53.5894148508;+28.0846375382;  53.58934330;+028.08479375; 10.447;  9.606;  47; 4.8907; 0.0000; 0.0048;1
 53.5898998516;+28.1832286543;  53.58981630;+028.18329863; 13.006; 11.839;  47; 4.9692; 0.0041; 0.9836;1
 53.5899855429;+24.1706852113;  53.58987357;+024.17072376; 12.159; 11.293;  47; 2.9611; 0.0000; 1.0000;1
 53.5908887086;+28.7692289612;  53.59088979;+028.76922918; 12.879; 11.689;  47; 5.4499; 0.0000; 0.9477;1
 53.5930135761;+24.0941719983;  53.59291248;+024.09413379; 11.374; 10.863;  47; 2.9597; 0.0000; 0.2032;1
 53.5933864939;+23.2942631630;  53.59328908;+023.29434342; 11.446; 10.723;  47; 3.0898; 0.0000; 1.0000;1
 53.5971036948;+28.9051877068;  53.59710450;+028.90522487; 11.843; 11.130;  47; 5.5617; 0.0000; 0.9353;1
 53.5992340150;+24.5141346265;  53.59920837;+024.51415113; 12.683; 11.972;  47; 2.9704; 0.0000; 0.8384;1
 53.6011404484;+24.9921339654;  53.60112999;+024.99215533; 12.849; 12.444;  47; 3.0581; 0.0000; 0.2100;1
 53.6014481800;+28.6153846361;  53.60144597;+028.61538415; 13.175; 11.614;  47; 5.3166; 0.0000; 0.5118;1
 53.6055234549;+20.3741023593;  53.60551339;+020.37411721;  9.858;  8.144;  47; 4.8163; 0.0000; 0.0000;1
 53.6109465559;+24.4644131106;  53.61093000;+024.46447543;  6.116;  6.005;  47; 2.9548; 0.0000; 0.0000;1
 53.6109386780;+24.4646074832;  53.61093157;+024.46465607;  6.153;  5.992;  47; 2.9548; 0.0001; 0.5235;1
 53.6153121080;+19.7958255606;  53.61532350;+019.79584588;  8.357;  8.252;  47; 5.2797; 0.0000; 0.0000;1
 53.6155434129;+19.7978855765;  53.61555511;+019.79790908;  8.225;  8.124;  47; 5.2779; 0.0000; 0.0000;1
 53.6165609318;+24.4680682357;  53.61656560;+024.46809276; 10.105;  9.644;  47; 2.9500; 0.0000; 0.8211;1
 53.6201366835;+20.5353604710;  53.62011512;+020.53537503; 12.301; 10.653;  47; 4.6812; 0.0000; 0.0454;1
 53.6203499302;+17.7033927171;  53.62035141;+017.70341904; 11.372; 10.867;  47; 7.1099; 0.0000; 0.0000;0
 53.6205095685;+27.1059773126;  53.62048281;+027.10601083; 11.954; 11.582;  47; 4.1357; 0.0000; 0.0318;1
 53.6240391170;+21.6274597535;  53.62401033;+021.62751150; 13.163; 11.740;  47; 3.8887; 0.0000; 0.7733;1
 53.6262491695;+22.7594149011;  53.62620987;+022.75946254;  9.490;  8.240;  47; 3.2568; 0.0000; 0.0000;1
 53.6299275839;+29.5652817954;  53.62989855;+029.56530666; 10.735; 10.268;  47; 6.1174; 0.0000; 0.2378;1
 53.6321592523;+26.7935710436;  53.63214340;+026.79360862; 10.859;  9.245;  47; 3.9143; 0.0000; 0.0000;1
 53.6380027946;+27.8146405668;  53.63796679;+027.81467773; 12.493; 12.204;  47; 4.6526; 0.0000; 0.1061;1
 53.6380383996;+25.6397820153;  53.63804899;+025.63980705; 11.315; 10.817;  47; 3.2583; 0.0000; 0.2418;1
 53.6394688755;+23.8280869493;  53.63941016;+023.82813505; 12.220; 11.150;  47; 2.9377; 0.0000; 0.9228;1
 53.6412263794;+18.1799246823;  53.64115702;+018.17993754; 11.956; 11.665;  47; 6.6702; 0.0000; 0.0000;0
 53.6416956970;+27.2463707668;  53.64169731;+027.24638168; 13.360; 11.687;  47; 4.2231; 0.0000; 0.5102;1
 53.6452757369;+23.8393619404;  53.64521361;+023.83940868; 10.448;  9.223;  47; 2.9311; 0.0000; 0.0000;1
 53.6453274835;+27.6775747884;  53.64524021;+027.67765716; 12.329; 11.888;  47; 4.5427; 0.0001; 0.2490;1
 53.6455898909;+18.8738708974;  53.64553169;+018.87395813;  9.920;  9.212;  47; 6.0522; 0.0004; 0.0127;1
 53.6509651468;+20.5992298096;  53.65086965;+020.59935457; 11.667; 10.781;  47; 4.6129; 0.0000; 0.9999;1
 53.6545098195;+29.6308915189;  53.65451091;+029.63088763; 12.686; 11.292;  47; 6.1654; 0.0000; 0.5587;1
 53.6562282453;+19.6251629124;  53.65620242;+019.62520202; 11.771; 11.379;  47; 5.4007; 0.0000; 0.0381;1
 53.6570156784;+28.5325263489;  53.65696209;+028.53254521; 11.540; 10.148;  47; 5.2217; 0.0000; 0.0000;1
 53.6591146917;+17.7518916593;  53.65912613;+017.75189601; 12.384; 11.686;  47; 7.0499; 0.0000; 0.0000;0
 53.6597392358;+29.0780010650;  53.65973715;+029.07804744; 11.287; 10.846;  47; 5.6818; 0.0000; 0.0426;1
 53.6697400510;+27.7986636671;  53.66974414;+027.79867774; 11.838; 11.116;  47; 4.6230; 0.0000; 0.9624;1
 53.6715271598;+19.9968323661;  53.67155527;+019.99688088; 11.370; 10.658;  47; 5.0830; 0.0000; 1.0000;1
 53.6741291320;+21.6987879182;  53.67409118;+021.69880588; 13.138; 11.846;  47; 3.8063; 0.0000; 0.9301;1
 53.6837527620;+24.9864036505;  53.68370487;+024.98642047; 12.229; 10.610;  47; 2.9849; 0.0000; 0.0324;1
 53.6863202136;+18.9679728907;  53.68629387;+018.96803329; 11.736; 11.003;  47; 5.9506; 0.0000; 0.9938;1
 53.6866981353;+27.0245299467;  53.68670357;+027.02451828; 12.467; 11.381;  47; 4.0375; 0.0000; 0.9552;1
 53.6869166309;+24.8640207015;  53.68693107;+024.86403283; 11.806; 11.139;  47; 2.9516; 0.0000; 0.7696;1
 53.6878749833;+20.8246638949;  53.68786118;+020.82471394; 11.984; 11.509;  47; 4.4172; 0.0000; 0.1654;1
 53.6892335878;+23.9629265565;  53.68920300;+023.96297806; 11.328; 10.659;  47; 2.8789; 0.0000; 0.9895;1
 53.6896928404;+18.5456456454;  53.68971356;+018.54566701; 12.802; 12.082;  47; 6.3218; 0.0000; 0.7878;1
 53.6929777795;+21.9002597668;  53.69298480;+021.90027068; 13.488; 11.928;  47; 3.6642; 0.0000; 0.7444;1
 53.6967275521;+26.0948600497;  53.69669973;+026.09499339; 11.087; 10.368;  47; 3.4415; 0.0000; 1.0000;1
 53.6976809626;+23.8545859085;  53.69761641;+023.85465778; 10.620; 10.228;  47; 2.8816; 0.0000; 0.0214;1
 53.6999556990;+21.4449762256;  53.69997390;+021.44500267; 11.565; 10.904;  47; 3.9586; 0.0000; 0.8854;1
 53.7028745475;+19.5577894979;  53.70284847;+019.55782180; 12.139; 11.434;  47; 5.4336; 0.0000; 0.8965;1
 53.7032912744;+28.4310715349;  53.70326060;+028.43109533; 12.363; 12.077;  47; 5.1157; 0.0000; 0.0692;1
 53.7043603910;+27.1590287231;  53.70433621;+027.15906873; 10.507;  9.733;  47; 4.1225; 0.0000; 0.2479;1
 53.7068749977;+30.4026825556;  53.70683949;+030.40265825; 12.055; 11.110;  47; 6.8375; 0.0000; 0.0000;0
 53.7109297969;+18.8465772665;  53.71094515;+018.84665502; 12.772; 11.963;  47; 6.0456; 0.0000; 0.9473;1
 53.7141395173;+25.6461292168;  53.71413413;+025.64614013; 12.793; 12.260;  47; 3.2007; 0.0000; 0.4797;1
 53.7162160926;+18.2650795310;  53.71619534;+018.26512034; 12.805; 11.910;  47; 6.5613; 0.0000; 0.0000;0
 53.7168417929;+24.1007356150;  53.71691688;+024.10079599; 10.003;  9.514;  47; 2.8463; 0.0000; 1.0000;1
 53.7182465136;+17.9558758368;  53.71825541;+017.95588675; 12.708; 12.177;  47; 6.8401; 0.0000; 0.0000;0
 53.7274175973;+26.6994434610;  53.72742546;+026.69945802; 12.368; 11.494;  47; 3.7896; 0.0000; 1.0000;1
 53.7290085777;+23.0998166651;  53.72891771;+023.09989962; 10.391;  9.027;  47; 3.0337; 0.0000; 0.0000;1
 53.7296991534;+22.8572397229;  53.72937205;+022.85730581; 12.760; 12.004;  47; 3.1280; 0.0000; 0.8755;1
 53.7325973831;+27.2947943212;  53.73259519;+027.29480329; 13.053; 11.729;  47; 4.2048; 0.0000; 0.8509;1
 53.7327205536;+18.4983012389;  53.73269436;+018.49841460; 11.662; 11.378;  47; 6.3449; 0.0289; 0.0289;1
 53.7355735177;+19.8101350173;  53.73550996;+019.81018550; 10.352;  8.709;  47; 5.2036; 0.0000; 0.0000;1
 53.7366222545;+21.5927740018;  53.73658798;+021.59278054; 12.710; 12.571;  47; 3.8323; 0.0000; 0.0923;1
 53.7393558018;+21.0176305239;  53.73934083;+021.01765901; 10.093;  8.610;  47; 4.2397; 0.0000; 0.0000;1
 53.7398011067;+26.6082811606;  53.73978142;+026.60826823;  8.733;  8.396;  47; 3.7216; 0.0000; 1.0000;1
 53.7412312013;+29.3133207636;  53.74122682;+029.31333909;  9.149;  8.926;  47; 5.8522; 0.0000; 0.0000;1
 53.7436975767;+19.8133842999;  53.74349686;+019.81349805; 11.035; 10.344;  47; 5.1967; 0.0000; 1.0000;1
 53.7437260564;+19.3127873326;  53.74364174;+019.31284185;  9.605;  9.176;  47; 5.6232; 0.0000; 0.9363;1
 53.7439150402;+17.7105706873;  53.74376660;+017.71066842; 10.747;  9.959;  47; 7.0534; 0.0000; 0.0000;0
 53.7444319324;+23.5301476987;  53.74437825;+023.53025248;  9.232;  8.862;  47; 2.8944; 0.5930; 0.7555;1
 53.7444589235;+21.0574225640;  53.74443129;+021.05757688; 12.710; 11.432;  47; 4.2068; 0.0000; 0.7511;1
 53.7448175055;+17.7097285562;  53.74464571;+017.70982940;       ; 11.907;  47; 7.0539; 0.0000; 0.0000;0
 53.7473563905;+20.1732682824;  53.74737679;+020.17328114; 12.871; 11.986;  47; 4.8966; 0.0000; 0.9938;1
 53.7478264198;+28.5635510221;  53.74776913;+028.56355197; 13.045; 11.988;  47; 5.2055; 0.0000; 1.0000;1
 53.7517850863;+23.7842391421;  53.75177154;+023.78424884; 11.651; 10.962;  47; 2.8413; 0.0000; 0.9385;1
 53.7540610468;+20.1315909912;  53.75396236;+020.13161046; 12.390; 11.420;  47; 4.9270; 0.0000; 1.0000;1
 53.7587813045;+21.6387542168;  53.75879145;+021.63876513; 11.991; 11.908;  47; 3.7859; 0.0000; 0.0049;1
 53.7595376176;+21.8107304896;  53.75945400;+021.81076600;       ; 11.479;  47; 3.6723; 0.0000; 0.0000;1
 53.7609005716;+21.9159782071;  53.76090524;+021.91599228; 12.468; 12.296;  47; 3.6043; 0.0000; 0.0612;1
 53.7619959008;+26.5835033617;  53.76198666;+026.58349607; 12.930; 11.356;  47; 3.6907; 0.0000; 0.4379;1
 53.7648606330;+21.1009604074;  53.76483976;+021.10096889; 12.746; 12.446;  47; 4.1616; 0.0000; 0.1525;1
 53.7725224420;+18.9645084199;  53.77251136;+018.96451034; 13.010; 11.430;  47; 5.9133; 0.0000; 0.3842;1
 53.7740881875;+25.0986772282;  53.77409246;+025.09869519; 12.628; 11.219;  47; 2.9396; 0.0000; 0.3430;1
 53.7744893118;+26.5858480122;  53.77449222;+026.58586454; 10.491; 10.035;  47; 3.6839; 0.0000; 0.2521;1
 53.7751842280;+27.9480315366;  53.77527819;+027.94807412; 10.236;  9.760;  47; 4.6861; 0.0000; 0.6221;1
 53.7769586986;+27.6334891240;  53.77697184;+027.63352094; 11.835; 11.145;  47; 4.4367; 0.0000; 0.8778;1
 53.7789072123;+28.8275380814;  53.77892489;+028.82757138; 11.155;  9.573;  47; 5.4157; 0.0000; 0.0000;1
 53.7900739877;+29.1235351478;  53.78989425;+029.12356745; 12.358; 11.664;  47; 5.6667; 0.0000; 0.8523;1
 53.7906429057;+20.2210045425;  53.79064389;+020.22102248; 10.698;  9.313;  47; 4.8335; 0.0000; 0.0000;1
 53.7956813965;+17.9828743932;  53.79564534;+017.98290548; 11.879; 10.942;  47; 6.7839; 0.0000; 0.0000;0
 53.8012434752;+23.7428418979;  53.80120073;+023.74290920; 11.832; 11.103;  47; 2.8025; 0.0000; 0.9810;1
